model,algorithm,namc_code,query_text,query_sanskrit_term,true_tm2_code,true_candidate_title,true_candidate_score,top1_pred,top1_title,top1_score,top1_correct,top5_hit,true_rank,top1_minus_top2,score_gap_to_true,error_type,true_candidate_exact_sanskrit_match,top1_exact_sanskrit_match,top2_pred,top3_pred,top4_pred,top5_pred,rerank_applied,top1_tag,top1_index_terms,top1_text,top1_query_token_overlap,top1_query_vs_pred_sans_overlap,top2_score,top2_tag,top2_title,top2_index_terms,top2_text,top2_exact_sanskrit_match,top2_query_token_overlap,top2_query_vs_pred_sans_overlap,top3_score,top3_tag,top3_title,top3_index_terms,top3_text,top3_exact_sanskrit_match,top3_query_token_overlap,top3_query_vs_pred_sans_overlap,top4_score,top4_tag,top4_title,top4_index_terms,top4_text,top4_exact_sanskrit_match,top4_query_token_overlap,top4_query_vs_pred_sans_overlap,top5_score,top5_tag,top5_title,top5_index_terms,top5_text,top5_exact_sanskrit_match,top5_query_token_overlap,top5_query_vs_pred_sans_overlap,true_candidate_row_id,true_candidate_index_terms,true_candidate_text,true_candidate_token_overlap,true_candidate_query_vs_sans_overlap,true_code_in_top1,true_code_in_top5
TFIDF,TFIDF,AAB-7,"(a) arasajñatā (a) arasajñatā (a) arasajñatā (a) arasajñatā - It is characterised by loss of taste which may be associated with loss of smell, anorexia, increased secretion of saliva. This may be explained by: (a) Impairment of digestive and metabolic factors affecting kapha residing on the tongue.",(a) arasajñatā,SM1P,Ageusia disorder (TM2),0.7848444116675628,SR4L,Increased secretion of breast milk pattern (TM2),0.9999999941629119,False,True,2.0,0.21515558249534905,0.21515558249534905,Correct But Lower Ranked,True,False,SM1P,SR65,SR4M,SS10,False,Equivalent,Increased secretion of breast milk pattern (TM2); (a) stanyavṛddhiḥ,Increased secretion of breast milk pattern (TM2) Increased secretion of breast milk pattern (TM2) Increased secretion of breast milk pattern (TM2) Increased secretion of breast milk pattern (TM2); (a) stanyavṛddhiḥ Increased secretion of breast milk pattern (TM2); (a) stanyavṛddhiḥ Increased secretion of breast milk pattern (TM2); (a) stanyavṛddhiḥ Increased secretion of breast milk pattern (TM2); (a) stanyavṛddhiḥ,4,1,0.7848444116675628,Equivalent,Ageusia disorder (TM2),Ageusia disorder (TM2); (a) arasajñatā (b) Cuvaiyiṉmai nōy (c) Buṭlān al-Dhawq,Ageusia disorder (TM2) Ageusia disorder (TM2) Ageusia disorder (TM2) Ageusia disorder (TM2); (a) arasajñatā (b) Cuvaiyiṉmai nōy (c) Buṭlān al-Dhawq Ageusia disorder (TM2); (a) arasajñatā (b) Cuvaiyiṉmai nōy (c) Buṭlān al-Dhawq Ageusia disorder (TM2); (a) arasajñatā (b) Cuvaiyiṉmai nōy (c) Buṭlān al-Dhawq Ageusia disorder (TM2); (a) arasajñatā (b) Cuvaiyiṉmai nōy (c) Buṭlān al-Dhawq,True,2,2,0.6652144138914291,Narrower,Loss of continuity pattern (TM2),Loss of continuity pattern (TM2); (c) Tafarruq al-Ittiṣāl,Loss of continuity pattern (TM2) Loss of continuity pattern (TM2) Loss of continuity pattern (TM2) Loss of continuity pattern (TM2); (c) Tafarruq al-Ittiṣāl Loss of continuity pattern (TM2); (c) Tafarruq al-Ittiṣāl Loss of continuity pattern (TM2); (c) Tafarruq al-Ittiṣāl Loss of continuity pattern (TM2); (c) Tafarruq al-Ittiṣāl,False,2,0,0.5818219820606376,Narrower,Decreased secretion of breast milk pattern (TM2),Decreased secretion of breast milk pattern (TM2); (a) stanyakṣayaḥ,Decreased secretion of breast milk pattern (TM2) Decreased secretion of breast milk pattern (TM2) Decreased secretion of breast milk pattern (TM2) Decreased secretion of breast milk pattern (TM2); (a) stanyakṣayaḥ Decreased secretion of breast milk pattern (TM2); (a) stanyakṣayaḥ Decreased secretion of breast milk pattern (TM2); (a) stanyakṣayaḥ Decreased secretion of breast milk pattern (TM2); (a) stanyakṣayaḥ,False,3,1,0.48010661200825244,Related,Derangement of digestive power pattern (TM2),Derangement of digestive power pattern (TM2); (a) agnivaiṣamyam,Derangement of digestive power pattern (TM2) Derangement of digestive power pattern (TM2) Derangement of digestive power pattern (TM2) Derangement of digestive power pattern (TM2); (a) agnivaiṣamyam Derangement of digestive power pattern (TM2); (a) agnivaiṣamyam Derangement of digestive power pattern (TM2); (a) agnivaiṣamyam Derangement of digestive power pattern (TM2); (a) agnivaiṣamyam,False,3,1,149,Ageusia disorder (TM2); (a) arasajñatā (b) Cuvaiyiṉmai nōy (c) Buṭlān al-Dhawq,Ageusia disorder (TM2) Ageusia disorder (TM2) Ageusia disorder (TM2) Ageusia disorder (TM2); (a) arasajñatā (b) Cuvaiyiṉmai nōy (c) Buṭlān al-Dhawq Ageusia disorder (TM2); (a) arasajñatā (b) Cuvaiyiṉmai nōy (c) Buṭlān al-Dhawq Ageusia disorder (TM2); (a) arasajñatā (b) Cuvaiyiṉmai nōy (c) Buṭlān al-Dhawq Ageusia disorder (TM2); (a) arasajñatā (b) Cuvaiyiṉmai nōy (c) Buṭlān al-Dhawq,2,2,False,True
