namc_code,namc_term_diacritical,query
EB-3.4,rasaśēṣajanya-ajīrṇam,"rasaśēṣajanya ajīrṇam rasaśēṣajanya ajīrṇam rasaseshajanya ajirnam रसशेषजन्य अजीर्णम् the disorder is characterized by udgāraśuddhau api bhaktakāṅkṣā na jāyatē śuddhēऽpi udgārē aśraddhā annavidvēṣaḥ [clear eructations but still aversion of the food], hr̥dgurutā [heaviness in cardiac region], prasēkam [excessive salivation], śuddhēऽpi udgārē hr̥dvyathā [cardiac pain despite of clear eructations], hr̥dayāśuddhiḥ [precordial discomfort with nausea], gauravam [heaviness]"
EB-3.5,dinapāki-ajīrṇam,dinapāki ajīrṇam dinapāki ajīrṇam dinapaki ajirnam दिनपाकि अजीर्णम्
EB-3.6,prativāsara-ajīrṇam,prativāsara ajīrṇam prativāsara ajīrṇam prativasara ajirnam प्रतिवासर अजीर्णम्
SM76(EB-3.7),(a) visūcikā,"(a) visūcikā (a) visūcikā visucika विसूचिका it is characterised by profuse vomiting and diarrhoea, thirst,cold extremities. this may be explained by: (a) impairment of digestive & metabolic factors resulting in expulsion of products resulting from incomplete digestion, transformation or metabolism from upper and lower orifice."
EB-3.7.1,vātika-visūcikā,"vātika visūcikā vātika visūcikā vatika visucika वातिक विसूचिका the disorder is characterized by śūlam [colicky pain in the abdomen], bhramaḥ [giddiness or dizziness], ānāhaḥ [barborygmus with distention], kampaḥ [tremors], stambhaḥ [rigidity stiffness], aṅgamardaḥ [generalised bodyache], mukhaśōṣaḥ [dryness of mouth], pralāpaḥ [excess talking irrelevant speech incoherent speech], mūrcchā [syncope attacks of swooning], jr̥mbhā [yawning], udvēṣṭanam [contraction in body], akṣipravēśaḥ [sunken eyes], śirōऽtiruk [severe headache], hr̥d ātiruk [severe pain in cardiac region], śirākuñcanam [contraction movement of head], śirāstambhanam [rigidity of head]"
EB-3.7.2,paittika-visūcikā,"paittika visūcikā paittika visūcikā paittika visucika पैत्तिक विसूचिका the disorder is characterized by jvaraḥ [fever], atisāraḥ [diarrhoea], antardāhaḥ [burning sensation inside the body], tr̥ṭ tr̥ṣṇā [thirst], vaivarṇyam [discolouration], madaḥ [intoxication], bhramaḥ [giddiness or dizziness], pralāpaḥ [excess talking irrelevant speech incoherent speech], pralayaḥ [syncope]"
EB-3.7.3,kaphaja-visūcikā,"kaphaja visūcikā kaphaja visūcikā kapaja visucika कफज विसूचिका the disorder is characterized by chardiḥ [vomitting], aṅgagurutā gātragauravam [feeling of heaviness in the body], vāksaṅgaḥ [impediment of speech dysphasia], ṣṭhīvanam [spitting excess expectoration], arōcakaḥ [tastelessness], prasēkaḥ [excessive salivation], aṅgasādaḥ [exhaustion or tirednes to body inability to perform physical activities], avipākaḥ [indigestion], śītajvaraḥ [fever with chills], ālasyaḥ [lethargy]"
EB-3.7.4,asādhya-visūcikā,"asādhya visūcikā asādhya visūcikā asadhya visucika असाध्य विसूचिका the disorder is characterized by śyāva dantaḥ [dark brown coloured teeth], śyāva ōṣṭhaḥ [dark brown lips], śyāva nakhaḥ [dark brown nails], alpasaṁjñaḥ [semiconcious], chardiḥ vamiḥ [vomiting], abhyantarāyātanētraḥ [sunken eyes], kṣāmasvaraḥ [weak and feeble voice], sarvavimuktasandhiḥ [dislocation of all joints]"
EB-3.7.5,visūcikā-upadravaḥ,"visūcikā upadravaḥ visūcikā upadravaḥ visucika upadravah विसूचिका उपद्रवः the disorder is characterized by nidrānāśaḥ [insomnia], aratiḥ [distress dicontent restlessness], kampaḥ [tremors], mūtrāghātaḥ [retention of urine], visaṁjñatā [loss of conciousness]"
EB-3.8(SM34),(a) vilambikā,(a) vilambikā (a) vilambikā vilambika विलम्बिका
SM3C(EB-3.9),(a) alasaka,"(a) alasaka (a) alasaka alasaka अलसक it is characterised by marked distension of abdomen, the undigested food remains in the stomach without getting evacuated from the body either by vomiting or by defecation. this may be explained by: (a) loss of functionality of vata in stomach region."
EB-3.9.1,alasaka-pūrvarūpam,alasaka pūrvarūpam alasaka pūrvarūpam alasaka purvarupam अलसक पूर्वरूपम्
EB-3.9.2,daṇḍālasakaḥ,daṇḍālasakaḥ daṇḍālasakaḥ dandalasakah दण्डालसकः the disorder is characterized by śarīraṁ daṇḍavatstambhayanti [body becomes rigid as stick]
EB-3.9.3,vātika-alasakaḥ,"vātika alasakaḥ vātika alasakaḥ vatika alasakah वातिक अलसकः the disorder is characterized by śūlam [colicky pain in the abdomen], bhramaḥ [giddiness or dizziness], ānāhaḥ [barborygmus with distention], aṅgamardaḥ [generalised bodyache], mukhaśōṣaḥ [dryness of mouth], pralāpaḥ [excess talking irrelevant speech incoherent speech], kampaḥ [tremors], mūrcchā [syncope attacks of swooning], bhramaḥ [giddiness or dizziness], jr̥mbhā [yawning], udvēṣṭanam [twisting pain], akṣipravēśaḥ [sunken eyes], śirō atiruk [severe headache], hr̥dayātiruk [severe pain in cardiac region], sirākuñcanam [contraction movement of sira], sirāstambhanam [rigidity of sira], stambhaḥ [stiffness of the body parts]"
EB-3.9.4,paittika-alasakaḥ,"paittika alasakaḥ paittika alasakaḥ paittika alasakah पैत्तिक अलसकः the disorder is characterized by jvaraḥ [fever], antardāhaḥ [burning sensation inside the body], vaivarṇyam [discolouration], tr̥ṭ tr̥ṣṇā [thirst], madaḥ [intoxication], bhramaḥ [giddiness or dizziness], pralāpaḥ [excess talking irrelevant speech incoherent speech], pralayaḥ [syncope]"
EB-3.9.5,kaphaja-alasakaḥ,"kaphaja alasakaḥ kaphaja alasakaḥ kapaja alasakah कफज अलसकः the disorder is characterized by arōcakaḥ [tastelessness], prasēkaḥ [excessive salivation], aṅgasādaḥ [exhaustion or tirednes to body inability to perform physical activities], avipākaḥ [indigestion], śītajvaraḥ [fever with chills], aṅgagurutā gātragauravam [feeling of heaviness in the body], vāksaṅgaḥ [impediment of speech dysphasia], ṣṭhīvanam [spitting excess expectoration], ālasyaḥ [lethargy]"
EB-3.10,madyaja-ajīrṇam,madyaja ajīrṇam madyaja ajīrṇam madyaja ajirnam मद्यज अजीर्णम्
EB-3.11,ajīrṇa-upadravaḥ,ajīrṇa upadravaḥ ajīrṇa upadravaḥ ajirna upadravah अजीर्ण उपद्रवः
SM39(EB-4),(a) amlapittam,"(a) amlapittam (a) amlapittam amlapittam अम्लपित्तम् it is characterised by indigestion, burning sensation in chest, throat and epigastrium, sour eructation nausea. this may be explained by: (a) alteration in quality of pittadosha."
EB-4.1(SM39),(a) ūrdhvagata-amlapittam  (a) ūrdhvaga-amlapittam,(a) ūrdhvagata amlapittam (a) ūrdhvaga amlapittam (a) ūrdhvagata amlapittam (a) ūrdhvaga amlapittam urdhvagata amlapittam ऊर्ध्वगत अम्लपित्तम्
EB-4.2(SM39),(a) adhōga-amlapittam        (a) adhogata-amlapittam,(a) adhōga amlapittam (a) adhogata amlapittam (a) adhōga amlapittam (a) adhogata amlapittam adhogata amlapittam अधोगत अम्लपित्तम्
EB-4.3,vātika-amlapittam,"vātika amlapittam vātika amlapittam vatika amlapittam वातिक अम्लपित्तम् the disorder is characterized by kampaḥ [tremors], pralāpaḥ [excess talking irrelevant speech incoherent speech], mūrcchā [syncope attacks of swooning], cimicimāyanam [tingling sensation], gātrāvasādaḥ [exhaustion or tirednes to body], śūlaḥ [colicky pain in the abdomen], tamō darśanam [feeling of darkness all round], vibhramaḥ [dizziness confusion], vimōhaḥ [confusion infatuation], harṣaḥ [horripilation]"
EB-4.4,kaphaja-amlapittam/ślēṣmapittam,"kaphaja amlapittam ślēṣmapittam kaphaja amlapittam ślēṣmapittam kapaja amlapittam sleshmapittam कफज अम्लपित्तम् श्लेष्मपित्तम् the disorder is characterized by kaphaniṣṭhīvanam [mucoid expectoration], gauravam [heaviness], jaḍatā [dullness frigidity inactiveness], aruciḥ [tastelessness], śītaḥ [feeling of cold chills], sādaḥ [exhaustion or tirednes of body], vamiḥ [vomiting], lēpaḥ [stickiness], dahanasādaḥ [weak digestion], balasādaḥ [loss of strength], kaṇḍūḥ [itching], nidrā [sleep]"
EB-4.5,vātakapha-amlapittam,vātakapha amlapittam vātakapha amlapittam vatakapa amlapittam वातकफ अम्लपित्तम् the disorder is characterized by ubhayacihnam [signs of both vāta and kaphaja amlapitta]
EB-4.6,kaphapaittika-amlapittam,"kaphapaittika amlapittam kaphapaittika amlapittam kapapaittika amlapittam कफपैत्तिक अम्लपित्तम् the disorder is characterized by tiktōdgāraḥ [bitter belchings eructations], āmlōdgāraḥ [sour belching eructation], kaṭukōdgāraḥ [pungent belching eructations], hr̥t dāhaḥ [burning sensation in heart region], kukṣidāhaḥ [burning sensation in stomach abdomen], kaṇṭhadāhaḥ [burning sensation in throat], bhramaḥ [giddiness or dizziness], mūrchā [syncope attacks of swooning], aruciḥ [tastelessness], chardiḥ [vomittings], ālasyam [lethargy], śirōrujā [headache], prasēkaḥ [excessive salivation], mukhamādhuryam [sweet taste in mouth]"
AAC-12.2,āmaja-ānāhaḥ,"āmaja ānāhaḥ āmaja ānāhaḥ amaja anahah आमज आनाहः the disorder is characterized by tr̥ṣṇā [thirst], pratiśyāyaḥ [cold, catarrh], śirōvidāhaḥ [burning sensation in the head], āmāśaya śūlaḥ [colicky pain in epigastric region], āmāśaya gurutvam [fullness heavyness in epigastric region], hr̥llāsaḥ [nausea], udgāravighātanaḥ [absense of eructation], hr̥tstambhaḥ [tightness in the pericordial region]"
AAC-12.3,purīṣaja-ānāhaḥ/purīṣa śūla/pakvāśayajānāhaḥ,"purīṣaja ānāhaḥ purīṣa śūla pakvāśayajānāhaḥ purīṣaja ānāhaḥ purīṣa śūla pakvāśayajānāhaḥ purishaja anahah purisha sula pakvasayajanahah पुरीषज आनाहः पुरीष शूल पक्वाशयजानाहः the disorder is characterized by kaṭī stambhaḥ [stiffness of waist lowback], pr̥ṣṭha stambhaḥ [stiffness of back], purīṣa stambhaḥ [retention of stool feces], mūtra stambhaḥ [retension of urine], śūlaḥ [colicky pain in the abdomen], mūrcchā [syncope attacks of swooning], śakr̥dvamanam [faecal vomoting], śvāsaḥ [breathlessness difficult breathing], alasakalakṣaṇāni [other symptoms of alasaka]"
SM71(EB-5),(a) arocakaḥ,(a) arocakaḥ (a) arocakaḥ arocakah अरोचकः it is characterised by loss of appetite. this may be explained by: (a) vitiated dosha affecting the digestive and metabolic factors.
EB-5.1,vātaja-arōcakaḥ,"vātaja arōcakaḥ vātaja arōcakaḥ vataja arocakah वातज अरोचकः the disorder is characterized by parihr̥ṣṭadantaḥ [dental hyperasthesia], kaṣāyavaktratā kaṣāyamukhatā [astringent taste in oral cavity], htśūlaḥ [precordial pain cardiac pain], hrtpīḍā [cardiac pain], virasānanatvam [tastelessness of mouth]"
EB-5.2,pittaja-arōcakaḥ,"pittaja arōcakaḥ pittaja arōcakaḥ pittaja arocakah पित्तज अरोचकः the disorder is characterized by kaṭu vaktratā [pungent taste in the mouth], amla vaktratā [sour taste in the mouth], uṣṇa vaktratā [feeling of warmth in the mouth], virasa vaktratā [tastelessness of mouth], pūtivaktratā [foul odour in oral cavity], lavaṇa vaktratā [salty taste of the mouth], hrūdāhaḥ [burning sensation in cardiac region], cōṣabahulaḥ [sucking type of pain], mukhatiktatā [bitter taste in the mouth], mūrcā [syncope attacks of swooning], tr̥ḍ [thirst]"
EB-5.3,kaphaja-arōcakaḥ,"kaphaja arōcakaḥ kaphaja arōcakaḥ kapaja arocakah कफज अरोचकः the disorder is characterized by mādhuryam (vaktrasya) madhurāsyatā [sweet taste in mouth], paicchilyam (vaktrasya) [sliminess of the oral cavity], gurutvam (vaktrasya) [heaviness in mouth], śaityam (vaktrasya) [coldness in mouth], vibaddhasaṁbaddhayutam (vaktram) [a sense of stiffness and tightness in mouth], kaṇḍūḥ [itching], kaphasaṁsravaḥ kaphaprasēkaḥ [secretion of mucus], sādaḥ [exhaustion or tirednes of body], tandrā [drowsiness lassitude], lavaṇavaktratā [saltish taste in mouth]"
EB-5.4,sānnipātaja-arōcakaḥ,"sānnipātaja arōcakaḥ sānnipātaja arōcakaḥ sannipataja arocakah सान्निपातज अरोचकः the disorder is characterized by bahūni rūpāṇi [clinical features of all types of arōcaka], virasāsyatā [tastelessness altered taste], naikarasa yuktam (āsyam) [not just one type of taste], bahuruk [different types of pain]"
EB-5.5,āgantuja-arōcakaḥ,"āgantuja arōcakaḥ āgantuja arōcakaḥ agantuja arocakah आगन्तुज अरोचकः the disorder is characterized by vaiguṇyam [uneasiness of mind], mōhaḥ [confusion delirium], jaḍatā [dullness frigidity inactiveness]"
EB-5.6,śōkaja-arōcakaḥ,śōkaja arōcakaḥ śōkaja arōcakaḥ sokaja arocakah शोकज अरोचकः
EB-5.7,bhayaja-arōcakaḥ,bhayaja arōcakaḥ bhayaja arōcakaḥ bayaja arocakah भयज अरोचकः
EB-5.8,krōdhaja-arōcakaḥ,krōdhaja arōcakaḥ krōdhaja arōcakaḥ krodhaja arocakah क्रोधज अरोचकः
EB-5.9,aśucigandhaja-arōcakaḥ/ahr̥dyagandhaja-arōcakaḥ,aśucigandhaja arōcakaḥ ahr̥dyagandhaja arōcakaḥ aśucigandhaja arōcakaḥ ahr̥dyagandhaja arōcakaḥ asucigandhaja arocakah ahrudyagandhaja arocakah अशुचिगन्धज अरोचकः अहृद्यगन्धज अरोचकः
EB-5.10,rāgajanya-arōcakaḥ,rāgajanya arōcakaḥ rāgajanya arōcakaḥ ragajanya arocakah रागजन्य अरोचकः
EB-5.11,cintājanya-arōcakaḥ,cintājanya arōcakaḥ cintājanya arōcakaḥ cintajanya arocakah चिन्ताजन्य अरोचकः
EB-5.12,aśūcidarśanajaya-arōcakaḥ,aśūcidarśanajaya arōcakaḥ aśūcidarśanajaya arōcakaḥ asucidarsanajaya arocakah अशूचिदर्शनजय अरोचकः
EB-5.13,atilōbhajanya-arōcakaḥ,atilōbhajanya arōcakaḥ atilōbhajanya arōcakaḥ atilobajanya arocakah अतिलोभजन्य अरोचकः
EB-5.14,dvēṣaja-arōcakaḥ,dvēṣaja arōcakaḥ dvēṣaja arōcakaḥ dveshaja arocakah द्वेषज अरोचकः
EB-5.15,cittaviparyayaja-arōcakaḥ/manassantāpaja-arōcakaḥ,cittaviparyayaja arōcakaḥ manassantāpaja arōcakaḥ cittaviparyayaja arōcakaḥ manassantāpaja arōcakaḥ cittaviparyayaja arocakah manassantapaja arocakah चित्तविपर्ययज अरोचकः मनस्सन्तापज अरोचकः
EB-5.16,abhighātaja-arōcakaḥ,abhighātaja arōcakaḥ abhighātaja arōcakaḥ abighataja arocakah अभिघातज अरोचकः
SM3L(EB-6),(a) chardiḥ,"(a) chardiḥ (a) chardiḥ cardih छर्दिः it is characterised by excessive vomiting. this may be explained by: (a) weak digestive and metabolic factors, leading to primary product of digested food being vitiated by pitta, kapha and vata."
EB-6.1,,cardi purvarupam छर्दि पूर्वरूपम्
SM3J(EB-6.2),(a) vātaja-chardiḥ,"(a) vātaja chardiḥ (a) vātaja chardiḥ vataja cardih वातज छर्दिः it is characterised by feeling of vomiting, eructation with loud sounds without expulsion of any gastric contents. it may be explained by: (a) vitiation of vata affecting stomach."
