Code,title,Fully Specified Name,Description,Inclusions,Exclusions,Index Terms
SK2Z,"Paralysis disorders (TM2), unspecified",,,,,"Paralysis disorders (TM2), unspecified"
SK20,Facial palsy disorder (TM2),,,,,Facial palsy disorder (TM2); (a) arditaḥ (b) Uraka vātam (c) Laqwa; Deviation of one side of face due to spasm of muscles disorder (TM2); (c) Laqwa Tashannujī; Deviation of one side of face due to flaccidity of muscles disorder (TM2); (c) Laqwa Istirkhā’ī
SK21,Paraplegia disorder (TM2),,,,,Paraplegia disorder (TM2); (a) paṅguḥ (c) Fālij Asfal; (a) pāṅgulyam (c) Fālij Aṭrāfī; lameness (bilateral) / lower limb paralysis (TM2)
SK22,Hemiplegia disorder (TM2),,,,,Hemiplegia disorder (TM2); (a) pakṣavadhaḥ; (a) pakṣāghāta (b) Pakṣavātam (c) Fālij; Incomplete hemiplegia disorder (TM2); (b) Pakka vātam; Hemiplegia in children disorder (TM2); (a) bāla-pakṣāghātaḥ; Monoplegia disorder (TM2); (a) ekāṅgavātaḥ; Total body paralysis disorder (TM2); (a) sarvāṅgarogaḥ; (a) sarvāṅgavātaḥ; Quadriplegia (TM2); Tongue paralysis disorder (TM2); (a) jihvāstambhaḥ
SK3Y,Other specified paroxysmal disorders (TM2),,,,,Other specified paroxysmal disorders (TM2)
SK3Z,"Paroxysmal disorders (TM2), unspecified",,,,,"Paroxysmal disorders (TM2), unspecified"
SK30,Seizure disorder (TM2),,,,,Seizure disorder (TM2); (a) ākṣepakaḥ (b) Vaḷippu (c) Tashannuj; Whole body stiffness with immobility disorder (TM2); (a) daṇḍakaḥ; Post-traumatic convulsion disorder (TM2); (a) vraṇāyāmaḥ; Irremediable opisthotonos disorder (TM2); (a) asādhyadhanuṣkaṃpa; Opisthotonos disorder (TM2); (a) bahirāyāmaḥ (a) bāhyāyāmaḥ (a) dhanuḥstambhaḥ; Orthotonus disorder (TM2); (a) apatānakaḥ; Orthotonus with rod like stiffness disorder (TM2); (a) daṇḍāpatānakaḥ; Emprosthotonus disorder (TM2); (a) antarāyāmaḥ; Convulsive fit disorder (TM2); (a) apatantrakaḥ
SK31,Epilepsy disorder (TM2),,,,,Epilepsy disorder (TM2); (a) apasmāraḥ (c) Ṣar‘.; Epilepsy due to Aiyam disorder (TM2); (b) Kākkai Vaḷippu; Epilepsy due to derangement of Sawdā’ disorder (TM2); (c) Ṣar‘ Dimāghī Sawdāwī; Grandmal epilepsy disorder (TM2); (b) Vacaṉā vātam
SK50,Scalp affliction disorder (TM2),,,,,Scalp affliction disorder (TM2); (a) kapāla-rogaḥ (b) Kapāla tērai; Scalp tumour disorder (TM2); (a) kapālarbudaḥ; Neurotrophic ulcer disorder (TM2); (b) Cilaippuṇ; Numbness over scalp disorder (TM2); (b) Maṇṭai timir; Brain disease disorder (TM2); (b) Mūḷai nōy; Infection of palate disorder (TM2); (a) tālukaṇṭakaḥ; Delirium caused by diseases of head disorder (TM2); (b) Maṇṭai caṉṉi
SK51,Cervicobrachial pain disorder (TM2),,,,,Cervicobrachial pain disorder (TM2); (a) viśvācī (b) Cirakkampa vātam (c) Waja‘ al-‘Unuq ‘Aṣabī; (c) Wābila; Cervicobrachial neuralgia (TM2); Peripheral neuritis disorder (TM2); (a) Vātakarṣaṇam; Three humours affected leading to seizure disorder (TM2); (b) Cuka caṉṉi; Tetanus disorder (TM2); (b) Aṣṭa tantira vātam; Aggrevation of Aẕal causing neuralgia disorder (TM2); (b) Timir pittam; Peripheral neuralgia disorder (TM2); (b) Eripittam; Peripheral neuritis due to derangement of Vaḷi disorder (TM2); (b) Vāta upakatam
SK52,Tremor disorder (TM2),,,,,Tremor disorder (TM2); (a) kampaḥ (b) Pāṇikkampa vātam (c) Ra‘sha; Parkinsonism (TM2); Aggrevation of Aẕal causing tremors disorder (TM2); (b) Naṭukku pittam; Head tremor disorder (TM2); (a) śiraḥkampaḥ; Tremor due to cold impaired temperament disorder (TM2); (c) Ra‘sha Bārid; Stiffness disorder (TM2); (a) stambhaḥ; Rigidity (TM2); Spasticity (TM2); Tremor neck disorder (TM2); (a) grīvāhuṇḍanam
SK53,Stammering disorder (TM2),,,,,Stammering disorder (TM2); (a) vāk-saṅgaḥ (b) Patita vātam (c) Loknat-e zabAn (c) Luknat
SK54,Numbness disorder (TM2),,,,,Numbness disorder (TM2); (a) prasuptiḥ (b) Vātakarṣaṇam (c) Khadar
SK55,Weakness of thighs due to vata disorder (TM2),,,,,Weakness of thighs due to vata disorder (TM2); (a) ūrustambhaḥ (b) Ūrustampavātam; Intractable stiff-thigh disorder (TM2); (a) asādhya-ūrustambhaḥ
SL2Y,"Other specified eye, ear, nose, throat and neck disorders (TM2)",,,,,"Other specified eye, ear, nose, throat and neck disorders (TM2); Cellulitis of cheek disorder (TM2); (a) gaṇḍālajī; Vertex disorder (TM2); (b) Ucci vaḷi; Lingular disorder due to increasing Aẕal (TM2); (a) Nākku nōykaḷ; Aggravated Aiyam leading to stridor disorder (TM2); (b) Cuvāca Cilēṭṭumam"
SL2Z,"Eye, ear, nose, throat and neck disorders (TM2), unspecified",,,,,"Eye, ear, nose, throat and neck disorders (TM2), unspecified"
SK7Y,Other specified eye disorders (TM2),,,,,"Other specified eye disorders (TM2); Blindness due to excess intake of food substances that produce burning sensation disorder (TM2); (a) uṣṇavidagdhadṛṣṭiḥ (a) vidagdhoṣṇaḥ; (a) vidagdhoṣṇaḥ; Corneal eye disease with blindness and increased lacrimation disorder (TM2); (b) Vaḷi kācam; Vascular keratitis disorder (TM2); (c) Sabal; Pannus (TM2); Corneal vascularisation disorder (TM2); (a) sirāśukraḥ; Entropion disorder (TM2); (a) vartmasaṅkocaḥ; (c) Shatra Dākhiliyya; Lagophthalmos disorder (TM2); (a) vātahata-vartma; (c) Shatra (c) Inqilāb al-Jafn; Vitreous opacity disorder (TM2); (b) Cuẕal vaṇṭerital; (b) Vāta pittam; Eyelid discoloration disorder (TM2); (a) vartmakardamaḥ; Eyelid constriction disorder (TM2); (a) kuñcanaḥ; Gravel eyelid disorder (TM2); (a) sikatā-vartma; (a) vartmaśarkarā; Hordeolum internum disorder (TM2); (a) utsaṅginī; Linear eyelid marks disorder (TM2); (a) utkliṣṭavartma; Palpebral Spring catarrh disorder (TM2); (a) kliṣṭavartma; Marginal chalazion disorder (TM2); (a) upanāhaḥ; Dacryo cystitis disorder (TM2); (b) Mayir puẕuveṭṭu; Eyelid pain due to pitta disorder (TM2); (a) pittottkliṣṭaḥ; Multiple meibomitis disorder (TM2); (a) bahalavartma; Phlyctens disorder (TM2); (a) alajī; Bloodshot eye disorder (TM2); (a) akṣipākaḥ; Chemosis disorder (TM2); (a) amlādhyuṣitaḥ (a) amloṣita; Papilloma disorder (TM2); (a) adhimāṃsajārma; Ocular pain disorder (TM2); (a) vātaparyāyaḥ; Referred ocular pain disorder (TM2); (a) anyatovātaḥ; Complete blindness disorder (TM2); (a) liṅganāśaḥ; Haziness of vision disorder (TM2); (a) dhūmadarśī (a) dhūmaraḥ; Maculopathy disorder (TM2); (a) nakulāndhyam; Pthisis bulbi endophthalmity disorder (TM2); (a) gambhīrā-dṛṣṭiḥ; Central Opacity of lens disorder (TM2); (a) hrasvajāḍyam; Retinitis pigmentosa (TM2); Sour-food induced eye disorder (TM2); (a) vidagdhāmladṛṣṭiḥ; Sensitivity of eyes, blurred vision and long sightedness disorder (TM2); (b) Veḷḷeẕuttu; Lymphangioma disorder (TM2); (a) piṣṭakaḥ"
SK7Z,"Eye disorders (TM2), unspecified",,,,,"Eye disorders (TM2), unspecified"
SK60,Ocular hyperemia disorder (TM2),,,,,"Ocular hyperemia disorder (TM2); (a) Sirāharṣaḥ; (a) sirāpraharṣaḥ (b) Untu nerical (c) Takaddur Ṭabaqa al-Multaḥima; Episcleritis disorder (TM2); ""(a) sirotpātaḥ (b) Viraṇa nerical """
SK61,Prolapse iris disorder (TM2),,,,,Prolapse iris disorder (TM2); (a) ajakā (c) Ra’s al-Dhubābī; (a) ajakājājta (c) Dhubābī; (b) Pūccāntiram
SK62,Blepharitis disorder (TM2),,,,,Blepharitis disorder (TM2); (a) vartmāvabandhakaḥ (b) Imai Taṭippu (c) Sulāq; (c) Bāmnī; Chronic blepharitis disorder (TM2); (a) kṛmigranthiḥ; Pedicularis palpebrae (TM2)
SK63,Day blindness disorder (TM2),,,,,Day blindness disorder (TM2); (a) divāndhyam (c) Rozkorī; (a) pittavidagdhadṛṣṭi (b) Tūyakaṇ Kurutu (c) Jahar
SK64,Night blindness disorder (TM2),,,,,Night blindness disorder (TM2); (a) kaphavidagdhadṛṣṭi (c) Shabkorī; (a) rātryāndhyam (b) Mālaikkaṇ (c) ‘Ashā’; Night-blindness due to dosha disorder (TM2); (a) doṣavidagdhadṛṣṭiḥ
SK65,Cataract disorder (TM2),,,,,Cataract disorder (TM2); (a) kācaḥ (b) Vaḷi kācam (c) Nuzūl al-Mā’; Partial or total blindness disorder (TM2); (a) timiraḥ; Amaurosis (TM2); Ametropia (TM2); Partial obstruction of vision (TM2); Cataract due to kapha disorder (TM2); (a) ślaiṣmika-kācaḥ; Cararact due to three dosha disorder (TM2); (a) sānnipātika-kācaḥ
SK66,Conjunctivitis disorder (TM2),,,,,"Conjunctivitis disorder (TM2); ""(a) abhiṣyandaḥ (b) Aṉṉa kōpam (c) Ramad""; (c) Āshob-i-Chashm; Allergic conjunctivitis disorder (TM2); (b) Kaṇ tiṉavu; Conjunctivitis with eye lid inflammation disorder (TM2); (a) praklinnavartma (a) kaphotkliṣṭa-vartma; Mucopurulent conjunctivitis disorder (TM2); (a) apariklinnavartma; Ulcerative conjunctivitis disorder (TM2); (a) bisavartma; Conjunctivitis due to derangement of Balgham disorder (TM2); (c) Ramad Balghamī; Conjunctivitis derangement of Dam disorder (TM2); (c) Ramad Damawī; Conjunctivitis due to derangement of Ṣafrā’ disorder (TM2); (c) Ramad Ṣafrāwī; Conjunctivitis due to derangement of Sawdā’ disorder (TM2); (c) Ramad Sawdāwī; Phlyctenular conjunctivitis disorder (TM2); (a) parvaṇikā; Limbal nodules (TM2); Corneal eye disease with fleshy growth disorder (TM2); (b) Aannip Puu; Conjunctival tumor disorder (TM2); (a) snāyvarma"
SK67,Corneal disorder (TM2),,,,,"Corneal disorder (TM2); (a) kṛṣṇagatarogaḥ (b) Karuviẕi nōyka (c) Amrāḍ-i-Ṭabaqa'-i-Qarniyya; Corneal ulcers disorder (TM2); (a) savraṇaśukraḥ (b) Cōtikā viraṇam (c) Qurūḥ al-Qarniyya; Keratitis disorder (TM2); ""(a) pākātyayaḥ (b) Ceri Veri"""
SK68,Tear sac swelling disorder (TM2),,,,,Tear sac swelling disorder (TM2); (a) pūyālasaḥ (b) Kuvaḷaippaṭuvaṉ (c) Gharab Munfajir; Chronic dacrocystitis disorder (TM2); (c) Gharab
SK69,Eyelid cyst disorder (TM2),,,,,Eyelid cyst disorder (TM2); (a) kumbhīkā (b) Viraṇap Paru (c) Sal‘a al-Ajfān
SK6A,Dry eye disorder (TM2),,,,,Dry eye disorder (TM2); (a) śuṣkākṣipākaḥ (c) Yubs al-Qarniyya; (b) Aẕaṟṟi; Xeropthalmia disorder (TM2); (a) śuṣkākṣipākaḥ
SK6B,Ectropion disorder (TM2),,,,,Ectropion disorder (TM2); (b) Imaiyuyarcci (c) Shatra Khārijiyya
SK6C,Pterygium disorder (TM2),,,,,"Pterygium disorder (TM2); (a) prastāri-arma (b) Nākap paṭalam (c) Ẓafara; (c) Nākhūna; Progressive pterygium disorder (TM2); (a) lohitārma, (a) kṣatārma; Pinguecula disorder (TM2); (a) śuklārma"
SK6D,Lacrimation disorder (TM2),,,,,Lacrimation disorder (TM2); (a) srāvaḥ (b) Nīr vari (c) Dam‘a
SK6E,Trichiasis disorder (TM2),,,,,Trichiasis disorder (TM2); (a) Pakṣmoparodhaḥ; (a) pakṣmakopaḥ (b) Muṭa mayir (c) Sha‘r Munqalib
SK6F,Eyelid tumour disorder (TM2),,,,,Eyelid tumour disorder (TM2); (a) vartmārbudaḥ (b) Tacai kaẕalai (c) Uqda al-‘Ayn; (c) Uqda’-i-Jafn
SK6G,Hard swelling of eyelid disorder (TM2),,,,,Hard swelling of eyelid disorder (TM2); (a) śuṣkārśaḥ (c) Taḥajjur al-Ajfān; (b) Māṅkica ‎paṟpa rōkam
SK6H,Eyelid wart disorder (TM2),,,,,Eyelid wart disorder (TM2); (a) vartmagata-raktārśaḥ (c) Tha’ālīl al-Ajfān
SK6J,Excessive blinking disorder (TM2),,,,,Excessive blinking disorder (TM2); (a) nimeṣaḥ (c) Ṭarf al-Ajfān; (b) Avikāya viraṇam
SK6K,Eyelid haematoma disorder (TM2),,,,,Eyelid haematoma disorder (TM2); (a) śyāvavartma (b) Irattakkaẕalai
SK6L,Ptosis disorder (TM2),,,,,Ptosis disorder (TM2); (a) kṛcchronmīlaḥ (b) Viẕi vali (c) Istirkhā’ al-Jafn
SK6M,Sticky eyelids disorder (TM2),,,,,Sticky eyelids disorder (TM2); (a) śliṣṭa-vartma (c) Iltiṣāq al-Jafn; (b) Kuvaḷai nerital
SK6N,Chalazion disorder (TM2),,,,,Chalazion disorder (TM2); (a) lagaṇaḥ (c) Barada; (b) Rattam Paṟpa Rōkam
SK6P,Stye disorder (TM2),,,,,Stye disorder (TM2); (a) añjananāmikā (b) Nīr paṟpa rōkam (c) Sha‘īra
SK6Q,Ptilosis disorder (TM2),,,,,Ptilosis disorder (TM2); (a) pakṣmaśātaḥ (b) Puẕukkaṭi (c) Intithār al-Ahdāb
SK6R,Non-inflammatory swelling of eye disorder (TM2),,,,,Non-inflammatory swelling of eye disorder (TM2); (a) aśophapākaḥ (c) Intifākh Rīḥī; (b) Uruviẕi puṭaittal
SK6S,Periorbital polyp disorder (TM2),,,,,Periorbital polyp disorder (TM2); (a) netraja-arśaḥ (b)Aẕuntiṭum ‎pirittal
SK6T,Phlyctenular nodule disorder (TM2),,,,,Phlyctenular nodule disorder (TM2); (a) sirājapiḍakā (c) Ramad Buthūrī; (a) sirāpiḍakā (c) Wadaqa; (b) Parumuḷai
SK6U,Trachoma disorder (TM2),,,,,Trachoma disorder (TM2); (a) pothakī (b) Iẕiccakkaṇ (c) Jarab al-‘Ayn; Granulation of eyelids with eruptions similar to fig disorder (TM2); (c) Jarab Tīnī (c) Suqūsalīs; Granulation of eyelids with eruptions similar to prickly heat disorder (TM2); (c) Jarab Ḥaṣafī; Diffused granulation of eyelids disorder (TM2); (c) Jarab Munbasiṭ; Papillary trachoma disorder (TM2); (a) arśovartma
SK6V,Corneal opacity disorder (TM2),,,,,Corneal opacity disorder (TM2); (a) avraṇaśukraḥ (b) Viraṇa Cukkiraṉ (c) Bayāḍ al-‘Ayn
SK6W,Panopthalmitis disorder (TM2),,,,,Panopthalmitis disorder (TM2); (a) saśophapākaḥ (b) Mataṉamantāram (c) Wardīnaj
SK6X,Phthisis bulbi disorder (TM2),,,,,Phthisis bulbi disorder (TM2); (a) hatādhimanthaḥ (c) Sill al-‘Ayn
SK8Y,Other specified ear disorders (TM2),,,,,"Other specified ear disorders (TM2); Meneire disease disorder (TM2); (b) Vātakarṉakam; Ear tumour disorder (TM2); (a) karṇārbudaḥ; Aural atresia disorder (TM2); (b) kūcī-karṇakaḥ; Otocatarrh disorder (TM2); (a) Nazla Udhuniyya; Ear disease due to kapha disorder (TM2); (a) kaphajakarṇarogaḥ; Ear disease due to pitta disorder (TM2); (a) pittajakarṇarogaḥ; Disorder of ear due to vitiated blood (TM2); (a) raktajakarṇarogaḥ, (a) raktajakarṇaśūla; Ear disorder due to three dosha (TM2); (a) sānnipātajakarṇarogaḥ, (a) sannipātika-karṇaśūlaḥ; Ear disorder due to vāta (TM2); (a) vātajakarṇarogaḥ, (a) vātajakarṇaśūla; Thin earlobule disorder (TM2); (a) tantrikaḥ; Piercing-induced earlobule inflammation disorder (TM2); (a) paripoṭakaḥ; Earlobule inflammation disorder (TM2); (a) utpātaḥ; Polyps of ear disorder (TM2); (a) karṇārśaḥ; Tympanic perforation disorder (TM2); (a) karṇa-pratināhaḥ; Ear myiasis disorder (TM2); (a) kṛmikarṇakaḥ; Maggots in the ear cavity disorder (TM2); (c) Dīdān al-Udhun; Aggravation of Aẕal and worm infestation disorder (TM2); (b) Kirumi pittam; Pain in ears due to infestations disorder (TM2); (b) Kirumikarṉa cūlai; Aural infestation disorder (TM2); (b) kīṭa-praviṣṭa-karṇaḥ"
SK8Z,"Ear disorders (TM2), unspecified",,,,,"Ear disorders (TM2), unspecified"
SK80,Ear abscess disorder (TM2),,,,,Ear abscess disorder (TM2); (a) karṇa-vidradhiḥ (b) Curōṇita cevivaḷi (c) Qurūḥ al-Udhun
SK81,Deafness disorder (TM2),,,,,"Deafness disorder (TM2); (a) bādhiryam (c) Waqr; (b) Karṇika caṉṉi; Impaired hearing disorder (TM2); (a) Bādhirya (c) Ṭarash, (c) theql-e sAme'eh; Congenital deafness disorder (TM2); (c) Ṣamam, (c) Lādī"
SK82,Otorrhoea disorder (TM2),,,,,Otorrhoea disorder (TM2); (a) karṇa-srāvaḥ (b) Cīẕ cevi eẕucci (c) Sayalān al-Udhun
SK83,Pruritus of ear disorder (TM2),,,,,Pruritus of ear disorder (TM2); (a) karṇa-kaṇḍū (b) Tēmalkātu karappāṉ (c) Ḥikka al-Udhun
SK84,Dysacousia disorder (TM2),,,,,Dysacousia disorder (TM2); (a) uccaiḥśrutiḥ (c) Harb al-Udhun
SK85,Impacted cerumen disorder (TM2),,,,,Impacted cerumen disorder (TM2); (a) karṇa-gūthakaḥ (c) Wasakh al-Udhun
SK86,Tinnitus disorder (TM2),,,,,Tinnitus disorder (TM2); (a) aśabdaśravaṇam; (a) karṇa-nādaḥ (c) Ṭanīn-o-Dawī; (b) Cevipaṭuvātam; Flute-like tinnitus disorder (TM2); (a) karṇa-kṣveḍaḥ
SK87,Otalgia disorder (TM2),,,,,Otalgia disorder (TM2); (a) karṇaśūlaḥ (b) Karṉāvarttam nōkkāṭu (c) Waja‘ al-Udhun; earache; Ear pain due to infection disorder (TM2); (b) Kirumikata nōkkāṭu; (b) Nuṇpuẕu cevi cūlai; Pain in the ears due to aggrevation of Aiyam disorder (TM2); (b) Aiya cevicūlai; (b) Cilēṭṭuma karṇa cūlai; Pain in the ears due to aggrevation of Aẕal disorder (TM2); (b) Aẕal cevi cūlai; (b) Pittakarṇa cūlai; Pain in the ears due to aggrevation of Vaḷi disorder (TM2); (b) Vaḷi cevi cūlai; (b) Vātakarṉa cūlai
SK88,Otitis disorder (TM2),,,,,Otitis disorder (TM2); (a) karṇa-śophaḥ (b) Ceviviṟai Vaḷi (c) Iltihāb al-Udhun; (a) karṇaśothaḥ; Suppurative ottitis disorder (TM2); (a) pūtikarṇaḥ; Pustular otitis media disorder (TM2); (b) Karṉa cūlai vātam; Secretory otitis media disorder (TM2); (b) Nīr cevi cūlai; Otitis externa disorder (TM2); (a) karṇapākaḥ
SK89,Pustules of pinna disorder (TM2),,,,,Pustules of pinna disorder (TM2); (a) Parilehi (b) Kuruti cevi paru (c) Buthūr al-Aṣdāgh
SK9Y,Other specified nose disorders (TM2),,,,,Other specified nose disorders (TM2); Nasal vestibulitis disorder (TM2); (a) dīptaḥ; Nasal tumor disorder (TM2); (a) nāsārbudaḥ; Oedematous rhinitis disorder (TM2); (a) nāsāśvayathuḥ; Parosmia disorder (TM2); (c) Fasād al-Shamm; Anosphrasia (TM2)
SK9Z,"Nose disorders (TM2), unspecified",,,,,"Nose disorders (TM2), unspecified"
SK90,Epistaxis disorder (TM2),,,,,Epistaxis disorder (TM2); (a) nāsāgata-raktapittam (c) Ru‘āf; (b) Kuruti mūkkaṭaippu
SK91,Anosmia disorder (TM2),,,,,Anosmia disorder (TM2); (a) ghrāṇanāśaḥ (b) Vācaṉai nilaiyaṟital (c) Khasham
SK92,Dry nose disorder (TM2),,,,,Dry nose disorder (TM2); (a) puṭakaḥ (c) Jafāf al-Anf; (b) Mūkku karappāṉ
SK93,Atrophic rhinitis disorder (TM2),,,,,Atrophic rhinitis disorder (TM2); (a) nāsāśoṣaḥ (c) Iltihāb al-Anf Ḍumūrī
SK94,Nasal polyp disorder (TM2),,,,,Nasal polyp disorder (TM2); (a) nāsārśaḥ (b) Mūkku Kaẕalai (c) Bawāsīr al-Anf; (c) Urbiyān al-Anf
SK95,Rhinitis disorder (TM2),,,,,"Rhinitis disorder (TM2); (a) pratiśyāyaḥ (b) Nīr mūkkaṭaippu (c) Iltihāb al-Anf; (a) pīnasaḥ; Acute rhinitis disorder (TM2); (c) Iltihāb al-Anf Ḥādd; Chronic rhinitis disorder (TM2); (a) apīnasaḥ; (c) Iltihāb al-Anf Muzmin; Sanguino purulent rhinitis disorder (TM2); (a) pūyaraktam, (a) pūyaśoṇitam; Suppurative rhinitis disorder (TM2); (a) ghrāṇapākaḥ, (a) nāsāpākaḥ; Hypertrophic rhinitis disorder (TM2); (c) Iltihāb al-Anf Takaththurī"
SK96,Coryza and catarrh disorder (TM2),,,,,Coryza and catarrh disorder (TM2); (a) ghrāṇasrāvaḥ; (a) nāsāsrāvaḥ (b) Mūkku nīrppāyccal (c) Nazla; Coryza disorder (TM2); (c) Zukām; Thick saltish nasal discharge disorder (TM2); (a) bhraṃśathuḥ
SK97,Nasal obstruction disorder (TM2),,,,,Nasal obstruction disorder (TM2); (a) nāsānāhaḥ (b) Kaẕuttu mūkkaṭaippu (c) Sudda-i-Khayshūm; (a) pratīnāhaḥ (c) soddeh-ye khayshoum
SK98,Ozaena disorder (TM2),,,,,Ozaena disorder (TM2); (a) pūtināsā (b) Cirāy mūkkaṭaippu (c) Bakhr al-Anf; (c) Natn al-Anf
