Sr No.,NAMC_ID,NAMC_CODE,NAMC_TERM,Tamil_term,Short_definition,Long_definition,Reference,query,normalized_term,system,code,term,display_name,NUMC_ID,NUMC_CODE,Arabic_term,NUMC_TERM
1785,1785,Z28,Aṟputa Vātam,அற்புத வாதம்,Facial palsy (trigeminal neuralgia),"It is characterized by sudden onset with symptoms like angry, crying, biting, etc., unable to talk properly, unable to swallow, sometimes deviation of the angle of mouth, excessive salivation, tingling sensation present in the affected side. It is explain","anonymous.(1969).yugimuni vaithiya chinthamani - 800. chennai:B.Rathina naiyakar and sons,Thirumagal vilasa achuu nilayam.Page No:60","aṟputa vātam aṟputa vātam aṟputa vātam aṟputa vātam அற்புத வாதம் அற்புத வாதம் அற்புத வாதம் அற்புத வாதம் facial palsy (trigeminal neuralgia) facial palsy (trigeminal neuralgia) facial palsy (trigeminal neuralgia) it is characterized by sudden onset with symptoms like angry, crying, biting, etc., unable to talk properly, unable to swallow, sometimes deviation of the angle of mouth, excessive salivation, tingling sensation present in the affected side. it is explain anonymous.(1969).yugimuni vaithiya chinthamani - 800. chennai:b.rathina naiyakar and sons,thirumagal vilasa achuu nilayam.page no:60",aṟputa vātam,siddha,Z28,Aṟputa Vātam,Aṟputa Vātam,,,,
1786,1786,Z29,Uraka Vātam,உரக வாதம்,Bells palsy,"It is characterized by the symptoms like loss of wrinkling, unable to frown, tremble present in the head, sometimes body become cool, fatigue, weakness, dullness. It is explained by increased aiyam along with vali. Among the seven Uṭaṟtātukkaḷ Cāram, Ce","anonymous.(1969).yugimuni vaithiya chinthamani - 800. chennai:B.Rathina naiyakar and sons,Thirumagal vilasa achuu nilayam.Page No:60","uraka vātam uraka vātam uraka vātam uraka vātam உரக வாதம் உரக வாதம் உரக வாதம் உரக வாதம் bells palsy bells palsy bells palsy it is characterized by the symptoms like loss of wrinkling, unable to frown, tremble present in the head, sometimes body become cool, fatigue, weakness, dullness. it is explained by increased aiyam along with vali. among the seven uṭaṟtātukkaḷ cāram, ce anonymous.(1969).yugimuni vaithiya chinthamani - 800. chennai:b.rathina naiyakar and sons,thirumagal vilasa achuu nilayam.page no:60",uraka vātam,siddha,Z29,Uraka Vātam,Uraka Vātam,,,,
1787,1787,Z30,Urakāri Vātam,உரகாரி வாதம்,Liver abscess,"It is characterized by loss of appetite, if the person is hungry unable to consume food, dis orientation, swelling present in the liver, loss of hair, sometimes internal bleeding, chest pain, death may occur. It is explained by increased vali later than a","anonymous.(1969).yugimuni vaithiya chinthamani - 800. chennai:B.Rathina naiyakar and sons,Thirumagal vilasa achuu nilayam.Page No:60","urakāri vātam urakāri vātam urakāri vātam urakāri vātam உரகாரி வாதம் உரகாரி வாதம் உரகாரி வாதம் உரகாரி வாதம் liver abscess liver abscess liver abscess it is characterized by loss of appetite, if the person is hungry unable to consume food, dis orientation, swelling present in the liver, loss of hair, sometimes internal bleeding, chest pain, death may occur. it is explained by increased vali later than a anonymous.(1969).yugimuni vaithiya chinthamani - 800. chennai:b.rathina naiyakar and sons,thirumagal vilasa achuu nilayam.page no:60",urakāri vātam,siddha,Z30,Urakāri Vātam,Urakāri Vātam,,,,
1788,1788,Z31,Asvatampa Vātam,அஸ்வதம்ப வாதம்,TB spine,"It is characterized by pallorness of the body, feeling pain throughout the body, cough, fever, cold, excessive body weight, pricking pain present in the body. It is explained by increased vali along with aiyam. Among the seven Uṭaṟtātukkaḷ Cāram, Cennīr","anonymous.(1969).yugimuni vaithiya chinthamani - 800. chennai:B.Rathina naiyakar and sons,Thirumagal vilasa achuu nilayam.Page No:60","asvatampa vātam asvatampa vātam asvatampa vātam asvatampa vātam அஸ்வதம்ப வாதம் அஸ்வதம்ப வாதம் அஸ்வதம்ப வாதம் அஸ்வதம்ப வாதம் tb spine tb spine tb spine it is characterized by pallorness of the body, feeling pain throughout the body, cough, fever, cold, excessive body weight, pricking pain present in the body. it is explained by increased vali along with aiyam. among the seven uṭaṟtātukkaḷ cāram, cennīr anonymous.(1969).yugimuni vaithiya chinthamani - 800. chennai:b.rathina naiyakar and sons,thirumagal vilasa achuu nilayam.page no:60",asvatampa vātam,siddha,Z31,Asvatampa Vātam,Asvatampa Vātam,,,,
1789,1789,Z32,Pācattampa Vātam,பாசத்தம்ப வாதம்,Aggrevation of vatham and aggrevation of pittham causing palpitation and increase of pittha in muscu,"It is characterized by laziness, pricking pain all over the body, dryness present in the mouth, loss of appetite, sometimes faint. It is explained by increased vali. Among the seven Uṭaṟtātukkaḷ Cāram, Cennīr and Ūṉ gets affected.","anonymous.(1969).yugimuni vaithiya chinthamani - 800. chennai:B.Rathina naiyakar and sons,Thirumagal vilasa achuu nilayam.Page No:61","pācattampa vātam pācattampa vātam pācattampa vātam pācattampa vātam பாசத்தம்ப வாதம் பாசத்தம்ப வாதம் பாசத்தம்ப வாதம் பாசத்தம்ப வாதம் aggrevation of vatham and aggrevation of pittham causing palpitation and increase of pittha in muscu aggrevation of vatham and aggrevation of pittham causing palpitation and increase of pittha in muscu aggrevation of vatham and aggrevation of pittham causing palpitation and increase of pittha in muscu it is characterized by laziness, pricking pain all over the body, dryness present in the mouth, loss of appetite, sometimes faint. it is explained by increased vali. among the seven uṭaṟtātukkaḷ cāram, cennīr and ūṉ gets affected. anonymous.(1969).yugimuni vaithiya chinthamani - 800. chennai:b.rathina naiyakar and sons,thirumagal vilasa achuu nilayam.page no:61",pācattampa vātam,siddha,Z32,Pācattampa Vātam,Pācattampa Vātam,,,,
1790,1790,Z33,Nēttira Pavuttiravātam,நேத்திர பவுத்திரவாதம்,Carotic carvernosus,"It is characterized by breathlessness, pain present in the fore-head, brow and ears, sometimes all over the body, unable to stand, restricted movements, dizziness, unwanted noise heard in the ear. It is explained by increased vali. Among the seven Uṭaṟtāt","anonymous.(1969).yugimuni vaithiya chinthamani - 800. chennai:B.Rathina naiyakar and sons,Thirumagal vilasa achuu nilayam.Page No:61","nēttira pavuttiravātam nēttira pavuttiravātam nēttira pavuttiravātam nēttira pavuttiravātam நேத்திர பவுத்திரவாதம் நேத்திர பவுத்திரவாதம் நேத்திர பவுத்திரவாதம் நேத்திர பவுத்திரவாதம் carotic carvernosus carotic carvernosus carotic carvernosus it is characterized by breathlessness, pain present in the fore-head, brow and ears, sometimes all over the body, unable to stand, restricted movements, dizziness, unwanted noise heard in the ear. it is explained by increased vali. among the seven uṭaṟtāt anonymous.(1969).yugimuni vaithiya chinthamani - 800. chennai:b.rathina naiyakar and sons,thirumagal vilasa achuu nilayam.page no:61",nēttira pavuttiravātam,siddha,Z33,Nēttira Pavuttiravātam,Nēttira Pavuttiravātam,,,,
1791,1791,Z34,Taṇṭaka Vātam,தண்டக வாதம்,Lumbar spondyloris,"It is characterized by pain present in the back of the spine, the pain is due to doing wrong yoga posture, unable to bent properly, pain may aggravate during movements. It is explained by increased vali. Among the seven Uṭaṟtātukkaḷ Cāram, Cennīr, Ūṉ, K","anonymous.(1969).yugimuni vaithiya chinthamani - 800. chennai:B.Rathina naiyakar and sons,Thirumagal vilasa achuu nilayam.Page No:61","taṇṭaka vātam taṇṭaka vātam taṇṭaka vātam taṇṭaka vātam தண்டக வாதம் தண்டக வாதம் தண்டக வாதம் தண்டக வாதம் lumbar spondyloris lumbar spondyloris lumbar spondyloris it is characterized by pain present in the back of the spine, the pain is due to doing wrong yoga posture, unable to bent properly, pain may aggravate during movements. it is explained by increased vali. among the seven uṭaṟtātukkaḷ cāram, cennīr, ūṉ, k anonymous.(1969).yugimuni vaithiya chinthamani - 800. chennai:b.rathina naiyakar and sons,thirumagal vilasa achuu nilayam.page no:61",taṇṭaka vātam,siddha,Z34,Taṇṭaka Vātam,Taṇṭaka Vātam,,,,
1792,1792,Z35,Aṣṭa Tantira Vātam,அஷ்ட தந்திர வாதம்,Tetanus,"It is characterized by uncomfortable feeling throughout the body, restricted movements, unable to open eyes, tendency of biting, excessive salivation, body looks like corpse. It is explained by increased vali. Among the seven Uṭaṟtātukkaḷ Cāram, Cennīr,","anonymous.(1969).yugimuni vaithiya chinthamani - 800. chennai:B.Rathina naiyakar and sons,Thirumagal vilasa achuu nilayam.Page No:62","aṣṭa tantira vātam aṣṭa tantira vātam aṣṭa tantira vātam aṣṭa tantira vātam அஷ்ட தந்திர வாதம் அஷ்ட தந்திர வாதம் அஷ்ட தந்திர வாதம் அஷ்ட தந்திர வாதம் tetanus tetanus tetanus it is characterized by uncomfortable feeling throughout the body, restricted movements, unable to open eyes, tendency of biting, excessive salivation, body looks like corpse. it is explained by increased vali. among the seven uṭaṟtātukkaḷ cāram, cennīr, anonymous.(1969).yugimuni vaithiya chinthamani - 800. chennai:b.rathina naiyakar and sons,thirumagal vilasa achuu nilayam.page no:62",aṣṭa tantira vātam,siddha,Z35,Aṣṭa Tantira Vātam,Aṣṭa Tantira Vātam,,,,
1793,1793,Z36,Vacaṉā Vātam,வசனா வாதம்,Grandmal epilepsy,"It is characterized by pain present all over the body, feeling of sadness, having the qualities like respecting elders, stands on the side of bad qualities, sunken eyes, patient falls due to unconscious, but physically fit. It is explained by increased va","anonymous.(1969).yugimuni vaithiya chinthamani - 800. chennai:B.Rathina naiyakar and sons,Thirumagal vilasa achuu nilayam.Page No:62","vacaṉā vātam vacaṉā vātam vacaṉā vātam vacaṉā vātam வசனா வாதம் வசனா வாதம் வசனா வாதம் வசனா வாதம் grandmal epilepsy grandmal epilepsy grandmal epilepsy it is characterized by pain present all over the body, feeling of sadness, having the qualities like respecting elders, stands on the side of bad qualities, sunken eyes, patient falls due to unconscious, but physically fit. it is explained by increased va anonymous.(1969).yugimuni vaithiya chinthamani - 800. chennai:b.rathina naiyakar and sons,thirumagal vilasa achuu nilayam.page no:62",vacaṉā vātam,siddha,Z36,Vacaṉā Vātam,Vacaṉā Vātam,,,,
1794,1794,Z37,Makā Vātam,மகா வாதம்,Pernicious Anaemia,"It is characterized by loss of appetite, pain present in the stomach region, decrease urination and stool passage, weakness, emaciation, yellow discoloration of the body. It is explained by increased vali. Among the seven Uṭaṟtātukkaḷ Cāram and Cennīr g","anonymous.(1969).yugimuni vaithiya chinthamani - 800. chennai:B.Rathina naiyakar and sons,Thirumagal vilasa achuu nilayam.Page No:62","makā vātam makā vātam makā vātam makā vātam மகா வாதம் மகா வாதம் மகா வாதம் மகா வாதம் pernicious anaemia pernicious anaemia pernicious anaemia it is characterized by loss of appetite, pain present in the stomach region, decrease urination and stool passage, weakness, emaciation, yellow discoloration of the body. it is explained by increased vali. among the seven uṭaṟtātukkaḷ cāram and cennīr g anonymous.(1969).yugimuni vaithiya chinthamani - 800. chennai:b.rathina naiyakar and sons,thirumagal vilasa achuu nilayam.page no:62",makā vātam,siddha,Z37,Makā Vātam,Makā Vātam,,,,
1795,1795,Z38,Mirut Vātam,மிருத் வாதம்,Crohns disease,"It is characterized by pain present all over the body sometimes it disappears, burning sensation present in the stomach, constipation, bleeding, weakness present in both extremities, mental sickness. It is explained by increased vali along with Aẕal. Amo","anonymous.(1969).yugimuni vaithiya chinthamani - 800. chennai:B.Rathina naiyakar and sons,Thirumagal vilasa achuu nilayam.Page No:62","mirut vātam mirut vātam mirut vātam mirut vātam மிருத் வாதம் மிருத் வாதம் மிருத் வாதம் மிருத் வாதம் crohns disease crohns disease crohns disease it is characterized by pain present all over the body sometimes it disappears, burning sensation present in the stomach, constipation, bleeding, weakness present in both extremities, mental sickness. it is explained by increased vali along with aẕal. amo anonymous.(1969).yugimuni vaithiya chinthamani - 800. chennai:b.rathina naiyakar and sons,thirumagal vilasa achuu nilayam.page no:62",mirut vātam,siddha,Z38,Mirut Vātam,Mirut Vātam,,,,
