Sr No.,NAMC_ID,NAMC_CODE,NAMC_term,NAMC_term_diacritical,NAMC_term_DEVANAGARI,Short_definition,Long_definition,Ontology_branches,Name English,Name English Under Index,Primary Index Related,query,normalized_term
2183,2245,O-9 (SN5Y),utkoThaH,(a) utkoṭhaḥ,उत्कोठः,-,-,-,Multiple pruritic rashes disorder (TM2) ⇒,-,Index,(a) utkoṭhaḥ (a) utkoṭhaḥ (a) utkoṭhaḥ (a) utkoṭhaḥ utkothah utkothah utkothah multiple pruritic rashes disorder (tm2) ⇒ multiple pruritic rashes disorder (tm2) ⇒ index index उत्कोठः,(a) utkoṭhaḥ
2184,2246,SN4L (O-10),koThaH,(a) koṭhaḥ,कोठः,-,It is characterised by reddish raised circular rashes with itching. This may be explained by: (a) Vitiation of pittadosha and kaphadosha.,Note: Also Classifed under #san@SoNitajanyarogaH#[ED-2] and #san@raktavahasrOtOvikAra# [ED],Wheal disorder (TM2),-,Primary,(a) koṭhaḥ (a) koṭhaḥ (a) koṭhaḥ (a) koṭhaḥ kothah kothah kothah wheal disorder (tm2) wheal disorder (tm2) primary primary it is characterised by reddish raised circular rashes with itching. this may be explained by: (a) vitiation of pittadosha and kaphadosha. कोठः note: also classifed under #san@sonitajanyarogah#[ed-2] and #san@raktavahasrotovikara# [ed],(a) koṭhaḥ
2185,2247,O-11 (SN5Y),irivellikA,(a) irivellikā,इरिवेल्लिका,-,-,-,Circular eruptions on neck and head disorder due to three dosha (TM2) ⇒,-,Index,(a) irivellikā (a) irivellikā (a) irivellikā (a) irivellikā irivellika irivellika irivellika circular eruptions on neck and head disorder due to three dosha (tm2) ⇒ circular eruptions on neck and head disorder due to three dosha (tm2) ⇒ index index इरिवेल्लिका,(a) irivellikā
2186,2248,SN4T (O-12),kakShAH,(a) kakṣāḥ,कक्षाः,-,-,-,Herpes disorder (TM2),-,Primary,(a) kakṣāḥ (a) kakṣāḥ (a) kakṣāḥ (a) kakṣāḥ kakshah kakshah kakshah herpes disorder (tm2) herpes disorder (tm2) primary primary कक्षाः,(a) kakṣāḥ
2187,2249,O-13 (SN9Y),kacCapikA,(a) kacchapikā,कच्छपिका,-,-,-,Testudinal lesion disorder (TM2) ⇒,-,Index,(a) kacchapikā (a) kacchapikā (a) kacchapikā (a) kacchapikā kaccapika kaccapika kaccapika testudinal lesion disorder (tm2) ⇒ testudinal lesion disorder (tm2) ⇒ index index कच्छपिका,(a) kacchapikā
2188,2250,O-14 (SN9Y),kadaraH,(a) kadaraḥ,कदरः,-,-,-,Corn disorder (TM2) ⇒,-,Index,(a) kadaraḥ (a) kadaraḥ (a) kadaraḥ (a) kadaraḥ kadarah kadarah kadarah corn disorder (tm2) ⇒ corn disorder (tm2) ⇒ index index कदरः,(a) kadaraḥ
2189,2251,O-15 (SN6Y),kunakhaH,(a) kunakhaḥ,कुनखः,-,-,-,Paronychia disorder (TM2) ⇒,-,Index,(a) kunakhaḥ (a) kunakhaḥ (a) kunakhaḥ (a) kunakhaḥ kunakhah kunakhah kunakhah paronychia disorder (tm2) ⇒ paronychia disorder (tm2) ⇒ index index कुनखः,(a) kunakhaḥ
2190,2253,O-16 (SN5Y),gandhanAmA/gandhamAlA,"(a) gandhanāmā, (a) gandhamālā",गन्धनामा/गन्धमाला,-,-,-,Solitary large black vesicle disorder (TM2) ⇒,-,Index,"(a) gandhanāmā, (a) gandhamālā (a) gandhanāmā, (a) gandhamālā (a) gandhanāmā, (a) gandhamālā (a) gandhanāmā, (a) gandhamālā gandhanama/gandhamala gandhanama/gandhamala gandhanama/gandhamala solitary large black vesicle disorder (tm2) ⇒ solitary large black vesicle disorder (tm2) ⇒ index index गन्धनामा/गन्धमाला","(a) gandhanāmā, (a) gandhamālā"
2191,2254,O-17 (SN5Y),gardaBikA,(a) gardabhikā,गर्दभिका,-,-,-,Blood blister disorder (TM2) ⇒,-,Index,(a) gardabhikā (a) gardabhikā (a) gardabhikā (a) gardabhikā gardabika gardabika gardabika blood blister disorder (tm2) ⇒ blood blister disorder (tm2) ⇒ index index गर्दभिका,(a) gardabhikā
2192,2255,SM55 (O-18),gudaBraMSaH,(a) gudabhraṃśaḥ,गुदभ्रंशः,-,It is characterised by rectum or a part of rectum descending through the anus and inflammation of the rectal muscles. This may be explained by: (a) Vitiated vata affecting the rectal region.,-,Rectal prolapse disorder (TM2),-,Primary,(a) gudabhraṃśaḥ (a) gudabhraṃśaḥ (a) gudabhraṃśaḥ (a) gudabhraṃśaḥ gudabramsah gudabramsah gudabramsah rectal prolapse disorder (tm2) rectal prolapse disorder (tm2) primary primary it is characterised by rectum or a part of rectum descending through the anus and inflammation of the rectal muscles. this may be explained by: (a) vitiated vata affecting the rectal region. गुदभ्रंशः,(a) gudabhraṃśaḥ
2193,2256,SN4S (O-19),carmakIlaH,(a) carmakīlaḥ,चर्मकीलः,-,"It is characterised by hard nail like eruptions of variable shapes and sizes appearing on the surface of skin. This may be explained by: (a) Weak digestive and metabolic factors, vitiation of primary product of digested food leading to vitiation of vata affecting the blood, muscle, fat and skin.",-,Verruca disorder (TM2),Warts (TM2),Primary,"(a) carmakīlaḥ (a) carmakīlaḥ (a) carmakīlaḥ (a) carmakīlaḥ carmakilah carmakilah carmakilah warts (tm2) warts (tm2) warts (tm2) verruca disorder (tm2) verruca disorder (tm2) primary primary it is characterised by hard nail like eruptions of variable shapes and sizes appearing on the surface of skin. this may be explained by: (a) weak digestive and metabolic factors, vitiation of primary product of digested food leading to vitiation of vata affecting the blood, muscle, fat and skin. चर्मकीलः",(a) carmakīlaḥ
2194,2257,O-19.1,vAtika-carmakIlaH,vātika-carmakīlaḥ,वातिक-चर्मकीलः,-,"the disorder is characterized by tōda yukta kīlaḥ [projection associated with pricking pain], pāruṣya yuktaḥ [roughness/dryness]",-,carmakīla due to vāta,-,-,"vātika-carmakīlaḥ vātika-carmakīlaḥ vātika-carmakīlaḥ vātika-carmakīlaḥ vatika-carmakilah vatika-carmakilah vatika-carmakilah carmakīla due to vāta carmakīla due to vāta the disorder is characterized by tōda yukta kīlaḥ [projection associated with pricking pain], pāruṣya yuktaḥ [roughness/dryness] वातिक-चर्मकीलः",vātika-carmakīlaḥ
2195,2258,O-19.2,paittika-carmakIlaH,paittika-carmakīlaḥ,पैत्तिक-चर्मकीलः,-,the disorder is characterized by asita raktatā (kīla) [black pile mass],-,carmakīla due to pitta,-,-,paittika-carmakīlaḥ paittika-carmakīlaḥ paittika-carmakīlaḥ paittika-carmakīlaḥ paittika-carmakilah paittika-carmakilah paittika-carmakilah carmakīla due to pitta carmakīla due to pitta the disorder is characterized by asita raktatā (kīla) [black pile mass] पैत्तिक-चर्मकीलः,paittika-carmakīlaḥ
2196,2259,O-19.3,kaPaja-carmakIlaH,kaphaja-carmakīlaḥ,कफज-चर्मकीलः,-,"the disorder is characterized by tvak savarṇa kīlaḥ [Skin coloured nail like projection], grathita kīlaḥ [knotted nail like projection over skin surface], snigdha kīlaḥ [unctuous nail like projection]",-,carmakīla due to kapha,-,-,"kaphaja-carmakīlaḥ kaphaja-carmakīlaḥ kaphaja-carmakīlaḥ kaphaja-carmakīlaḥ kapaja-carmakilah kapaja-carmakilah kapaja-carmakilah carmakīla due to kapha carmakīla due to kapha the disorder is characterized by tvak savarṇa kīlaḥ [skin coloured nail like projection], grathita kīlaḥ [knotted nail like projection over skin surface], snigdha kīlaḥ [unctuous nail like projection] कफज-चर्मकीलः",kaphaja-carmakīlaḥ
2197,2260,O-20 (SN6Y),cipyam/akShatA/upanakha,"(a) cipyam, (a) akṣatā, (a) upanakha",चिप्यम्/अक्षता/उपनख,-,-,-,Whitlow disorder (TM2) ⇒,-,Index,"(a) cipyam, (a) akṣatā, (a) upanakha (a) cipyam, (a) akṣatā, (a) upanakha (a) cipyam, (a) akṣatā, (a) upanakha (a) cipyam, (a) akṣatā, (a) upanakha cipyam/akshata/upanakha cipyam/akshata/upanakha cipyam/akshata/upanakha whitlow disorder (tm2) ⇒ whitlow disorder (tm2) ⇒ index index चिप्यम्/अक्षता/उपनख","(a) cipyam, (a) akṣatā, (a) upanakha"
2198,2261,SN4F (O-21),jatumaNiH,(a) jatumaṇiḥ,जतुमणिः,-,"It is characterised by congential blackish, reddish painless circular lesion. This may be explained by: (a) Vitiated kaphadosha and blood.",-,Birth mark - blackish red disorder (TM2),-,Primary,"(a) jatumaṇiḥ (a) jatumaṇiḥ (a) jatumaṇiḥ (a) jatumaṇiḥ jatumanih jatumanih jatumanih birth mark - blackish red disorder (tm2) birth mark - blackish red disorder (tm2) primary primary it is characterised by congential blackish, reddish painless circular lesion. this may be explained by: (a) vitiated kaphadosha and blood. जतुमणिः",(a) jatumaṇiḥ
2199,2262,O-22 (SM0Y),jAlagardaBaH,(a) jālagardabhaḥ,जालगर्दभः,-,-,-,Non-suppurating cellulitis disorder (TM2) ⇒,-,Index,(a) jālagardabhaḥ (a) jālagardabhaḥ (a) jālagardabhaḥ (a) jālagardabhaḥ jalagardabah jalagardabah jalagardabah non-suppurating cellulitis disorder (tm2) ⇒ non-suppurating cellulitis disorder (tm2) ⇒ index index जालगर्दभः,(a) jālagardabhaḥ
2200,2263,SN4E (O-23),tilakaH/tilakAlaka,(a) tilakaḥ                                 (a) tilakālaka,तिलकः/तिलकालक,-,"It is characterised by appearance of black spots on the body, painless. This may be explained by: (a) Vitiation of all the three dosha.",Note: Also Classifed under #san@SukravahasrotovikAraH#[EI],Lentigo disorder (TM2),-,Primary,"(a) tilakaḥ (a) tilakālaka (a) tilakaḥ (a) tilakālaka (a) tilakaḥ (a) tilakālaka (a) tilakaḥ (a) tilakālaka tilakah/tilakalaka tilakah/tilakalaka tilakah/tilakalaka lentigo disorder (tm2) lentigo disorder (tm2) primary primary it is characterised by appearance of black spots on the body, painless. this may be explained by: (a) vitiation of all the three dosha. तिलकः/तिलकालक note: also classifed under #san@sukravahasrotovikarah#[ei]",(a) tilakaḥ (a) tilakālaka
2201,2265,O-24 (SN5Y),nyacCaH,(a) nyacchaḥ,न्यच्छः,-,-,-,Birth mark - bluish disorder (TM2) ⇒,-,Index,(a) nyacchaḥ (a) nyacchaḥ (a) nyacchaḥ (a) nyacchaḥ nyaccah nyaccah nyaccah birth mark - bluish disorder (tm2) ⇒ birth mark - bluish disorder (tm2) ⇒ index index न्यच्छः,(a) nyacchaḥ
2202,2266,SN0A (O-25),niruddhaprakaSaH,(a) niruddhaprakaśaḥ,निरुद्धप्रकशः,-,"It is characterised by obstruction of urethral meatus with the non retractable foreskin. This may be explained by: (a) Associated with local pain, dysuria, dribbling of urine.",-,Phimosis disorder (TM2),-,primary,"(a) niruddhaprakaśaḥ (a) niruddhaprakaśaḥ (a) niruddhaprakaśaḥ (a) niruddhaprakaśaḥ niruddhaprakasah niruddhaprakasah niruddhaprakasah phimosis disorder (tm2) phimosis disorder (tm2) primary primary it is characterised by obstruction of urethral meatus with the non retractable foreskin. this may be explained by: (a) associated with local pain, dysuria, dribbling of urine. निरुद्धप्रकशः",(a) niruddhaprakaśaḥ
2203,2267,O-26 (SN41),nIlikA,(a) nīlikā,नीलिका,-,-,-,Black patch disorder (TM2) ⇒,-,Index,(a) nīlikā (a) nīlikā (a) nīlikā (a) nīlikā nilika nilika nilika black patch disorder (tm2) ⇒ black patch disorder (tm2) ⇒ index index नीलिका,(a) nīlikā
2204,2268,O-27,panasikA,panasikā,पनसिका,-,"the disorder is characterized by ugraruk [associated with severe pain], karṇasya upari dēśēpiḍikā [nodular swelling over ear pinna], karṇasya samantāt piḍikā [nodular swelling in the surrounding of external ear], karṇasya pr̥ṣṭha dēśē piḍikā [nodular swelling on the posterior surface of pinna], śālūkavat [nodule that resembles the root of lotus], kaṭhina piḍikā [hard nodular swelling], sthira piḍikā [fixed nodular swelling]",-,ear abscess,-,-,"panasikā panasikā panasikā panasikā panasika panasika panasika ear abscess ear abscess the disorder is characterized by ugraruk [associated with severe pain], karṇasya upari dēśēpiḍikā [nodular swelling over ear pinna], karṇasya samantāt piḍikā [nodular swelling in the surrounding of external ear], karṇasya pr̥ṣṭha dēśē piḍikā [nodular swelling on the posterior surface of pinna], śālūkavat [nodule that resembles the root of lotus], kaṭhina piḍikā [hard nodular swelling], sthira piḍikā [fixed nodular swelling] पनसिका",panasikā
2205,2269,SK54 (O-28),prasuptiH,(a) prasuptiḥ,प्रसुप्तिः,-,"It is characterised by the complete, partial loss of sensation of any organ of the body and feeling of smoothness and restricted movements. This may be explained by: (a) Vitiation of vata, kapha affecting whole body",-,Numbness disorder (TM2),-,Primary,"(a) prasuptiḥ (a) prasuptiḥ (a) prasuptiḥ (a) prasuptiḥ prasuptih prasuptih prasuptih numbness disorder (tm2) numbness disorder (tm2) primary primary it is characterised by the complete, partial loss of sensation of any organ of the body and feeling of smoothness and restricted movements. this may be explained by: (a) vitiation of vata, kapha affecting whole body प्रसुप्तिः",(a) prasuptiḥ
2206,2270,O-29 (SN5Y),padminIkaNTakaH,(a) padminīkaṇṭakaḥ,पद्मिनीकण्टकः,-,-,-,Papules-lotus thorn disorder (TM2) ⇒,-,Index,(a) padminīkaṇṭakaḥ (a) padminīkaṇṭakaḥ (a) padminīkaṇṭakaḥ (a) padminīkaṇṭakaḥ padminikantakah padminikantakah padminikantakah papules-lotus thorn disorder (tm2) ⇒ papules-lotus thorn disorder (tm2) ⇒ index index पद्मिनीकण्टकः,(a) padminīkaṇṭakaḥ
2207,2272,O-30 (SN0A),parivartikA,(a) parivartikā,परिवर्तिका,-,-,-,Paraphimosis disorder (TM2) ⇒,-,Index,(a) parivartikā (a) parivartikā (a) parivartikā (a) parivartikā parivartika parivartika parivartika paraphimosis disorder (tm2) ⇒ paraphimosis disorder (tm2) ⇒ index index परिवर्तिका,(a) parivartikā
2208,2273,O-30.1,vAtaja-parivartikA,vātaja-parivartikā,वातज-परिवर्तिका,-,"the disorder is characterized by sarujaḥ/savēdanaḥ [painful swelling that hangs underneath the prepuce], sadāhaśc kvacit vrajēt [may be associated with burning sensation], pākaṁ kvacit vrajēt [may be associated with suppuration]",-,paraphimosis due to vāta,-,-,"vātaja-parivartikā vātaja-parivartikā vātaja-parivartikā vātaja-parivartikā vataja-parivartika vataja-parivartika vataja-parivartika paraphimosis due to vāta paraphimosis due to vāta the disorder is characterized by sarujaḥ/savēdanaḥ [painful swelling that hangs underneath the prepuce], sadāhaśc kvacit vrajēt [may be associated with burning sensation], pākaṁ kvacit vrajēt [may be associated with suppuration] वातज-परिवर्तिका",vātaja-parivartikā
2209,2274,O-30.2,kaPaja-parivartikA,kaphaja-parivartikā,कफज-परिवर्तिका,-,"the disorder is characterized by sakaṇḍu [associated with itching], kaṭhinaḥ [hard in nature]",-,paraphimosis due to kapha,-,-,"kaphaja-parivartikā kaphaja-parivartikā kaphaja-parivartikā kaphaja-parivartikā kapaja-parivartika kapaja-parivartika kapaja-parivartika paraphimosis due to kapha paraphimosis due to kapha the disorder is characterized by sakaṇḍu [associated with itching], kaṭhinaḥ [hard in nature] कफज-परिवर्तिका",kaphaja-parivartikā
2210,2276,O-31,pAdadArI,pādadārī,पाददारी,-,"the disorder is characterized by pād tala dāraṇa [Fissuring and cracking of feet], sarujaḥ [associated with pain]",-,cracked plantar sole,-,-,"pādadārī pādadārī pādadārī pādadārī padadari padadari padadari cracked plantar sole cracked plantar sole the disorder is characterized by pād tala dāraṇa [fissuring and cracking of feet], sarujaḥ [associated with pain] पाददारी",pādadārī
2211,2277,SM1D (O-32),pAShANagardaBaH,(a) pāṣāṇagardabhaḥ,पाषाणगर्दभः,-,"It is characterised by pain, heaviness, burning sensation in the parotid region. This may be explained by: (a) Vitiation of pitta, vata, kapha affecting root of the ear.",-,Parotitis disorder (TM2),Mumps (TM2),Primary,"(a) pāṣāṇagardabhaḥ (a) pāṣāṇagardabhaḥ (a) pāṣāṇagardabhaḥ (a) pāṣāṇagardabhaḥ pashanagardabah pashanagardabah pashanagardabah mumps (tm2) mumps (tm2) mumps (tm2) parotitis disorder (tm2) parotitis disorder (tm2) primary primary it is characterised by pain, heaviness, burning sensation in the parotid region. this may be explained by: (a) vitiation of pitta, vata, kapha affecting root of the ear. पाषाणगर्दभः",(a) pāṣāṇagardabhaḥ
2212,2278,O-33,maShakaH,maṣakaḥ,मषकः,-,"the disorder is characterized by avēdanā maṇḍalaḥ gātrēṣu [painless round lesions in the body], māṣavat maṇḍalaḥ [lesion that appear like māṣa (black gram)], kr̥ṣṇa maṇḍalaḥ [blackish coloured lesion], utsanna maṇḍalaḥ [elevated from the skin surface]",-,blackgram-spots,-,-,"maṣakaḥ maṣakaḥ maṣakaḥ maṣakaḥ mashakah mashakah mashakah blackgram-spots blackgram-spots the disorder is characterized by avēdanā maṇḍalaḥ gātrēṣu [painless round lesions in the body], māṣavat maṇḍalaḥ [lesion that appear like māṣa (black gram)], kr̥ṣṇa maṇḍalaḥ [blackish coloured lesion], utsanna maṇḍalaḥ [elevated from the skin surface] मषकः",maṣakaḥ
