code,title,fsn,definition,inclusions,exclusions,icd_index_terms,chapter,index_terms
SM15,halitosis disorder tm2,,,,,halitosis disorder tm2 a pūtimukhatā b nāṉāṟṟam c bakhr al fam blood smell of mouth disorder tm2 a lohitagandhāsyatā,,halitosis disorder tm2 halitosis disorder tm2 halitosis disorder tm2 halitosis disorder tm2 a pūtimukhatā b nāṉāṟṟam c bakhr al fam blood smell of mouth disorder tm2 a lohitagandhāsyatā halitosis disorder tm2 a pūtimukhatā b nāṉāṟṟam c bakhr al fam blood smell of mouth disorder tm2 a lohitagandhāsyatā halitosis disorder tm2 a pūtimukhatā b nāṉāṟṟam c bakhr al fam blood smell of mouth disorder tm2 a lohitagandhāsyatā
SM16,sialorrhoea disorder tm2,,,,,sialorrhoea disorder tm2 a mukhasrāvaḥ b aiyam mikutiyuṭaṉ vāyu cērntāl uṇṭākum kuṟikuṇaṅkaḷ c kathra al lu‘āb a praseka c sayalan e ab dahan,,sialorrhoea disorder tm2 sialorrhoea disorder tm2 sialorrhoea disorder tm2 sialorrhoea disorder tm2 a mukhasrāvaḥ b aiyam mikutiyuṭaṉ vāyu cērntāl uṇṭākum kuṟikuṇaṅkaḷ c kathra al lu‘āb a praseka c sayalan e ab dahan sialorrhoea disorder tm2 a mukhasrāvaḥ b aiyam mikutiyuṭaṉ vāyu cērntāl uṇṭākum kuṟikuṇaṅkaḷ c kathra al lu‘āb a praseka c sayalan e ab dahan sialorrhoea disorder tm2 a mukhasrāvaḥ b aiyam mikutiyuṭaṉ vāyu cērntāl uṇṭākum kuṟikuṇaṅkaḷ c kathra al lu‘āb a praseka c sayalan e ab dahan
SM17,palatitis disorder tm2,,,,,palatitis disorder tm2 a adhruṣaḥ c waram al ḥanak b aṇṇākkuttūṟu tāpitam,,palatitis disorder tm2 palatitis disorder tm2 palatitis disorder tm2 palatitis disorder tm2 a adhruṣaḥ c waram al ḥanak b aṇṇākkuttūṟu tāpitam palatitis disorder tm2 a adhruṣaḥ c waram al ḥanak b aṇṇākkuttūṟu tāpitam palatitis disorder tm2 a adhruṣaḥ c waram al ḥanak b aṇṇākkuttūṟu tāpitam
SM18,uvulitis disorder tm2,,,,,uvulitis disorder tm2 a galaśuṇḍikā c waram i lahāt b uḷ nākku vaḷarcci uvulitis due to derangement of dam disorder tm2 c waram i lahāt damawī uvulitis due to derangement of sawdā disorder tm2 c waram i lahāt sawdāwī,,uvulitis disorder tm2 uvulitis disorder tm2 uvulitis disorder tm2 uvulitis disorder tm2 a galaśuṇḍikā c waram i lahāt b uḷ nākku vaḷarcci uvulitis due to derangement of dam disorder tm2 c waram i lahāt damawī uvulitis due to derangement of sawdā disorder tm2 c waram i lahāt sawdāwī uvulitis disorder tm2 a galaśuṇḍikā c waram i lahāt b uḷ nākku vaḷarcci uvulitis due to derangement of dam disorder tm2 c waram i lahāt damawī uvulitis due to derangement of sawdā disorder tm2 c waram i lahāt sawdāwī uvulitis disorder tm2 a galaśuṇḍikā c waram i lahāt b uḷ nākku vaḷarcci uvulitis due to derangement of dam disorder tm2 c waram i lahāt damawī uvulitis due to derangement of sawdā disorder tm2 c waram i lahāt sawdāwī
SM19,ludwig’s angina disorder tm2,,,,,ludwig’s angina disorder tm2 a galagrahaḥ c khunāq,,ludwig’s angina disorder tm2 ludwig’s angina disorder tm2 ludwig’s angina disorder tm2 ludwig’s angina disorder tm2 a galagrahaḥ c khunāq ludwig’s angina disorder tm2 a galagrahaḥ c khunāq ludwig’s angina disorder tm2 a galagrahaḥ c khunāq
SM1A,odontalgia disorder tm2,,,,,odontalgia disorder tm2 a dantabhedaḥ a dālanaḥ b pal kuttal c waja‘ al asnān tooth ache,,odontalgia disorder tm2 odontalgia disorder tm2 odontalgia disorder tm2 odontalgia disorder tm2 a dantabhedaḥ a dālanaḥ b pal kuttal c waja‘ al asnān tooth ache odontalgia disorder tm2 a dantabhedaḥ a dālanaḥ b pal kuttal c waja‘ al asnān tooth ache odontalgia disorder tm2 a dantabhedaḥ a dālanaḥ b pal kuttal c waja‘ al asnān tooth ache
SM1B,bleeding gum disorder tm2,,,,,bleeding gum disorder tm2 a paridaraḥ b pallaṭi kotippu c litha dāmiya,,bleeding gum disorder tm2 bleeding gum disorder tm2 bleeding gum disorder tm2 bleeding gum disorder tm2 a paridaraḥ b pallaṭi kotippu c litha dāmiya bleeding gum disorder tm2 a paridaraḥ b pallaṭi kotippu c litha dāmiya bleeding gum disorder tm2 a paridaraḥ b pallaṭi kotippu c litha dāmiya
SM1C,ranula disorder tm2,,,,,ranula disorder tm2 a upajihvikā c ḍifda‘ al lisān b nākkaraṇai,,ranula disorder tm2 ranula disorder tm2 ranula disorder tm2 ranula disorder tm2 a upajihvikā c ḍifda‘ al lisān b nākkaraṇai ranula disorder tm2 a upajihvikā c ḍifda‘ al lisān b nākkaraṇai ranula disorder tm2 a upajihvikā c ḍifda‘ al lisān b nākkaraṇai
SM1D,parotitis disorder tm2,,,,,parotitis disorder tm2 a pāṣāṇagardabhaḥ c waram aṣl al udhun c waram i ghudda i nakaf mumps tm2,,parotitis disorder tm2 parotitis disorder tm2 parotitis disorder tm2 parotitis disorder tm2 a pāṣāṇagardabhaḥ c waram aṣl al udhun c waram i ghudda i nakaf mumps tm2 parotitis disorder tm2 a pāṣāṇagardabhaḥ c waram aṣl al udhun c waram i ghudda i nakaf mumps tm2 parotitis disorder tm2 a pāṣāṇagardabhaḥ c waram aṣl al udhun c waram i ghudda i nakaf mumps tm2
SM1E,dental caries disorder tm2,,,,,dental caries disorder tm2 a kṛmidantakaḥ b pal puẕu c ta’akkul al asnān dental cavities disorder tm2 a kapālikā b pallaṭi tuḷai c tanaqqub al asnān pyorrhoea alveolaris disorder tm2 a dantanāḍī,,dental caries disorder tm2 dental caries disorder tm2 dental caries disorder tm2 dental caries disorder tm2 a kṛmidantakaḥ b pal puẕu c ta’akkul al asnān dental cavities disorder tm2 a kapālikā b pallaṭi tuḷai c tanaqqub al asnān pyorrhoea alveolaris disorder tm2 a dantanāḍī dental caries disorder tm2 a kṛmidantakaḥ b pal puẕu c ta’akkul al asnān dental cavities disorder tm2 a kapālikā b pallaṭi tuḷai c tanaqqub al asnān pyorrhoea alveolaris disorder tm2 a dantanāḍī dental caries disorder tm2 a kṛmidantakaḥ b pal puẕu c ta’akkul al asnān dental cavities disorder tm2 a kapālikā b pallaṭi tuḷai c tanaqqub al asnān pyorrhoea alveolaris disorder tm2 a dantanāḍī
SM1F,dental plaque disorder tm2,,,,,dental plaque disorder tm2 a dantaśarkarā b pallaṭi mañcaḷātal c dā’ al ḥafr c ḥafr al asnān wa’l qalḥ,,dental plaque disorder tm2 dental plaque disorder tm2 dental plaque disorder tm2 dental plaque disorder tm2 a dantaśarkarā b pallaṭi mañcaḷātal c dā’ al ḥafr c ḥafr al asnān wa’l qalḥ dental plaque disorder tm2 a dantaśarkarā b pallaṭi mañcaḷātal c dā’ al ḥafr c ḥafr al asnān wa’l qalḥ dental plaque disorder tm2 a dantaśarkarā b pallaṭi mañcaḷātal c dā’ al ḥafr c ḥafr al asnān wa’l qalḥ
SM1G,discolouration of teeth disorder tm2,,,,,discolouration of teeth disorder tm2 a śyāvadantakaḥ b pal karuttal c taghayyur lawn al asnān,,discolouration of teeth disorder tm2 discolouration of teeth disorder tm2 discolouration of teeth disorder tm2 discolouration of teeth disorder tm2 a śyāvadantakaḥ b pal karuttal c taghayyur lawn al asnān discolouration of teeth disorder tm2 a śyāvadantakaḥ b pal karuttal c taghayyur lawn al asnān discolouration of teeth disorder tm2 a śyāvadantakaḥ b pal karuttal c taghayyur lawn al asnān
SM1H,odontoseisis disorder tm2,,,,,odontoseisis disorder tm2 a dantacālaḥ b pallāṭṭam c taḥarruk al asnān,,odontoseisis disorder tm2 odontoseisis disorder tm2 odontoseisis disorder tm2 odontoseisis disorder tm2 a dantacālaḥ b pallāṭṭam c taḥarruk al asnān odontoseisis disorder tm2 a dantacālaḥ b pallāṭṭam c taḥarruk al asnān odontoseisis disorder tm2 a dantacālaḥ b pallāṭṭam c taḥarruk al asnān
SM1J,sensitive teeth disorder tm2,,,,,sensitive teeth disorder tm2 a dantaharṣaḥ b pal kūccam c dhahāb mā’ al asnān,,sensitive teeth disorder tm2 sensitive teeth disorder tm2 sensitive teeth disorder tm2 sensitive teeth disorder tm2 a dantaharṣaḥ b pal kūccam c dhahāb mā’ al asnān sensitive teeth disorder tm2 a dantaharṣaḥ b pal kūccam c dhahāb mā’ al asnān sensitive teeth disorder tm2 a dantaharṣaḥ b pal kūccam c dhahāb mā’ al asnān
SM1K,lip chapping and bleeding disorder tm2,,,,,lip chapping and bleeding disorder tm2 a pittaja ōṣṭhaprakōpaḥ b veṭippu utaṭu nōy c taqashshur al shafatayn b vaḷiyutaṭu nōy injured lips disorder tm2 a abhighātaja oṣṭhaprakopaḥ b utaṭṭil aṭipaṭṭa vīkkam a kṣataja ōṣṭhaprakōpaḥ,,lip chapping and bleeding disorder tm2 lip chapping and bleeding disorder tm2 lip chapping and bleeding disorder tm2 lip chapping and bleeding disorder tm2 a pittaja ōṣṭhaprakōpaḥ b veṭippu utaṭu nōy c taqashshur al shafatayn b vaḷiyutaṭu nōy injured lips disorder tm2 a abhighātaja oṣṭhaprakopaḥ b utaṭṭil aṭipaṭṭa vīkkam a kṣataja ōṣṭhaprakōpaḥ lip chapping and bleeding disorder tm2 a pittaja ōṣṭhaprakōpaḥ b veṭippu utaṭu nōy c taqashshur al shafatayn b vaḷiyutaṭu nōy injured lips disorder tm2 a abhighātaja oṣṭhaprakopaḥ b utaṭṭil aṭipaṭṭa vīkkam a kṣataja ōṣṭhaprakōpaḥ lip chapping and bleeding disorder tm2 a pittaja ōṣṭhaprakōpaḥ b veṭippu utaṭu nōy c taqashshur al shafatayn b vaḷiyutaṭu nōy injured lips disorder tm2 a abhighātaja oṣṭhaprakopaḥ b utaṭṭil aṭipaṭṭa vīkkam a kṣataja ōṣṭhaprakōpaḥ
SM1L,itchy swollen lip diorder tm2,,,,,itchy swollen lip diorder tm2 a kaphaja ōṣṭhaprakōpaḥ b miṉumiṉuppu utaṭu nōy,,itchy swollen lip diorder tm2 itchy swollen lip diorder tm2 itchy swollen lip diorder tm2 itchy swollen lip diorder tm2 a kaphaja ōṣṭhaprakōpaḥ b miṉumiṉuppu utaṭu nōy itchy swollen lip diorder tm2 a kaphaja ōṣṭhaprakōpaḥ b miṉumiṉuppu utaṭu nōy itchy swollen lip diorder tm2 a kaphaja ōṣṭhaprakōpaḥ b miṉumiṉuppu utaṭu nōy
SM1M,dry chapped lip disorder tm2,,,,,dry chapped lip disorder tm2 a vātaja oṣṭhaprakopaḥ b vaḷi utaṭunōy c tashaqquq al shafatayn c shaqūq al shafatayn c jefaf e lab c taqashor e lab,,dry chapped lip disorder tm2 dry chapped lip disorder tm2 dry chapped lip disorder tm2 dry chapped lip disorder tm2 a vātaja oṣṭhaprakopaḥ b vaḷi utaṭunōy c tashaqquq al shafatayn c shaqūq al shafatayn c jefaf e lab c taqashor e lab dry chapped lip disorder tm2 a vātaja oṣṭhaprakopaḥ b vaḷi utaṭunōy c tashaqquq al shafatayn c shaqūq al shafatayn c jefaf e lab c taqashor e lab dry chapped lip disorder tm2 a vātaja oṣṭhaprakopaḥ b vaḷi utaṭunōy c tashaqquq al shafatayn c shaqūq al shafatayn c jefaf e lab c taqashor e lab
SM1N,xerostomia disorder tm2,,,,,xerostomia disorder tm2 a mukhaśoṣaḥ b nīli akkaram c jafāf i lisān,,xerostomia disorder tm2 xerostomia disorder tm2 xerostomia disorder tm2 xerostomia disorder tm2 a mukhaśoṣaḥ b nīli akkaram c jafāf i lisān xerostomia disorder tm2 a mukhaśoṣaḥ b nīli akkaram c jafāf i lisān xerostomia disorder tm2 a mukhaśoṣaḥ b nīli akkaram c jafāf i lisān
SM1P,ageusia disorder tm2,,,,,ageusia disorder tm2 a arasajñatā b cuvaiyiṉmai nōy c buṭlān al dhawq,,ageusia disorder tm2 ageusia disorder tm2 ageusia disorder tm2 ageusia disorder tm2 a arasajñatā b cuvaiyiṉmai nōy c buṭlān al dhawq ageusia disorder tm2 a arasajñatā b cuvaiyiṉmai nōy c buṭlān al dhawq ageusia disorder tm2 a arasajñatā b cuvaiyiṉmai nōy c buṭlān al dhawq
SM30,haematemesis disorder tm2,,,,,haematemesis disorder tm2 b kuruti vānti c qay’ al dam,,haematemesis disorder tm2 haematemesis disorder tm2 haematemesis disorder tm2 haematemesis disorder tm2 b kuruti vānti c qay’ al dam haematemesis disorder tm2 b kuruti vānti c qay’ al dam haematemesis disorder tm2 b kuruti vānti c qay’ al dam
SM31,abdominal distension disorder tm2,,,,,abdominal distension disorder tm2 a ādhmānam b mantam c nafkh al mi‘da tympanites disorder tm2 a pratyādhmānaḥ a pratyānāhaḥ meteorism tm2 borborygmus disorder tm2 c nafkh o qarāqir gurgling tm2 flatulence disorder tm2 b porumal bloating disorder tm2 c intifākh al baṭn c entefakh e batn,,abdominal distension disorder tm2 abdominal distension disorder tm2 abdominal distension disorder tm2 abdominal distension disorder tm2 a ādhmānam b mantam c nafkh al mi‘da tympanites disorder tm2 a pratyādhmānaḥ a pratyānāhaḥ meteorism tm2 borborygmus disorder tm2 c nafkh o qarāqir gurgling tm2 flatulence disorder tm2 b porumal bloating disorder tm2 c intifākh al baṭn c entefakh e batn abdominal distension disorder tm2 a ādhmānam b mantam c nafkh al mi‘da tympanites disorder tm2 a pratyādhmānaḥ a pratyānāhaḥ meteorism tm2 borborygmus disorder tm2 c nafkh o qarāqir gurgling tm2 flatulence disorder tm2 b porumal bloating disorder tm2 c intifākh al baṭn c entefakh e batn abdominal distension disorder tm2 a ādhmānam b mantam c nafkh al mi‘da tympanites disorder tm2 a pratyādhmānaḥ a pratyānāhaḥ meteorism tm2 borborygmus disorder tm2 c nafkh o qarāqir gurgling tm2 flatulence disorder tm2 b porumal bloating disorder tm2 c intifākh al baṭn c entefakh e batn
SM32,ascites disorder tm2,,,,,ascites disorder tm2 a udara b peruvayiṟu nōy c istisqā’ ziqqī a udararogaḥ a jalodaraḥ ascites disorder due to kapha tm2 a kaphaja udararogaḥ ascites disorder due to obstructed bowels tm2 a baddhagudodaraḥ ascites due to pitta disorder tm2 a pittaja udararogaḥ intestinal perforation disorder tm2 a chidrodaraḥ a kṣatodaram a kṣatodaraḥ ascites disorder due to three dosha tm2 a sannipātōdaraḥ udararogaḥ ascites disorder due to vata tm2 a vātaja udararogaḥ abdominal enlargement disorder tm2 a ajātodakaḥ,,ascites disorder tm2 ascites disorder tm2 ascites disorder tm2 ascites disorder tm2 a udara b peruvayiṟu nōy c istisqā’ ziqqī a udararogaḥ a jalodaraḥ ascites disorder due to kapha tm2 a kaphaja udararogaḥ ascites disorder due to obstructed bowels tm2 a baddhagudodaraḥ ascites due to pitta disorder tm2 a pittaja udararogaḥ intestinal perforation disorder tm2 a chidrodaraḥ a kṣatodaram a kṣatodaraḥ ascites disorder due to three dosha tm2 a sannipātōdaraḥ udararogaḥ ascites disorder due to vata tm2 a vātaja udararogaḥ abdominal enlargement disorder tm2 a ajātodakaḥ ascites disorder tm2 a udara b peruvayiṟu nōy c istisqā’ ziqqī a udararogaḥ a jalodaraḥ ascites disorder due to kapha tm2 a kaphaja udararogaḥ ascites disorder due to obstructed bowels tm2 a baddhagudodaraḥ ascites due to pitta disorder tm2 a pittaja udararogaḥ intestinal perforation disorder tm2 a chidrodaraḥ a kṣatodaram a kṣatodaraḥ ascites disorder due to three dosha tm2 a sannipātōdaraḥ udararogaḥ ascites disorder due to vata tm2 a vātaja udararogaḥ abdominal enlargement disorder tm2 a ajātodakaḥ ascites disorder tm2 a udara b peruvayiṟu nōy c istisqā’ ziqqī a udararogaḥ a jalodaraḥ ascites disorder due to kapha tm2 a kaphaja udararogaḥ ascites disorder due to obstructed bowels tm2 a baddhagudodaraḥ ascites due to pitta disorder tm2 a pittaja udararogaḥ intestinal perforation disorder tm2 a chidrodaraḥ a kṣatodaram a kṣatodaraḥ ascites disorder due to three dosha tm2 a sannipātōdaraḥ udararogaḥ ascites disorder due to vata tm2 a vātaja udararogaḥ abdominal enlargement disorder tm2 a ajātodakaḥ
SM33,abdominal pain disorder tm2,,,,,abdominal pain disorder tm2 a śūlaḥ b vayiṟṟu vaḷi c waja‘ al mi‘da b cūlai nōy abdomen pain and flatulance disorder tm2 b tūra cūlai pain disorder in the lower abdomen tm2 b aiya cūlai spasmodic pain in the abdomen disorder tm2 b muṟi cūlai tenesmus disorder tm2 c maghṣ gastralgia due to riyāḥ disorder tm2 c waja‘ al mi‘da riyāḥī gastralgia disorder due to derangement of ṣafrā tm2 c waja‘ al mi‘da ṣafrāwī hot gastralgia disorder tm2 c waja‘ al mi‘da ḥārr gastralgia disorder due to derangement of balgham tm2 c waja‘ al mi‘da bārid balghamī gastralgia disorder due to derangement of sawdā tm2 c waja‘ al mi‘da yābis sawdāwī asthenic gastralgia disorder tm2 c waja‘ al mi‘da ḍu‘fī,,abdominal pain disorder tm2 abdominal pain disorder tm2 abdominal pain disorder tm2 abdominal pain disorder tm2 a śūlaḥ b vayiṟṟu vaḷi c waja‘ al mi‘da b cūlai nōy abdomen pain and flatulance disorder tm2 b tūra cūlai pain disorder in the lower abdomen tm2 b aiya cūlai spasmodic pain in the abdomen disorder tm2 b muṟi cūlai tenesmus disorder tm2 c maghṣ gastralgia due to riyāḥ disorder tm2 c waja‘ al mi‘da riyāḥī gastralgia disorder due to derangement of ṣafrā tm2 c waja‘ al mi‘da ṣafrāwī hot gastralgia disorder tm2 c waja‘ al mi‘da ḥārr gastralgia disorder due to derangement of balgham tm2 c waja‘ al mi‘da bārid balghamī gastralgia disorder due to derangement of sawdā tm2 c waja‘ al mi‘da yābis sawdāwī asthenic gastralgia disorder tm2 c waja‘ al mi‘da ḍu‘fī abdominal pain disorder tm2 a śūlaḥ b vayiṟṟu vaḷi c waja‘ al mi‘da b cūlai nōy abdomen pain and flatulance disorder tm2 b tūra cūlai pain disorder in the lower abdomen tm2 b aiya cūlai spasmodic pain in the abdomen disorder tm2 b muṟi cūlai tenesmus disorder tm2 c maghṣ gastralgia due to riyāḥ disorder tm2 c waja‘ al mi‘da riyāḥī gastralgia disorder due to derangement of ṣafrā tm2 c waja‘ al mi‘da ṣafrāwī hot gastralgia disorder tm2 c waja‘ al mi‘da ḥārr gastralgia disorder due to derangement of balgham tm2 c waja‘ al mi‘da bārid balghamī gastralgia disorder due to derangement of sawdā tm2 c waja‘ al mi‘da yābis sawdāwī asthenic gastralgia disorder tm2 c waja‘ al mi‘da ḍu‘fī abdominal pain disorder tm2 a śūlaḥ b vayiṟṟu vaḷi c waja‘ al mi‘da b cūlai nōy abdomen pain and flatulance disorder tm2 b tūra cūlai pain disorder in the lower abdomen tm2 b aiya cūlai spasmodic pain in the abdomen disorder tm2 b muṟi cūlai tenesmus disorder tm2 c maghṣ gastralgia due to riyāḥ disorder tm2 c waja‘ al mi‘da riyāḥī gastralgia disorder due to derangement of ṣafrā tm2 c waja‘ al mi‘da ṣafrāwī hot gastralgia disorder tm2 c waja‘ al mi‘da ḥārr gastralgia disorder due to derangement of balgham tm2 c waja‘ al mi‘da bārid balghamī gastralgia disorder due to derangement of sawdā tm2 c waja‘ al mi‘da yābis sawdāwī asthenic gastralgia disorder tm2 c waja‘ al mi‘da ḍu‘fī
