Code,title,Fully Specified Name,Description,Inclusions,Exclusions,Index Terms
15,Diseases of the musculoskeletal system or connective tissue,,This chapter contains diseases of musculoskeletal system and diseases of connective tissue.,,"Certain conditions originating in the perinatal period; Temporomandibular joint disorders; Certain infectious or parasitic diseases; Complications of pregnancy, childbirth and the puerperium; Endocrine, nutritional or metabolic diseases; Injury, poisoning or certain other consequences of external causes",
FA00,Osteoarthritis of hip,,"Osteoarthritis of the hip joint is noninflammatory degenerative disease of the hip joint. It usually appears in late middle or old age. The disease is characterized by growth or maturational disturbances in the femoral neck and head, as well as acetabular changes. A dominant symptom is pain on weight-bearing or motion.",,,
FA00.0,Primary osteoarthritis of hip,,,,,Primary osteoarthritis of hip
FA00.1,Post traumatic osteoarthritis of hip,,,,,Post traumatic osteoarthritis of hip; posttraumatic osteoarthritis of hip
FA00.2,Other secondary osteoarthritis of hip,,,,,Other secondary osteoarthritis of hip; Secondary coxarthrosis NOS
FA01,Osteoarthritis of knee,,,,,
FA01.0,Primary osteoarthritis of knee,,"Primary osteoarthritis occurring in an otherwise intact knee joint, involving genetically related, age-related or use-related degeneration with microscopic and macroscopic anatomical changes, which ultimately limit motion in one or more joints. Changes to the joint include increasing cartilage loss and osseous transformation such as sclerosis, osteophyte formation and cysts as well as potential inflammatory changes in surrounding soft tissue structures.",,,Primary osteoarthritis of knee
FA01.1,Post traumatic osteoarthritis of knee,,,,,Post traumatic osteoarthritis of knee; Posttraumatic osteoarthritis of knee
FA01.2,Other secondary osteoarthritis of knee,,,,,Other secondary osteoarthritis of knee
FA02,Osteoarthritis of wrist or hand,,,,,
FA02.0,Primary osteoarthritis of wrist or hand,,,,,Primary osteoarthritis of wrist or hand
FA02.1,Post traumatic osteoarthritis of wrist or hand,,,,,Post traumatic osteoarthritis of wrist or hand; Posttraumatic osteoarthritis of wrist or hand
FA02.2,Other secondary osteoarthritis of wrist or hand,,,,,Other secondary osteoarthritis of wrist or hand
FA03,Osteoarthritis of other specified joint,,,,,
FA03.0,Primary osteoarthritis of other specified joint,,,,,Primary osteoarthritis of other specified joint
FA03.1,Post traumatic osteoarthritis of other specified joint,,,,,Post traumatic osteoarthritis of other specified joint
FA03.2,Other secondary osteoarthritis of other specified joint,,,,,Other secondary osteoarthritis of other specified joint
FA04,Oligoosteoarthritis,,,,,Oligoosteoarthritis; Oligoosteoarthritis without determinants; Oligoosteoarthritis with determinants
FA05,Polyosteoarthritis,,"Polyosteoarthritis, also known as polyarthrosis, is a degenerative joint disease characterized by the breakdown of cartilage and bone changes, affecting several joints.",,,Polyosteoarthritis; degenerative multiple joints arthritis; generalised osteoarthritis; multi degenerative joint disease; polyarthrosis NOS; Polyosteoarthritis with determinants; Polyosteoarthritis without determinants
FA10,Direct infections of joint,,Hematogenic or non-hematogenic infections of joints.,,Postinfectious arthropathies; Reactive arthropathies,
