Code,title,Fully Specified Name,Description,Inclusions,Exclusions,Index Terms
23,External causes of morbidity or mortality,,"!markdown
The WHO definition of an ‘injury’ is: ‘Injuries are caused by acute exposure to physical agents such as mechanical energy, heat, electricity, chemicals, and ionizing radiation interacting with the body in amounts or at rates that exceed the threshold of human tolerance. In some cases, (for example, drowning and frostbite), injuries result from the sudden lack of essential agents such as oxygen or heat.
Injuries may be categorized in a number of ways. However, for most analytical purposes and for identifying intervention opportunities, it is especially useful to categorize injuries according to whether or not they were deliberately inflicted and by whom. Commonly used categories are:

- unintentional (i.e. accidental)
- intentional (i.e. deliberate):
- interpersonal (e.g. assault and homicide)
- self-harm (e.g. abuse of drugs and alcohol, self-mutilation, suicide)
- legal intervention (e.g. action by police or other law enforcement personnel)
- war, civil insurrection and disturbances (e.g. demonstrations and riots)
- undetermined intent

Regarding the collection of events that cause injuries, a set of definitions apply. See ICD-11 Reference guide sections 2.21.8.9 'Coding of transport injury events', and 2.23.19 'Standards and coding instructions for injury events'.",,,
PA00,Unintentional land transport traffic event injuring a pedestrian,,,,,"Unintentional land transport traffic event injuring a pedestrian; pedestrian injured in transport accident; Pedestrian injured in collision with pedal cycle; Pedestrian injured in collision with pedal cycle, traffic accident; Pedestrian injured in collision with two- or three-wheeled motor vehicle; Pedestrian injured in collision with two- or three-wheeled motor vehicle, traffic accident; Pedestrian injured in collision with car, pick-up truck or van; Pedestrian injured in collision with car, pick-up truck or van, traffic accident; pedestrian struck by automobile; pedestrian struck by car, pick-up truck or van; person struck by car; Pedestrian injured in collision with heavy transport vehicle or bus; Pedestrian injured in collision with heavy transport vehicle or bus, traffic accident; Pedestrian injured in collision with railway train or railway vehicle; Pedestrian injured in collision with railway train or railway vehicle, traffic accident; pedestrian struck by train; Pedestrian injured in collision with other nonmotor vehicle; Pedestrian injured in collision with other nonmotor vehicle, traffic accident; Pedestrian injured in other and unspecified transport accidents"
PA01,Unintentional land transport traffic event injuring the user of a pedestrian conveyance,,,,,Unintentional land transport traffic event injuring the user of a pedestrian conveyance; unintentional road crash injuring the user of a pedestrian conveyance
PA02,Unintentional land transport traffic event injuring a pedal cyclist,,,,,"Unintentional land transport traffic event injuring a pedal cyclist; Pedal cyclist injured in collision with pedestrian or animal; Pedal cyclist injured in collision with pedestrian or animal, person injured while boarding or alighting; Pedal cyclist injured in collision with pedestrian or animal, driver injured in traffic accident; Pedal cyclist injured in collision with pedestrian or animal, passenger injured in traffic accident; Pedal cyclist injured in collision with pedestrian or animal, unspecified pedal cyclist injured in traffic accident; Pedal cyclist injured in collision with other pedal cycle; Pedal cyclist injured in collision with other pedal cycle, person injured while boarding or alighting; Pedal cyclist injured in collision with other pedal cycle, driver injured in traffic accident; Pedal cyclist injured in collision with other pedal cycle, passenger injured in traffic accident; Pedal cyclist injured in collision with other pedal cycle, unspecified pedal cyclist injured in traffic accident; Pedal cyclist injured in collision with two- or three-wheeled motor vehicle; Pedal cyclist injured in collision with two- or three-wheeled motor vehicle : person injured while boarding or alighting; Pedal cyclist injured in collision with two- or three-wheeled motor vehicle : driver injured in traffic accident; Pedal cyclist injured in collision with two- or three-wheeled motor vehicle : passenger injured in traffic accident; Pedal cyclist injured in collision with two- or three-wheeled motor vehicle : unspecified pedal cyclist injured in traffic accident; Pedal cyclist injured in collision with car, pick-up truck or van; bicyclist injured in collision with car, pick-up truck or van; bicyclist struck by motor vehicle; Pedal cyclist injured in collision with car, pick-up truck or van : person injured while boarding or alighting; Pedal cyclist injured in collision with car, pick-up truck or van : driver injured in traffic accident; Pedal cyclist injured in collision with car, pick-up truck or van : passenger injured in traffic accident; Pedal cyclist injured in collision with car, pick-up truck or van : unspecified pedal cyclist injured in traffic accident; Pedal cyclist injured in collision with heavy transport vehicle or bus; bicyclist injured in collision with heavy transport vehicle or bus; Pedal cyclist injured in collision with heavy transport vehicle or bus : person injured while boarding or alighting; Pedal cyclist injured in collision with heavy transport vehicle or bus : driver injured in traffic accident; Pedal cyclist injured in collision with heavy transport vehicle or bus : passenger injured in traffic accident; Pedal cyclist injured in collision with heavy transport vehicle or bus : unspecified pedal cyclist injured in traffic accident; Pedal cyclist injured in collision with other nonmotor vehicle; bicyclist injured in collision with other nonmotor vehicle; Pedal cyclist injured in collision with other nonmotor vehicle : person injured while boarding or alighting; Pedal cyclist injured in collision with other nonmotor vehicle : driver injured in traffic accident; Pedal cyclist injured in collision with other nonmotor vehicle : passenger injured in traffic accident; Pedal cyclist injured in collision with other nonmotor vehicle : unspecified pedal cyclist injured in traffic accident; Pedal cyclist injured in collision with fixed or stationary object; bicyclist injured in collision with fixed or stationary object; Pedal cyclist injured in collision with fixed or stationary object : person injured while boarding or alighting; Pedal cyclist injured in collision with fixed or stationary object : driver injured in traffic accident; Pedal cyclist injured in collision with fixed or stationary object : passenger injured in traffic accident; Pedal cyclist injured in collision with fixed or stationary object : unspecified pedal cyclist injured in traffic accident; Pedal cyclist injured in noncollision transport accident; bicyclist injured in noncollision transport accident; Pedal cyclist injured in noncollision transport accident, person injured while boarding or alighting; Pedal cyclist injured in noncollision transport accident, driver injured in traffic accident; Pedal cyclist injured in noncollision transport accident, passenger injured in traffic accident; Pedal cyclist injured in noncollision transport accident, unspecified pedal cyclist injured in traffic accident; Pedal cyclist injured from fall or thrown from pedal cycle; Pedal cyclist injured from overturning of pedal cycle; Pedal cyclist injured in other and unspecified transport accidents; Bicycle accident NOS; Bicycle collision NOS, traffic; Pedal cycle accident NOS; Pedal cycle collision NOS, traffic; bicyclist injured in other and unspecified transport accident; bike accident NOS; Pedal cyclist injured due to entanglement in wheel of pedal cycle; Pedal cyclist injured by being trapped by part of pedal cycle; Pedal cyclist injured in collision with railway train or railway vehicle, driver injured in traffic accident; Pedal cyclist injured in collision with railway train or railway vehicle, passenger injured in traffic accident; Pedal cyclist injured in collision with railway train or railway vehicle, unspecified pedal cyclist injured in traffic accident"
PA03,Unintentional land transport traffic event injuring a motor cyclist,,,,Unintentional land transport traffic event injuring an occupant of a low powered passenger vehicle,"Unintentional land transport traffic event injuring a motor cyclist; Motorcycle accident NOS; motorbike accident; motorbike traffic accident; motorcycle rider injured in transport accident; unintentional land transport accident motorbike; Motorcycle rider injured in collision with pedestrian or animal; Motorcycle rider injured in collision with pedestrian or animal, person injured while boarding or alighting; Motorcycle rider injured in collision with pedestrian or animal, driver injured in traffic accident; Motorcycle rider injured in collision with pedestrian or animal, passenger injured in traffic accident; Motorcycle rider injured in collision with pedestrian or animal, unspecified motorcycle rider injured in traffic accident; Motorcycle rider injured in collision with pedal cycle; Motorcycle rider injured in collision with pedal cycle : person injured while boarding or alighting; Motorcycle rider injured in collision with pedal cycle : driver injured in traffic accident; Motorcycle rider injured in collision with pedal cycle : passenger injured in traffic accident; Motorcycle rider injured in collision with pedal cycle : unspecified motorcycle rider injured in traffic accident; Motorcycle rider injured in collision with two- or three-wheeled motor vehicle; Motorcycle rider injured in collision with two- or three-wheeled motor vehicle : person injured while boarding or alighting; Motorcycle rider injured in collision with two- or three-wheeled motor vehicle : driver injured in traffic accident; Motorcycle rider injured in collision with two- or three-wheeled motor vehicle : passenger injured in traffic accident; Motorcycle rider injured in collision with two- or three-wheeled motor vehicle : unspecified motorcycle rider injured in traffic accident; Motorcycle rider injured in collision with car, pick-up truck or van; Motorcycle rider injured in collision with car, pick-up truck or van : person injured while boarding or alighting; Motorcycle rider injured in collision with car, pick-up truck or van : driver injured in traffic accident; operator of motorcycle injured in collision with car, pick-up truck or van: driver injured in traffic accident; Motorcycle rider injured in collision with car, pick-up truck or van : passenger injured in traffic accident; Motorcycle rider injured in collision with car, pick-up truck or van : unspecified motorcycle rider injured in traffic accident; Motorcycle rider injured in collision with heavy transport vehicle or bus; Motorcycle rider injured in collision with heavy transport vehicle or bus : person injured while boarding or alighting; Motorcycle rider injured in collision with heavy transport vehicle or bus : driver injured in traffic accident; Motorcycle rider injured in collision with heavy transport vehicle or bus : passenger injured in traffic accident; Motorcycle rider injured in collision with heavy transport vehicle or bus : unspecified motorcycle rider injured in traffic accident; Motorcycle rider injured in collision with other nonmotor vehicle; Motorcycle rider injured in collision with other nonmotor vehicle : person injured while boarding or alighting; Motorcycle rider injured in collision with other nonmotor vehicle : driver injured in traffic accident; Motorcycle rider injured in collision with other nonmotor vehicle : passenger injured in traffic accident; Motorcycle rider injured in collision with other nonmotor vehicle : unspecified motorcycle rider injured in traffic accident; Motorcycle rider injured in collision with fixed or stationary object; Motorcycle rider injured in collision with fixed or stationary object : person injured while boarding or alighting; Motorcycle rider injured in collision with fixed or stationary object : driver injured in traffic accident; Motorcycle rider injured in collision with fixed or stationary object : passenger injured in traffic accident; Motorcycle rider injured in collision with fixed or stationary object : unspecified motorcycle rider injured in traffic accident; Motorcycle rider injured in noncollision transport accident; Motorcycle rider injured in noncollision transport accident : person injured while boarding or alighting; Motorcycle rider injured in noncollision transport accident : driver injured in traffic accident; Motorcycle rider injured in noncollision transport accident : passenger injured in traffic accident; Motorcycle rider injured in noncollision transport accident : unspecified motorcycle rider injured in traffic accident; Motorcycle rider injured in other and unspecified transport accidents; Motorcycle rider injured by being trapped by part of motorcycle"
PA04,Unintentional land transport traffic event injuring a car occupant,,,,,"Unintentional land transport traffic event injuring a car occupant; car occupant injured in transport accident; Car occupant injured in collision with pedestrian or animal; Car occupant injured in collision with pedestrian or animal : person injured while boarding or alighting; Car occupant injured in collision with pedestrian or animal : driver injured in traffic accident; Car occupant injured in collision with pedestrian or animal : passenger injured in traffic accident; Car occupant injured in collision with pedestrian or animal : person on outside of vehicle injured in traffic accident; Car occupant injured in collision with pedestrian or animal : unspecified car occupant injured in traffic accident; Car occupant injured in collision with pedal cycle; Car occupant injured in collision with pedal cycle : person injured while boarding or alighting; Car occupant injured in collision with pedal cycle : driver injured in traffic accident; Car occupant injured in collision with pedal cycle : passenger injured in traffic accident; Car occupant injured in collision with pedal cycle : person on outside of vehicle injured in traffic accident; Car occupant injured in collision with pedal cycle : unspecified car occupant injured in traffic accident; Car occupant injured in collision with two- or three-wheeled motor vehicle; Car occupant injured in collision with two- or three-wheeled motor vehicle : person injured while boarding or alighting; Car occupant injured in collision with two- or three-wheeled motor vehicle : driver injured in traffic accident; Car occupant injured in collision with two- or three-wheeled motor vehicle : passenger injured in traffic accident; Car occupant injured in collision with two- or three-wheeled motor vehicle : person on outside of vehicle injured in traffic accident; Car occupant injured in collision with two- or three-wheeled motor vehicle : unspecified car occupant injured in traffic accident; Car occupant injured in collision with car, pick-up truck or van; car occupant injured in motor vehicle collision with other car, pick-up truck or van; Car occupant injured in collision with car, pick-up truck or van : person injured while boarding or alighting; Car occupant injured in collision with car, pick-up truck or van : driver injured in traffic accident; car operator injured in collision with other car, pick-up truck or van; driver of a car involved in collision with other car, pick-up truck or van; Car occupant injured in collision with car, pick-up truck or van : passenger injured in traffic accident; Car occupant injured in collision with car, pick-up truck or van : person on outside of vehicle injured in traffic accident; Car occupant injured in collision with car, pick-up truck or van : unspecified car occupant injured in traffic accident; Car occupant injured in collision with heavy transport vehicle or bus; Car occupant injured in collision with heavy transport vehicle or bus : person injured while boarding or alighting; Car occupant injured in collision with heavy transport vehicle or bus : driver injured in traffic accident; Car occupant injured in collision with heavy transport vehicle or bus : passenger injured in traffic accident; Car occupant injured in collision with heavy transport vehicle or bus : person on outside of vehicle injured in traffic accident; Car occupant injured in collision with heavy transport vehicle or bus : unspecified car occupant injured in traffic accident; Car occupant injured in collision with railway train or railway vehicle; Car occupant injured in collision with railway train or railway vehicle : person injured while boarding or alighting; Car occupant injured in collision with railway train or railway vehicle : driver injured in traffic accident; Car occupant injured in collision with railway train or railway vehicle : passenger injured in traffic accident; Car occupant injured in collision with railway train or railway vehicle : person on outside of vehicle injured in traffic accident; Car occupant injured in collision with railway train or railway vehicle : unspecified car occupant injured in traffic accident; Car occupant injured in collision with other nonmotor vehicle; Car occupant injured in collision with other nonmotor vehicle : person injured while boarding or alighting; Car occupant injured in collision with other nonmotor vehicle : driver injured in traffic accident; Car occupant injured in collision with other nonmotor vehicle : passenger injured in traffic accident; Car occupant injured in collision with other nonmotor vehicle : person on outside of vehicle injured in traffic accident; Car occupant injured in collision with other nonmotor vehicle : unspecified car occupant injured in traffic accident; Car occupant injured in collision with fixed or stationary object; Car occupant injured in collision with fixed or stationary object : person injured while boarding or alighting; Car occupant injured in collision with fixed or stationary object : driver injured in traffic accident; Car occupant injured in collision with fixed or stationary object : passenger injured in traffic accident; Car occupant injured in collision with fixed or stationary object : person on outside of vehicle injured in traffic accident; Car occupant injured in collision with fixed or stationary object : unspecified car occupant injured in traffic accident; Car occupant injured in noncollision transport accident; overturned car; overturning car; Car occupant injured in noncollision transport accident : person injured while boarding or alighting; Car occupant injured in noncollision transport accident : driver injured in traffic accident; Car occupant injured in noncollision transport accident : passenger injured in traffic accident; Car occupant injured in noncollision transport accident : person on outside of vehicle injured in traffic accident; Car occupant injured in noncollision transport accident : unspecified car occupant injured in traffic accident; Car occupant injured in other and unspecified transport accidents; Car collision NOS, traffic; Car occupant trapped by door or other part of car; Unintentional land transport traffic event injuring an occupant of a minibus"
PA05,Unintentional land transport traffic event injuring an occupant of a bus or coach,,,,,"Unintentional land transport traffic event injuring an occupant of a bus or coach; Bus accident NOS; Bus collision NOS, traffic; Bus occupant injured in transport accident; Bus occupant injured in collision with pedestrian or animal; Bus occupant injured in collision with pedestrian or animal : person injured while boarding or alighting; Bus occupant injured in collision with pedestrian or animal : driver injured in traffic accident; Bus occupant injured in collision with pedestrian or animal : passenger injured in traffic accident; Bus occupant injured in collision with pedestrian or animal : person on outside of vehicle injured in traffic accident; Bus occupant injured in collision with pedestrian or animal : unspecified bus occupant injured in traffic accident; Bus occupant injured in collision with pedal cycle; Bus occupant injured in collision with pedal cycle : person injured while boarding or alighting; Bus occupant injured in collision with pedal cycle : driver injured in traffic accident; Bus occupant injured in collision with pedal cycle : passenger injured in traffic accident; Bus occupant injured in collision with pedal cycle : person on outside of vehicle injured in traffic accident; Bus occupant injured in collision with pedal cycle : unspecified bus occupant injured in traffic accident; Bus occupant injured in collision with two- or three-wheeled motor vehicle; Bus occupant injured in collision with two- or three-wheeled motor vehicle : person injured while boarding or alighting; Bus occupant injured in collision with two- or three-wheeled motor vehicle : driver injured in traffic accident; Bus occupant injured in collision with two- or three-wheeled motor vehicle : passenger injured in traffic accident; Bus occupant injured in collision with two- or three-wheeled motor vehicle : person on outside of vehicle injured in traffic accident; Bus occupant injured in collision with two- or three-wheeled motor vehicle : unspecified bus occupant injured in traffic accident; Bus occupant injured in collision with car, pick-up truck or van; Bus occupant injured in collision with car, pick-up truck or van : person injured while boarding or alighting; Bus occupant injured in collision with car, pick-up truck or van : driver injured in traffic accident; Bus occupant injured in collision with car, pick-up truck or van : passenger injured in traffic accident; Bus occupant injured in collision with car, pick-up truck or van : person on outside of vehicle injured in traffic accident; Bus occupant injured in collision with car, pick-up truck or van : unspecified bus occupant injured in traffic accident; Bus occupant injured in collision with heavy transport vehicle or bus; Bus occupant injured in collision with heavy transport vehicle or bus : person injured while boarding or alighting; Bus occupant injured in collision with heavy transport vehicle or bus : driver injured in traffic accident; Bus occupant injured in collision with heavy transport vehicle or bus : passenger injured in traffic accident; Bus occupant injured in collision with heavy transport vehicle or bus : person on outside of vehicle injured in traffic accident; Bus occupant injured in collision with heavy transport vehicle or bus : unspecified bus occupant injured in traffic accident; Bus occupant injured in collision with railway train or railway vehicle; Bus occupant injured in collision with railway train or railway vehicle : person injured while boarding or alighting; Bus occupant injured in collision with railway train or railway vehicle : driver injured in traffic accident; Bus occupant injured in collision with railway train or railway vehicle : passenger injured in traffic accident; Bus occupant injured in collision with railway train or railway vehicle : person on outside of vehicle injured in traffic accident; Bus occupant injured in collision with railway train or railway vehicle : unspecified bus occupant injured in traffic accident; Bus occupant injured in collision with other nonmotor vehicle; Bus occupant injured in collision with other nonmotor vehicle : person injured while boarding or alighting; Bus occupant injured in collision with other nonmotor vehicle : driver injured in traffic accident; Bus occupant injured in collision with other nonmotor vehicle : passenger injured in traffic accident; Bus occupant injured in collision with other nonmotor vehicle : person on outside of vehicle injured in traffic accident; Bus occupant injured in collision with other nonmotor vehicle : unspecified bus occupant injured in traffic accident; Bus occupant injured in collision with fixed or stationary object; Bus occupant injured in collision with fixed or stationary object : person injured while boarding or alighting; Bus occupant injured in collision with fixed or stationary object : driver injured in traffic accident; Bus occupant injured in collision with fixed or stationary object : passenger injured in traffic accident; Bus occupant injured in collision with fixed or stationary object : person on outside of vehicle injured in traffic accident; Bus occupant injured in collision with fixed or stationary object : unspecified bus occupant injured in traffic accident; Bus occupant injured in noncollision transport accident; Bus occupant injured in noncollision transport accident : person injured while boarding or alighting; Bus occupant injured in noncollision transport accident : driver injured in traffic accident; Bus occupant injured in noncollision transport accident : passenger injured in traffic accident; Bus occupant injured in noncollision transport accident : passenger injured in traffic accident by fall in bus; Bus occupant injured in noncollision transport accident : person on outside of vehicle injured in traffic accident; Bus occupant injured in noncollision transport accident : unspecified bus occupant injured in traffic accident; Bus occupant injured in other and unspecified transport accidents; Bus occupant injured trapped by door or other part of bus"
PA06,Unintentional land transport traffic event injuring an occupant of a light goods vehicle,,,,,"Unintentional land transport traffic event injuring an occupant of a light goods vehicle; Accident NOS involving pick-up truck or van; Collision NOS involving pick-up truck or van, traffic; Unintentional land transport traffic event injuring an occupant of a pick-up truck or van; Occupant of pick-up truck or van injured in collision with pedestrian or animal; Occupant of pick-up truck or van injured in collision with pedestrian or animal : person injured while boarding or alighting; Occupant of pick-up truck or van injured in collision with pedestrian or animal : driver injured in traffic accident; Occupant of pick-up truck or van injured in collision with pedestrian or animal : passenger injured in traffic accident; Occupant of pick-up truck or van injured in collision with pedestrian or animal : person on outside of vehicle injured in traffic accident; Occupant of pick-up truck or van injured in collision with pedestrian or animal : unspecified occupant of pick-up truck or van injured in traffic accident; Occupant of pick-up truck or van injured in collision with pedal cycle; Occupant of pick-up truck or van injured in collision with pedal cycle : person injured while boarding or alighting; Occupant of pick-up truck or van injured in collision with pedal cycle : driver injured in traffic accident; Occupant of pick-up truck or van injured in collision with pedal cycle : passenger injured in traffic accident; Occupant of pick-up truck or van injured in collision with pedal cycle : person on outside of vehicle injured in traffic accident; Occupant of pick-up truck or van injured in collision with pedal cycle : unspecified occupant of pick-up truck or van injured in traffic accident; Occupant of pick-up truck or van injured in collision with two- or three-wheeled motor vehicle; Occupant of pick-up truck or van injured in collision with two- or three-wheeled motor vehicle : person injured while boarding or alighting; Occupant of pick-up truck or van injured in collision with two- or three-wheeled motor vehicle : driver injured in traffic accident; Occupant of pick-up truck or van injured in collision with two- or three-wheeled motor vehicle : passenger injured in traffic accident; Occupant of pick-up truck or van injured in collision with two- or three-wheeled motor vehicle : person on outside of vehicle injured in traffic accident; Occupant of pick-up truck or van injured in collision with two- or three-wheeled motor vehicle : unspecified occupant of pick-up truck or van injured in traffic accident; Occupant of pick-up truck or van injured in collision with car, pick-up truck or van; Occupant of pick-up truck or van injured in collision with car, pick-up truck or van : person injured while boarding or alighting; Occupant of pick-up truck or van injured in collision with car, pick-up truck or van : driver injured in traffic accident; Occupant of pick-up truck or van injured in collision with car, pick-up truck or van : passenger injured in traffic accident; Occupant of pick-up truck or van injured in collision with car, pick-up truck or van : person on outside of vehicle injured in traffic accident; Occupant of pick-up truck or van injured in collision with car, pick-up truck or van : unspecified occupant of pick-up truck or van injured in traffic accident; Occupant of pick-up truck or van injured in collision with heavy transport vehicle or bus; Occupant of pick-up truck or van injured in collision with heavy transport vehicle or bus : person injured while boarding or alighting; Occupant of pick-up truck or van injured in collision with heavy transport vehicle or bus : driver injured in traffic accident; Occupant of pick-up truck or van injured in collision with heavy transport vehicle or bus : passenger injured in traffic accident; Occupant of pick-up truck or van injured in collision with heavy transport vehicle or bus : person on outside of vehicle injured in traffic accident; Occupant of pick-up truck or van injured in collision with heavy transport vehicle or bus : unspecified occupant of pick-up truck or van injured in traffic accident; Occupant of pick-up truck or van injured in collision with railway train or railway vehicle; Occupant of pick-up truck or van injured in collision with railway train or railway vehicle : person injured while boarding or alighting; Occupant of pick-up truck or van injured in collision with railway train or railway vehicle : driver injured in traffic accident; Occupant of pick-up truck or van injured in collision with railway train or railway vehicle : passenger injured in traffic accident; Occupant of pick-up truck or van injured in collision with railway train or railway vehicle : person on outside of vehicle injured in traffic accident; Occupant of pick-up truck or van injured in collision with railway train or railway vehicle : unspecified occupant of pick-up truck or van injured in traffic accident; Occupant of pick-up truck or van injured in collision with other nonmotor vehicle; Occupant of pick-up truck or van injured in collision with other nonmotor vehicle : person injured while boarding or alighting; Occupant of pick-up truck or van injured in collision with other nonmotor vehicle : driver injured in traffic accident; Occupant of pick-up truck or van injured in collision with other nonmotor vehicle : passenger injured in traffic accident; Occupant of pick-up truck or van injured in collision with other nonmotor vehicle : person on outside of vehicle injured in traffic accident; Occupant of pick-up truck or van injured in collision with other nonmotor vehicle : unspecified occupant of pick-up truck or van injured in traffic accident; Occupant of pick-up truck or van injured in collision with fixed or stationary object; Occupant of pick-up truck or van injured in collision with fixed or stationary object : person injured while boarding or alighting; Occupant of pick-up truck or van injured in collision with fixed or stationary object : driver injured in traffic accident; Occupant of pick-up truck or van injured in collision with fixed or stationary object : passenger injured in traffic accident; Occupant of pick-up truck or van injured in collision with fixed or stationary object : person on outside of vehicle injured in traffic accident; Occupant of pick-up truck or van injured in collision with fixed or stationary object : unspecified occupant of pick-up truck or van injured in traffic accident; Occupant of pick-up truck or van injured in noncollision transport accident; Occupant of pick-up truck or van injured in noncollision transport accident : person injured while boarding or alighting; Occupant of pick-up truck or van injured in noncollision transport accident : driver injured in traffic accident; Occupant of pick-up truck or van injured in noncollision transport accident : passenger injured in traffic accident; Occupant of pick-up truck or van injured in noncollision transport accident : person on outside of vehicle injured in traffic accident; Occupant of pick-up truck or van injured in noncollision transport accident : unspecified occupant of pick-up truck or van injured in traffic accident; Occupant of pick-up truck or van injured in other and unspecified transport accidents; Occupant of pick-up truck or van trapped by door or other part of pick-up truck or van"
PA07,Unintentional land transport traffic event injuring an occupant of a heavy goods vehicle,,,,,"Unintentional land transport traffic event injuring an occupant of a heavy goods vehicle; Accident NOS involving heavy transport vehicle; Collision NOS involving heavy transport vehicle, traffic; Unintentional land transport traffic event injuring an occupant of a heavy transport vehicle; occupant of heavy transport vehicle injured in transport accident; Occupant of heavy transport vehicle injured in collision with pedestrian or animal; Occupant of heavy transport vehicle injured in collision with pedestrian or animal : person injured while boarding or alighting; Occupant of heavy transport vehicle injured in collision with pedestrian or animal : driver injured in traffic accident; Occupant of heavy transport vehicle injured in collision with pedestrian or animal : passenger injured in traffic accident; Occupant of heavy transport vehicle injured in collision with pedestrian or animal : person on outside of vehicle injured in traffic accident; Occupant of heavy transport vehicle injured in collision with pedestrian or animal : unspecified occupant of heavy transport vehicle injured in traffic accident; Occupant of heavy transport vehicle injured in collision with pedal cycle; Occupant of heavy transport vehicle injured in collision with pedal cycle : person injured while boarding or alighting; Occupant of heavy transport vehicle injured in collision with pedal cycle : driver injured in traffic accident; Occupant of heavy transport vehicle injured in collision with pedal cycle : passenger injured in traffic accident; Occupant of heavy transport vehicle injured in collision with pedal cycle : person on outside of vehicle injured in traffic accident; Occupant of heavy transport vehicle injured in collision with pedal cycle : unspecified occupant of heavy transport vehicle injured in traffic accident; Occupant of heavy transport vehicle injured in collision with two- or three-wheeled motor vehicle; Occupant of heavy transport vehicle injured in collision with two- or three-wheeled motor vehicle : person injured while boarding or alighting; Occupant of heavy transport vehicle injured in collision with two- or three-wheeled motor vehicle : driver injured in traffic accident; Occupant of heavy transport vehicle injured in collision with two- or three-wheeled motor vehicle : passenger injured in traffic accident; Occupant of heavy transport vehicle injured in collision with two- or three-wheeled motor vehicle : person on outside of vehicle injured in traffic accident; Occupant of heavy transport vehicle injured in collision with two- or three-wheeled motor vehicle : unspecified occupant of heavy transport vehicle injured in traffic accident; Occupant of heavy transport vehicle injured in collision with car, pick-up truck or van; Occupant of heavy transport vehicle injured in collision with car, pick-up truck or van : person injured while boarding or alighting; Occupant of heavy transport vehicle injured in collision with car, pick-up truck or van : driver injured in traffic accident; Occupant of heavy transport vehicle injured in collision with car, pick-up truck or van : passenger injured in traffic accident; Occupant of heavy transport vehicle injured in collision with car, pick-up truck or van : person on outside of vehicle injured in traffic accident; Occupant of heavy transport vehicle injured in collision with car, pick-up truck or van : unspecified occupant of heavy transport vehicle injured in traffic accident; Occupant of heavy transport vehicle injured in collision with heavy transport vehicle or bus; Occupant of heavy transport vehicle injured in collision with heavy transport vehicle or bus : person injured while boarding or alighting; Occupant of heavy transport vehicle injured in collision with heavy transport vehicle or bus : driver injured in traffic accident; Occupant of heavy transport vehicle injured in collision with heavy transport vehicle or bus : passenger injured in traffic accident; Occupant of heavy transport vehicle injured in collision with heavy transport vehicle or bus : person on outside of vehicle injured in traffic accident; Occupant of heavy transport vehicle injured in collision with heavy transport vehicle or bus : unspecified occupant of heavy transport vehicle injured in traffic accident; Occupant of heavy transport vehicle injured in collision with railway train or railway vehicle; Occupant of heavy transport vehicle injured in collision with railway train or railway vehicle : person injured while boarding or alighting; Occupant of heavy transport vehicle injured in collision with railway train or railway vehicle : driver injured in traffic accident; Occupant of heavy transport vehicle injured in collision with railway train or railway vehicle : passenger injured in traffic accident; Occupant of heavy transport vehicle injured in collision with railway train or railway vehicle : person on outside of vehicle injured in traffic accident; Occupant of heavy transport vehicle injured in collision with railway train or railway vehicle : unspecified occupant of heavy transport vehicle injured in traffic accident; Occupant of heavy transport vehicle injured in collision with other nonmotor vehicle; Occupant of heavy transport vehicle injured in collision with other nonmotor vehicle : person injured while boarding or alighting; Occupant of heavy transport vehicle injured in collision with other nonmotor vehicle : driver injured in traffic accident; Occupant of heavy transport vehicle injured in collision with other nonmotor vehicle : passenger injured in traffic accident; Occupant of heavy transport vehicle injured in collision with other nonmotor vehicle : person on outside of vehicle injured in traffic accident; Occupant of heavy transport vehicle injured in collision with other nonmotor vehicle : unspecified occupant of heavy transport vehicle injured in traffic accident; Occupant of heavy transport vehicle injured in collision with fixed or stationary object; Occupant of heavy transport vehicle injured in collision with fixed or stationary object : person injured while boarding or alighting; Occupant of heavy transport vehicle injured in collision with fixed or stationary object : driver injured in traffic accident; Occupant of heavy transport vehicle injured in collision with fixed or stationary object : passenger injured in traffic accident; Occupant of heavy transport vehicle injured in collision with fixed or stationary object : person on outside of vehicle injured in traffic accident; Occupant of heavy transport vehicle injured in collision with fixed or stationary object : unspecified occupant of heavy transport vehicle injured in traffic accident; Occupant of heavy transport vehicle injured in noncollision transport accident; Occupant of heavy transport vehicle injured in noncollision transport accident : person injured while boarding or alighting; Occupant of heavy transport vehicle injured in noncollision transport accident : driver injured in traffic accident; Occupant of heavy transport vehicle injured in noncollision transport accident : passenger injured in traffic accident; Occupant of heavy transport vehicle injured in noncollision transport accident : person on outside of vehicle injured in traffic accident; Occupant of heavy transport vehicle injured in noncollision transport accident : unspecified occupant of heavy transport vehicle injured in traffic accident; Occupant of heavy transport vehicle injured in other and unspecified transport accidents; Occupant of heavy transport vehicle trapped by door or other part of heavy transport vehicle"
PA08,Unintentional land transport traffic event injuring an occupant of a streetcar or tram,,,,,Unintentional land transport traffic event injuring an occupant of a streetcar or tram; Occupant of streetcar injured in transport accident; Streetcar accident NOS; person on outside of streetcar injured in transport accident; Occupant of streetcar injured in collision with motor vehicle in traffic accident; Occupant of streetcar injured in collision with or hit by rolling stock; Occupant of streetcar injured in collision with other object; Person injured while boarding or alighting from streetcar; Occupant of streetcar injured by fall in streetcar; Occupant of streetcar injured by fall from streetcar; Occupant of streetcar injured in derailment without antecedent collision; Unintentional land transport traffic event injuring an occupant of a streetcar or tram in collision with train or other nonmotor vehicle
