Code,title,Fully Specified Name,Description,Inclusions,Exclusions,Index Terms
17,Conditions related to sexual health,,,,,
HA00,Hypoactive sexual desire dysfunction,,"Hypoactive Sexual Desire Dysfunction is characterised by absence or marked reduction in desire or motivation to engage in sexual activity as manifested by any of the following: 1) reduced or absent spontaneous desire (sexual thoughts or fantasies); 2) reduced or absent responsive desire to erotic cues and stimulation; or 3) inability to sustain desire or interest in sexual activity once initiated. The pattern of diminished or absent spontaneous or responsive desire or inability to sustain desire or interest in sexual activity has occurred episodically or persistently over a period at least several months, and is associated with clinically significant distress.",,,
HA00.0,"Hypoactive sexual desire dysfunction, lifelong, generalised",,"The person has always experienced hypoactive sexual desire dysfunction from the time of initiation of relevant sexual activity and the desired response is currently absent or diminished in all circumstances, including masturbation.",,,"Hypoactive sexual desire dysfunction, lifelong, generalised"
HA00.1,"Hypoactive sexual desire dysfunction, lifelong, situational",,"The person has always experienced hypoactive sexual desire dysfunction, from the time of initiation of relevant sexual activity and the desired response is currently absent or diminished in some circumstances, with some partners, or in response to some stimuli, but not in other situations.",,,"Hypoactive sexual desire dysfunction, lifelong, situational"
HA00.2,"Hypoactive sexual desire dysfunction, acquired, generalised",,"The onset of hypoactive sexual desire dysfunction has followed a period of time during which the person did not experience it and the desired response is currently absent or diminished in all circumstances, including masturbation.",,,"Hypoactive sexual desire dysfunction, acquired, generalised"
HA00.3,"Hypoactive sexual desire dysfunction, acquired, situational",,"The onset of hypoactive sexual desire dysfunction has followed a period of time during which the person did not experience it and the desired response is currently absent or diminished in some circumstances, with some partners, or in response to some stimuli, but not in other situations.",,,"Hypoactive sexual desire dysfunction, acquired, situational"
HA01,Sexual arousal dysfunctions,,Sexual arousal dysfunctions include difficulties with the physiological or the subjective aspects of sexual arousal.,,,
HA01.0,Female sexual arousal dysfunction,,"Female sexual arousal dysfunction is characterised by absence or marked reduction in response to sexual stimulation in women, as manifested by any of the following: 1) Absence or marked reduction in genital response, including vulvovaginal lubrication, engorgement of the genitalia, and sensitivity of the genitalia; 2) Absence or marked reduction in non-genital responses such as hardening of the nipples, flushing of the skin, increased heart rate, increased blood pressure, and increased respiration rate; 3) Absence or marked reduction in feelings of sexual arousal (sexual excitement and sexual pleasure) from any type of sexual stimulation. The absence or marked reduction in response to sexual stimulation occurs despite the desire for sexual activity and adequate sexual stimulation, has occurred episodically or persistently over a period at least several months, and is associated with clinically significant distress.",,,
HA01.00,"Female sexual arousal dysfunction, lifelong, generalised",,"The person has always experienced female sexual arousal dysfunction from the time of initiation of relevant sexual activity and the desired response is currently absent or diminished in all circumstances, including masturbation.",,,"Female sexual arousal dysfunction, lifelong, generalised"
HA01.01,"Female sexual arousal dysfunction, lifelong, situational",,"The person has always experienced female sexual arousal dysfunction from the time of initiation of relevant sexual activity and the desired response is currently absent or diminished in some circumstances, with some partners, or in response to some stimuli, but not in other situations.",,,"Female sexual arousal dysfunction, lifelong, situational"
HA01.02,"Female sexual arousal dysfunction, acquired, generalised",,"The onset of female sexual arousal dysfunction has followed a period of time during which the person did not experience it and the desired response is currently absent or diminished in all circumstances, including masturbation.",,,"Female sexual arousal dysfunction, acquired, generalised"
HA01.03,"Female sexual arousal dysfunction, acquired, situational",,"The onset of female sexual arousal dysfunction has followed a period of time during which the person did not experience it and the desired response is currently absent or diminished in some circumstances, with some partners, or in response to some stimuli, but not in other situations.",,,"Female sexual arousal dysfunction, acquired, situational"
HA01.1,Male erectile dysfunction,,"Male erectile dysfunction is characterised by inability or marked reduction in the ability in men to attain or sustain a penile erection of sufficient duration or rigidity to allow for sexual activity. The pattern of erectile difficulty occurs despite the desire for sexual activity and adequate sexual stimulation, has occurred episodically or persistently over a period at least several months, and is associated with clinically significant distress.",,,
HA01.10,"Male erectile dysfunction, lifelong, generalised",,"The person has always experienced male erectile dysfunction from the time of initiation of relevant sexual activity and the desired response is currently absent or diminished in all circumstances, including masturbation.",,,"Male erectile dysfunction, lifelong, generalised"
HA01.11,"Male erectile dysfunction, lifelong, situational",,"The person has always experienced male erectile dysfunction from the time of initiation of relevant sexual activity and the desired response is currently absent or diminished in some circumstances, with some partners, or in response to some stimuli, but not in other situations.",,,"Male erectile dysfunction, lifelong, situational"
HA01.12,"Male erectile dysfunction, acquired, generalised",,"The onset of male erectile dysfunction has followed a period of time during which the person did not experience it and the desired response is currently absent or diminished in all circumstances, including masturbation.",,,"Male erectile dysfunction, acquired, generalised"
HA01.13,"Male erectile dysfunction, acquired, situational",,"The onset of male erectile dysfunction has followed a period of time during which the person did not experience it and the desired response is currently absent or diminished in some circumstances, with some partners, or in response to some stimuli, but not in other situation",,,"Male erectile dysfunction, acquired, situational"
HA02,Orgasmic dysfunctions,,Orgasmic dysfunctions refer to difficulties related to the subjective experience of orgasm.,,Male early ejaculation,
HA02.0,Anorgasmia,,"Anorgasmia is characterised by the absence or marked infrequency of the orgasm experience or markedly diminished intensity of orgasmic sensations. In women, this includes a marked delay in orgasm, which in men would be diagnosed as Male Delayed Ejaculation. The pattern of absence, delay, or diminished frequency or intensity of orgasm occurs despite adequate sexual stimulation, including the desire for sexual activity and orgasm, has occurred episodically or persistently over a period at least several months, and is associated with clinically significant distress.",Psychogenic anorgasmy,,
HA02.00,"Anorgasmia, lifelong, generalised",,"The person has always experienced anorgasmia from the time of initiation of relevant sexual activity and the desired response is currently absent or diminished in all circumstances, including masturbation.",,,"Anorgasmia, lifelong, generalised"
HA02.01,"Anorgasmia, lifelong, situational",,"The person has always experienced anorgasmia from the time of initiation of relevant sexual activity and the desired response is currently absent or diminished in some circumstances, with some partners, or in response to some stimuli, but not in other situations.",,,"Anorgasmia, lifelong, situational"
HA02.02,"Anorgasmia, acquired, generalised",,"The onset of anorgasmia has followed a period of time during which the person did not experience it and the desired response is currently absent or diminished in all circumstances, including masturbation.",,,"Anorgasmia, acquired, generalised"
HA02.03,"Anorgasmia, acquired, situational",,"The onset of anorgasmia has followed a period of time during which the person did not experience it and the desired response is currently absent or diminished in some circumstances, with some partners, or in response to some stimuli, but not in other situations.",,,"Anorgasmia, acquired, situational"
HA03,Ejaculatory dysfunctions,,"Ejaculatory dysfunctions refer to difficulties with ejaculation in men, including ejaculatory latencies that are experienced as too short (Male early ejaculation) or too long (Male delayed ejaculation).",,,
HA03.0,Male early ejaculation,,"Male early ejaculation is characterised by ejaculation that occurs prior to or within a very short duration of the initiation of vaginal penetration or other relevant sexual stimulation, with no or little perceived control over ejaculation. The pattern of early ejaculation has occurred episodically or persistently over a period at least several months, and is associated with clinically significant distress.",,,
HA03.00,"Male early ejaculation, lifelong, generalised",,"The person has always experienced early ejaculation from the time of initiation of relevant sexual activity and the desired response is currently absent or diminished in all circumstances, including masturbation.",,,"Male early ejaculation, lifelong, generalised"
HA03.01,"Male early ejaculation, lifelong, situational",,"The person has always experienced early ejaculation from the time of initiation of relevant sexual activity and the desired response is currently absent or diminished in some circumstances, with some partners, or in response to some stimuli, but not in other situations.",,,"Male early ejaculation, lifelong, situational"
HA03.02,"Male early ejaculation, acquired, generalised",,"The onset of early ejaculation has followed a period of time during which the person did not experience it and the desired response is currently absent or diminished in all circumstances, including masturbation.",,,"Male early ejaculation, acquired, generalised"
HA03.03,"Male early ejaculation, acquired, situational",,"The onset of early ejaculation has followed a period of time during which the person did not experience it and the desired response is currently absent or diminished in some circumstances, with some partners, or in response to some stimuli, but not in other situations.",,,"Male early ejaculation, acquired, situational"
HA03.1,Male delayed ejaculation,,"Male delayed ejaculation is characterised by an inability to achieve ejaculation or an excessive or increased latency of ejaculation, despite adequate sexual stimulation and the desire to ejaculate. The pattern of delayed ejaculation has occurred episodically or persistently over a period at least several months, and is associated with clinically significant distress.",,,
HA03.10,"Male delayed ejaculation, lifelong, generalised",,"The person has always experienced delayed ejaculation from the time of initiation of relevant sexual activity and the desired response is currently absent or diminished in all circumstances, including masturbation.",,,"Male delayed ejaculation, lifelong, generalised"
HA03.11,"Male delayed ejaculation, lifelong, situational",,"The person has always experienced delayed ejaculation from the time of initiation of relevant sexual activity and the desired response is currently absent or diminished in some circumstances, with some partners, or in response to some stimuli, but not in other situations.",,,"Male delayed ejaculation, lifelong, situational"
