Code,title,Fully Specified Name,Description,Inclusions,Exclusions,Index Terms
12,Diseases of the respiratory system,,,,"Certain conditions originating in the perinatal period; Certain infectious or parasitic diseases; Complications of pregnancy, childbirth and the puerperium; Congenital malformations, deformations and chromosomal abnormalities; Endocrine, nutritional or metabolic diseases; Injury, poisoning or certain other consequences of external causes",
CA00,Acute nasopharyngitis,,"A disease of the upper respiratory tract, caused by an infection with rhinovirus. This disease is characterised by pharyngitis, runny nose, stuffy nose, or cough. Transmission is by inhalation of infected respiratory secretions, or direct contact.",,Chronic nasopharyngitis; pharyngitis NOS; Acute pharyngitis; Chronic pharyngitis; rhinitis NOS; Allergic rhinitis; Chronic rhinitis; Vasomotor rhinitis; sore throat NOS; acute sore throat; chronic sore throat,Acute nasopharyngitis; Nasopharyngitis NOS; Rhinopharyngitis; acute coryza; acute infective rhinitis; acute nasal catarrh; acute nasopharyngeal catarrh; acute rhinitis; cold; common cold; coryza; epipharyngitis; head cold; infective nasopharyngitis; infective nasopharyngitis NOS; infective rhinitis; inflammatory disease of mucous membrane; mucosal inflammation; mucositis NOS; Streptococcal nasopharyngitis; Acute catarrhal inflammation; acute catarrh; catarrh; febrile catarrh; infectious catarrh; Pneumococcal rhinitis; Septic nasopharyngitis
CA01,Acute sinusitis,,"Recent onset and/or short duration inflammation of the mucosa in one or more of the paranasal sinuses (maxillary, ethmoid, frontal and sphenoid) arising from infection or other causes such as caries or injury to the teeth. Purulent discharge can be seen at the middle meatus and olfactory cleavage and patients complain of dysosmia, stuffy nose, fever, or localised tenderness or pain. Allergic rhinitis, nasal septum deformity or hypertrophic rhinitis are underlying diseases that may induce acute sinusitis.",,"sinusitis, chronic or NOS",Acute sinusitis; acute infection of sinus; acute inflammation of sinus; acute rhinosinusitis; acute sinusitis NOS; Acute maxillary sinusitis; Acute antritis; acute maxilla sinusitis; Acute frontal sinusitis; Acute ethmoidal sinusitis; acute ethmoid sinusitis; acute ethmoiditis; Acute sphenoidal sinusitis; Acute pansinusitis; acute sinusitis involving all sinuses; Sinusitis due to Streptococcus pneumoniae; Acute infection of accessory sinus; acute inflammation of accessory sinus; Acute abscess of accessory sinus; acute accessory sinus abscess; Acute empyema of accessory sinus; acute suppuration of accessory sinus; Acute infection of nasal sinus; acute inflammation of nasal sinus; Acute abscess of nasal sinus; Acute empyema of nasal sinus; acute suppuration of nasal sinus; Acute sinusitis involving more than one sinus but not pansinusitis
CA02,Acute pharyngitis,,"Acute pharyngitis is defined as an infection or irritation of the pharynx and/or tonsils and is a part of the common cold symptoms. The etiology is usually infectious, with most cases being of viral origin.  Although virus infection is the primary cause, it is also caused by bacterial infection. The discomfort of a throat, a throat pain and swallowing pain often occur. Headache, general fatigueness, radiating pain to the ear and a cervical lymphadenitis also occur. Local finding demonstrates hyperaemic palatine tonsils and swelling of lymphoid follicles of posterior wall of pharynx. Patients with acute pharyngitis present most commonly with a sore throat. Other various symptoms can rise in these patients depending on their causing organisms.",acute sore throat,Retropharyngeal or parapharyngeal abscess; Peritonsillar abscess; Acute laryngopharyngitis; Chronic pharyngitis,
CA02.0,Acute bacterial pharyngitis,,"Rapid onset inflammation of the pharynx, (back of the throat, between the tonsils and the voicebox (larynx)) due to bacteria.",,,Acute bacterial pharyngitis; acute pharyngitis due to other bacteria; Acute pneumococcal pharyngitis; pneumococcal pharyngitis; Acute staphylococcal pharyngitis; staphylococcal pharyngitis
CA02.1,Acute viral pharyngitis,,,,,
CA02.10,Pharyngitis due to Adenovirus,,"Pharyngitis is an inflammation of the mucous membranes and underlying structures of the throat. Adenoviral pharyngitis is a self-limiting disease associated with fever, erythema of the pharynx, enlarged tonsils with exudate and enlarged cervical lymph nodes accompanied by fever, malaise, myalgia and abdominal pain. Frequently occurs with self-limiting conjunctivitis (refer to pharyngoconjunctival fever), laryngotracheitis, bronchitis and pneumonia.",,,Pharyngitis due to Adenovirus
CA03,Acute tonsillitis,,,,Peritonsillar abscess; Acute pharyngitis; Streptococcal pharyngitis,
CA03.0,Streptococcal tonsillitis,,"A disease of the tonsils, caused by an infection with the gram-positive bacteria Streptococcus pyogenes (Streptococcus group A). This disease is characterised by a sore throat, fever, tonsillar exudates, or cervical adenopathy. This disease may also present with odynophagia, dysphagia, otalgia, dry tongue, erythematous, enlarged tonsils, or yellowish white spots on the tonsils. Transmission is commonly by inhalation of infected respiratory secretions or indirect contact. Confirmation is by identification of Streptococcus group A from a throat swab.",,,Streptococcal tonsillitis; acute streptococcal tonsillitis
CA04,Acute laryngopharyngitis,,"The most common upper respiratory tract infection is the common cold however, infections of laryngopharynx is also considered upper respiratory tract infections, of multiple sites.",,,Acute laryngopharyngitis; hypopharyngitis; laryngopharyngitis; pharyngolaryngitis
