Code,title,Fully Specified Name,Description,Inclusions,Exclusions,Index Terms
KA02.4,Fetus or newborn affected by placental transfusion syndromes,,"Twin-to-twin transfusion syndrome (TTTS) occurs in monozygotic twins while they are in the uterus. It occurs when blood travels from one twin to the other, and the twin that loses blood is the donor twin, while the twin that receives blood is the recipient twin. Depending on the severity of the transfusion, both infants may experience problems, such as anaemia, paleness, and dehydration in the donor twin, and redness and an increased blood pressure in the recipient twin.",Placental and cord abnormalities resulting in twin-to-twin or other transplacental transfusion,,Fetus or newborn affected by placental transfusion syndromes; Placental and cord abnormalities resulting in twin-to-twin or other transplacental transfusion; fetal transfusion syndrome; placental transfusion in fetus or newborn; placental transfusion syndrome in fetus or newborn; twin-transfusion syndrome in fetus or newborn
KA03,Fetus or newborn affected by complications of umbilical cord,,,,,
KA03.0,Fetus or newborn affected by prolapsed cord,,"A prolapsed umbilical cord is when the cord enters the opening cervix and down into the birth canal during labour before the baby has left the uterus. The risk of prolapse is higher if the baby is lying in a transverse position, the mother has had more than one baby, an excess amount of amniotic fluid exists, there is preterm prelabour rupture of membranes, or if membranes are artificially ruptured.",,,Fetus or newborn affected by prolapsed cord; Compression of umbilical cord with cord prolapse affecting fetus or newborn
KA03.1,Fetus or newborn affected by other compression of umbilical cord,,A group of conditions characterised by findings in the fetus or newborn due obstruction of blood flow through the umbilical cord secondary to pressure from an external object or misalignment of the cord itself not classified elsewhere.,,,"Fetus or newborn affected by other compression of umbilical cord; Compression of umbilical cord affecting fetus or newborn; Fetus or newborn affected by cord around neck; Fetus or newborn affected by cord tightly around neck; Fetus or newborn affected by entanglement of cord; umbilical cord entanglement, affecting fetus or newborn; umbilical cord strangulation, affectng fetus or newborn; Torsion of umbilical cord in fetus or newborn; Twisted umbilical cord in fetus or newborn"
KA03.2,Fetus or newborn affected by abnormalities of umbilical cord length,,,,,
KA03.20,Fetus or newborn affected by short umbilical cord,,"An umbilical cord < 2 SD in length below mean for the gestational age. At term, this is < 35 cm. Often associated with fetal hypokinesia",,,Fetus or newborn affected by short umbilical cord
KA03.21,Fetus or newborn affected by long umbilical cord,,"An umbilical cord > 2 SD in length above mean for the gestational age. At term, this is > 80 cm.",,,Fetus or newborn affected by long umbilical cord
KA03.3,Fetus or newborn affected by vasa praevia,,An obstetric complication characterised by fetal vessels crossing or running in close proximity to the internal orifice of the cervix (inner cervical os).,,Fetal blood loss from vasa praevia,Fetus or newborn affected by vasa praevia
KA03.4,Fetus or newborn affected by traumatic injury of the umbilical cord,,,,,Fetus or newborn affected by traumatic injury of the umbilical cord; Newborn affected or suspected to be affected by umbilical cord puncture; Newborn affected or suspected to be affected by umbilical cord rupture; Newborn affected or suspected to be affected by varix umbilical cord; Newborn affected or suspected to be affected by disruption of the umbilical cord
KA04,Fetus or newborn affected by other abnormalities of membranes,,,,,
KA04.0,Fetus or newborn affected by chorioamnionitis,,"Chorioamnionitis is an infection of the placental tissues and amniotic fluid. It can lead to bacteraemia in the mother, which is an infection of the blood, and this can cause preterm birth or infection in the newborn. Organisms which are usually responsible for chorioamnionitis include Escherichia coli (E. coli) and Group B streptococcus.",,Infections of the fetus or newborn,Fetus or newborn affected by chorioamnionitis; Fetus or newborn affected by amnionitis; fetus or neonate affected by amnionitis; Fetus or newborn affected by membranitis; fetus or neonate affected by membranitis; Fetus or newborn affected by placentitis
KA04.1,Fetus or newborn affected by amniotic band syndrome,,,,,Fetus or newborn affected by amniotic band syndrome
KA05,Fetus or newborn affected by certain complications of labour or delivery,,A group of conditions characterised by findings in the fetus or newborn due to any other adverse evolution (complication) during labour and delivery.,,,
KA05.0,Fetus or newborn affected by breech delivery or extraction,,"Breech presentation refers to a fetus that is lying with its bottom downwards. There are three different types of breech presentation: breech with extended legs (frank), fully flexed legs (complete), or footling (incomplete) with one or both thighs extended. Breech presentation is associated with an increased risk of intrapartum trauma or asphyxia, and caesarean section is a common mode of delivery to reduce birth-related complications.",,,"Fetus or newborn affected by breech delivery or extraction; breech extraction affecting fetus; breech extraction affecting fetus or newborn; breech presentation, causing obstructed labour, affecting fetus or newborn; fetus affected by breech delivery; fetus or neonate affected by breech delivery and extraction; fetus or newborn affected by breech delivery and extraction"
KA05.1,"Fetus or newborn affected by other malpresentation, malposition or disproportion during labour or delivery",,"A condition characterised by findings in the fetus or newborn due to abnormal positions of the vertex of the fetal head (malposition) or any presentation position of the fetus other than vertex of the fetal head, first (malpresentation) during labour and delivery.",,,"Fetus or newborn affected by other malpresentation, malposition or disproportion during labour or delivery; dystocia affecting fetus or newborn; positional dystocia affecting fetus or newborn; Abnormal cervix in pregnancy or childbirth causing obstructed labour affecting fetus or newborn; Android pelvis with disproportion affecting fetus or newborn; Asymmetric pelvis with disproportion affecting fetus or newborn; Atresia of cervix in pregnancy or childbirth causing obstructed labour affecting fetus or newborn; Cervix canal stenosis in pregnancy or childbirth causing obstructed labour affecting fetus or newborn; Cervix canal stricture in pregnancy or childbirth causing obstructed labour affecting fetus or newborn; Cervix tumour in pregnancy or childbirth causing obstructed labour affecting fetus or newborn; Cretin pelvis with disproportion affecting fetus or newborn; Cystocele in pregnancy or childbirth causing obstructed labour affecting fetus or newborn; Disproportion affecting fetus or newborn; Failure of fetal head to enter pelvic brim affecting fetus or newborn; Failure of trial of labour affecting fetus or newborn; Fetal deformity causing obstructed labour affecting fetus or newborn; Fetal hydrocephalus causing disproportion affecting fetus or newborn; obstructed labour by or due to hydrocephalic fetus affecting fetus or newborn; Fetus or newborn affected by persistent occipitoposterior position; occipitoposterior position persistent affecting fetus or newborn; Fetus or newborn effected by maternal obstructed labour due to malposition or malpresentation of fetus; maternal dystocia affecting fetus or newborn; Fibrosis of perineum in pregnancy or childbirth causing obstructed labour affecting fetus or newborn; Flat pelvis with disproportion affecting fetus or newborn; Funnel pelvis with disproportion affecting fetus or newborn; Infantilism pelvis with disproportion affecting fetus or newborn; Locked twins causing obstructed labour affecting fetus or newborn; Obstructed labour affecting fetus or newborn; Oversize fetus causing disproportion affecting fetus or newborn; Pelvic contraction with disproportion affecting fetus or newborn; Pelvic deformity with disproportion affecting fetus or newborn; Pithecoid pelvis with disproportion affecting fetus or newborn; Platypelloid pelvis with disproportion affecting fetus or newborn; Rectocele in pregnancy or childbirth causing obstructed labour affecting fetus or newborn; Retroversion of uterus, in pregnancy or childbirth, causing obstructed labour, affecting fetus or newborn; Scoliotic pelvis with disproportion affecting fetus or newborn; Shoulder dystocia affecting fetus or newborn; shoulder girdle dystocia affecting fetus or newborn; Shoulder impaction affecting fetus or newborn; Small pelvis with disproportion affecting fetus or newborn; Spondylolisthesis with disproportion affecting fetus or newborn; Spondylosis disproportion affecting fetus or newborn; Suspended uterus in pregnancy or childbirth causing obstructed labour affecting fetus or newborn; Tumour of uterus in pregnancy or childbirth causing obstructed labour affecting fetus or newborn; Tumour of vulva or perineum in pregnancy or childbirth causing obstructed labour affecting fetus or newborn; Uterus anteversion in pregnancy or childbirth causing obstructed labour affecting fetus or newborn; Vaginal stenosis in pregnancy or childbirth causing obstructed labour affecting fetus or newborn"
KA05.2,Fetus or newborn affected by forceps delivery,,A condition characterised by findings in the fetus or newborn due to assisted birth in which intervention assistance is provided with smooth metal instruments curved to fit around the head (forceps).,,,Fetus or newborn affected by forceps delivery
KA05.3,Fetus or newborn affected by delivery by vacuum extractor,,"A condition characterised by findings in the fetus or newborn due to assisted birth in which intervention assistance is provided with a soft or hard plastic or metal cup attached by a tube to a suction device that fits firmly onto the head and attaches with suction (vacuum extractor, ventouse).",Fetus or newborn affected by delivery by ventouse,,Fetus or newborn affected by delivery by vacuum extractor; Fetus or newborn affected by delivery by ventouse
KA05.4,Fetus or newborn affected by caesarean delivery,,A condition characterised by findings in the fetus or newborn due to delivery via a surgical procedure in which one or more incisions are made through a mother's abdomen (laparotomy) and uterus (hysterotomy) to deliver one or more babies (Caesarean delivery).,,,Fetus or newborn affected by caesarean delivery; fetus or neonate affected by caesarean section
KA05.5,Fetus or newborn affected by precipitate delivery,,"A precipitate delivery is one that is < 3 hours and where contractions are unusually severe. It commonly occurs in multiparous women or when labour has been induced. Due to the force and speed of delivery, trauma may occur to the mother and newborn. The mother may suffer from haemorrhage, perineal laceration, infection, or uterine rupture, and the newborn may suffer from subdural hematoma, anoxia, or fractures.",,,Fetus or newborn affected by precipitate delivery; fetus or newborn affected by rapid second stage of labour; precipitate labour affecting fetus or newborn; rapid second stage affecting fetus or newborn
KA05.6,Fetus or newborn affected by abnormal uterine contractions,,"Abnormal uterine contractions can either be hypertonic or hypotonic. Hypertonic contractions are ones that occur more frequently and are marked by an increase in resting tone to more than 15 mm Hg. Hypotonic contractions are ones where the number of contractions is unusually low, the resting tone of the uterus is less than 10 mm Hg, and the strength of contractions is consistently < 26 mm Hg.",,,"Fetus or newborn affected by abnormal uterine contractions; Arrested active phase of labour affecting fetus or newborn; Atony of uterus during labour affecting fetus or newborn; Desultory labour affecting fetus or newborn; Dyscoordinate labour affecting fetus or newborn; Dystocia of cervix affecting fetus or newborn; Dystocia of contraction ring affecting fetus or newborn; Failure of cervix dilatation in labour affecting fetus or newborn; Fetus or newborn affected by hypertonic, incoordinate or prolonged uterine contractions; Fetus or newborn affected by hypertonic labour; hypertonic labour affecting fetus or newborn; hypertonic uterus affecting fetus or newborn; Incoordinate labour affecting fetus or newborn; uterine incoordination affecting fetus or newborn; Prolonged uterine contractions in labour affecting fetus or newborn; Fetus or newborn affected by primary inadequate contractions; Fetus or newborn affected by uterine inertia; uterine inertia affecting fetus or newborn; Fetus or newborn affected by secondary uterine inertia; Fetus or newborn affected by other uterine inertia; Functional disturbance of uterus complicating delivery affecting fetus or newborn; Incomplete, poor or slow cervix dilatation affecting fetus or newborn; Fetus or newborn affected by contraction ring; ring contraction affecting fetus or newborn; Uterus retraction ring affecting fetus or newborn; Irregular labour affecting fetus or newborn; Poor contraction during labour affecting fetus or newborn; Protracted labour affecting fetus or newborn; Spasm of cervix complicating delivery affecting fetus or newborn"
KA05.7,Fetus or newborn affected by abnormality in fetal intrauterine heart rate or rhythm,,,,,
KA05.70,Fetus and newborn affected by abnormality in fetal intrauterine heart rate or rhythm before onset of labour,,,,,Fetus and newborn affected by abnormality in fetal intrauterine heart rate or rhythm before onset of labour
KA05.71,Fetus and newborn affected by abnormality in fetal intrauterine heart rate or rhythm during labour,,,,,Fetus and newborn affected by abnormality in fetal intrauterine heart rate or rhythm during labour
KA05.8,Meconium passage during delivery,,Meconium passage by the fetus during labour and/or delivery process.,,Neonatal aspiration of meconium; Meconium staining,Meconium passage during delivery; Fetus and newborn affected or suspected to be affected by meconium passage during delivery
KA06,Fetus or newborn affected by noxious influences transmitted via placenta or breast milk,,A group of conditions characterised by findings in the fetus or newborn due to the transmission of any harmful or poisonous substance to the fetus or newborn via the placenta or in breast milk.,nonteratogenic effects of substances transmitted via placenta,congenital malformations; Neonatal hyperbilirubinaemia due to drugs or toxins transmitted from mother,
KA06.0,"Fetus or newborn affected by maternal anaesthesia or analgesia in pregnancy, labour or delivery",,A condition characterised by findings in the fetus or newborn due to the transmission of anaesthesia or analgesia provided to the mother during the period of time between conception and childbirth.,Reactions and intoxications from maternal opiates or tranquillizers administered during labour or delivery,,"Fetus or newborn affected by maternal anaesthesia or analgesia in pregnancy, labour or delivery; Reactions and intoxications from maternal opiates or tranquillizers administered during labour or delivery; sedation during labour or delivery affecting fetus or newborn"
KA06.1,Fetus or newborn affected by maternal use of tobacco,,A condition characterised by findings in the fetus or newborn due to the transmission of any substances derived from tobacco use by the mother to the fetus or newborn.,,Exposure to tobacco smoke in the perinatal period,"Fetus or newborn affected by maternal use of tobacco; maternal tobacco use, affecting fetus"
KA06.2,Fetus or newborn affected by maternal use of alcohol,,A condition characterised by findings in the fetus or newborn due to the transmission of any substances derived from alcohol use by the mother to the fetus or newborn.,,Fetal alcohol syndrome,"Fetus or newborn affected by maternal use of alcohol; Alcoholism complicating pregnancy, childbirth or puerperium affecting fetus or newborn"
KA06.3,Fetus or newborn affected by maternal use of drugs of addiction,,A condition characterised by findings in the fetus or newborn due to the transmission of any substances derived from other drug use by the mother to the fetus or newborn.,,"Fetus or newborn affected by maternal anaesthesia or analgesia in pregnancy, labour or delivery; withdrawal symptoms from maternal use of drugs of addiction",Fetus or newborn affected by maternal use of drugs of addiction
KA06.4,Fetus or newborn affected by maternal use of nutritional chemical substances,,A condition characterised by findings in the fetus or newborn due to the transmission of any substances derived from nutritional chemical use by the mother to the fetus or newborn.,,,Fetus or newborn affected by maternal use of nutritional chemical substances
KA06.5,Fetus or newborn affected by maternal exposure to environmental chemical substances,,A condition characterised by findings in the fetus or newborn due to the transmission of any substances derived from exposure of the mother to environmental chemicals.,,,Fetus or newborn affected by maternal exposure to environmental chemical substances
KA07,Neonatal dermatoses due to maternal antibodies,,A range of antibody-mediated neonatal skin disorders due to transplacental transfer of maternal antibodies to the fetus. The relevant autoimmune disorder may or may not be apparent in the mother.,,,Neonatal dermatoses due to maternal antibodies
KA07.0,Neonatal lupus erythematosus,,"Neonatal lupus erythematosus results from trans-placental transfer of maternal antibodies, in particular anti-Ro/SSA and anti La/SSB. It manifests with an erythematous rash which may be obviously photosensitive and is closely associated with congenital heart block. The mother may have known lupus, especially subacute cutaneous lupus erythematosus, but she may be asymptomatic. The rash normally subsides within the first few months of life.",,,Neonatal lupus erythematosus
KA07.1,Neonatal pemphigus,,Neonatal pemphigus vulgaris is a short lived autoimmune skin disease arising as a result of transplacental transmission to the neonate of maternal antibodies. Neonatal pemphigus is characterised by blister formation on the skin and the mucous membranes mediated by auto-antibodies to the desmosome component desmoglein 3.,,,Neonatal pemphigus
KA20,Disorders of newborn related to slow fetal growth or fetal malnutrition,,,,,
KA20.0,Small for gestational age,,Birth weight below – 2 standard deviations of the mean or below the 10th percentile according to local intrauterine growth charts,Small-for-dates,,
KA20.00,"Small for gestational age, symmetrical",,"Growth of the fetus is affected in early pregnancy and growth is slow throughout the duration of the pregnancy. The head circumference is proportional to the rest of the body. Birth weight is 2 standard deviations below the mean, or below the 10th percentile.",,,"Small for gestational age, symmetrical"
KA20.01,"Small for gestational age, asymmetrical",,This growth restriction leads to a disparity in length and head circumference when compared to birth weight. This condition typically occurs in the third trimester.,,,"Small for gestational age, asymmetrical"
KA20.1,Intrauterine growth restriction,,"The fetus does not achieve its predicted genetic potential and infant, not light or small for gestational age, showing signs of fetal malnutrition.",,,
KA20.10,Asymmetrical intrauterine growth restriction,,There is restriction of body weight followed by length with general head sparing. This condition occurs late in pregnancy and is caused by extrinsic factors. Fetal malnutrition leading to low ponderal index less than 2 (weight to length ratio) but weight not severe enough to qualify as small for gestational age.,,,Asymmetrical intrauterine growth restriction; Asymmetrical IUGR
KA20.11,Symmetrical intrauterine growth restriction,,"This condition begins earlier in pregnancy and there is a higher incidence of permanent neurologic sequela. It is often associated with either genetic abnormalities or fetal infection, especially 1st trimester viral infections.",,,Symmetrical intrauterine growth restriction; Symmetrical IUGR; symmetrical growth retardation
KA20.12,Intrauterine growth restriction associated with small for gestational age,,These infants are classified as small for gestational age but have also been subject to intrauterine growth restriction.,,,Intrauterine growth restriction associated with small for gestational age; fetal malnutrition without mention of expected weight for gestational age
KA20.2,Fetal intrauterine malnutrition without mention of small for gestational age,,"Neonate, not light or small for gestational age, showing signs of fetal malnutrition, such as dry, peeling skin or loss of subcutaneous tissue.",,fetal malnutrition with mention of: light for gestational age; fetal malnutrition with mention of: small for gestational age,Fetal intrauterine malnutrition without mention of small for gestational age; fetal malnutrition NOS; intrauterine malnutrition; intrauterine or fetal malnutrition; poor fetal nutrition
KA21,"Disorders of newborn related to short gestation or low birth weight, not elsewhere classified",,"Infants whose weight is appropriate for their gestational ages are termed appropriate for gestational age (AGA). Infants that are heavier than expected are large for gestational age (LGA). Conversely, those smaller than expected are considered small for gestational age (SGA).",,Disorders of newborn related to slow fetal growth or fetal malnutrition,"Disorders of newborn related to short gestation or low birth weight, not elsewhere classified"
KA21.0,Extremely low birth weight of newborn,,"Newborn birth weight 999 g or less. Infants have increased morbidity including neurosensory disability, cerebral palsy, retinopathy of prematurity, deafness, pulmonary immaturity, chronic lung disease and subnormal cognitive function.",,,
KA21.00,"Extremely low birth weight of newborn, 499g or less",,A paediatric condition in which the infant is born weighing 499 g or less.,,,"Extremely low birth weight of newborn, 499g or less"
KA21.01,"Extremely low birth weight of newborn, 500-749g",,A paediatric condition in which the infant is born weighing between 500 and 749 g.,,,"Extremely low birth weight of newborn, 500-749g"
