Code,title,Fully Specified Name,Description,Inclusions,Exclusions,Index Terms
MA12,"Clinical findings of drugs, medicaments or biological substances in blood, blood-forming organs, or the immune system",,,,,"Clinical findings of drugs, medicaments or biological substances in blood, blood-forming organs, or the immune system"
MA12.0,Finding of opiate drug in blood,,,,,Finding of opiate drug in blood; opiate in blood
MA12.1,Finding of cocaine in blood,,,,,Finding of cocaine in blood; cocaine in blood
MA12.2,Finding of hallucinogen in blood,,,,,Finding of hallucinogen in blood; hallucinogen in blood
MA12.3,Finding of psychotropic drug in blood,,,,,Finding of psychotropic drug in blood; psychotropic drug in blood
MA12.4,Finding of steroid agent in blood,,,,,Finding of steroid agent in blood; steroid in blood
MA13,"Clinical findings of substances chiefly nonmedicinal as to source in blood, blood-forming organs, or the immune system",,,,,"Clinical findings of substances chiefly nonmedicinal as to source in blood, blood-forming organs, or the immune system"
MA13.0,Finding of abnormal level of heavy metals in blood,,,,,Finding of abnormal level of heavy metals in blood
MA13.00,Abnormal level of lead in blood,,Abnormal level of lead in blood in those who have been exposed to lead and who require management.,,"Harmful effects of or exposure to noxious substances, Substances chiefly nonmedicinal as to source, Metals",Abnormal level of lead in blood
MA13.1,Finding of alcohol in blood,,,,,Finding of alcohol in blood; alcohol in blood; Excessive alcohol blood level; excess blood alcohol level
MA14,"Immunological findings in blood, blood-forming organs, or the immune system",,,,,"Immunological findings in blood, blood-forming organs, or the immune system"
MA14.0,Laboratory evidence of human immunodeficiency virus,,,,"Asymptomatic human immunodeficiency virus infection; Human immunodeficiency virus disease; Human immunodeficiency disease complicating pregnancy, childbirth or the puerperium",Laboratory evidence of human immunodeficiency virus; human immunodeficiency virus test positive; laboratory evidence of HIV; positive test for HIV; Nonconclusive HIV-test finding in infants
MA14.1,Certain specified immunological findings,,,,,Certain specified immunological findings; abnormal immunological findings in serum
MA14.10,Abnormal reaction to tuberculin test,,,,,Abnormal reaction to tuberculin test; Abnormal reaction to tuberculin test without active tuberculosis; Abnormal result of Mantoux test; PPD positive; Tuberculin skin test reactor; abnormal mantoux test; positive tuberculin skin test; Abnormal reaction to cell mediated immunity measurement of gamma interferon antigen response; False-positive response to Mycobacterium tuberculosis interferon-gamma release test; Nonspecific reaction to QuantiFERON-TB test (QFT) without active tuberculosis
MA14.11,Anticitrullinated protein antibody negative,,,,,Anticitrullinated protein antibody negative; ACPA - [anticitrullinated protein antibody] negative; CCP - [cyclic citrullinated peptide] antibody negative
MA14.12,Anticitrullinated protein antibody positive,,,,,Anticitrullinated protein antibody positive; ACPA - [anticitrullinated protein antibody] positive; CCP - [cyclic citrullinated peptide] antibody positive
MA14.13,Anti-nuclear antibody negative,,,,,Anti-nuclear antibody negative; ANA - [anti-nuclear antibody] negative
MA14.14,Anti-nuclear antibody positive,,,,,Anti-nuclear antibody positive; ANA - [anti-nuclear antibody] positive
MA14.15,Elevated C-reactive protein,,,,,Elevated C-reactive protein; increased C-reactive protein
MA14.16,False-positive serological test for syphilis,,,False-positive Wassermann reaction,,False-positive serological test for syphilis; False-positive Wassermann reaction; false positive VDRL - [venereal disease research laboratory] test; false-positive serology for syphilis
MA14.17,Human leukocyte antigen negative,,,,,Human leukocyte antigen negative; HLA - [human leukocyte antigen] B27 negative
MA14.18,Human leukocyte antigen positive,,,HLA B-27,,Human leukocyte antigen positive; HLA - [human leukocyte antigen] B27 positive; HLA B-27
MA14.19,Neural autoantibody negative,,,,,Neural autoantibody negative
MA14.1A,Neural autoantibody positive,,,,,Neural autoantibody positive
MA14.1B,Prostate specific antigen positive,,,,,Prostate specific antigen positive; Abnormality of prostate-specific antigen [PSA]; Elevated prostate specific antigen; PSA - [prostate specific antigen]; elevated PSA; increased prostatic specific antigen
MA14.1C,Raised antibody titre,,,,"isoimmunization, in pregnancy affecting fetus or newborn",Raised antibody titre; antibody titre above reference range; high antibody titre; increased antibody titre
MA14.1D,Rheumatoid factor negative,,,,,Rheumatoid factor negative; RF- [rheumatoid factor] negative
MA14.1E,Rheumatoid factor positive,,,,,Rheumatoid factor positive; RF- [rheumatoid factor] positive
MA15,"Microbiological findings in blood, blood-forming organs, or the immune system",,,,,"Microbiological findings in blood, blood-forming organs, or the immune system"
MA15.0,Bacteraemia,,"The presence of bacteria in the blood. This can be detected, for example, by a positive blood culture.",,Sepsis; Bacterial infection of unspecified site,Bacteraemia; Bacteraemia NOS; Staphylococcus aureus bacteraemia; Septicaemia; E coli septicaemia (deprecated); Escherichia coli septicaemia (deprecated); Listeria monocytogenes septicaemia (deprecated); Listeria monocytogenes septicaemia without mention of septic shock (deprecated); Pseudomonas aeruginosa septicaemia (deprecated); Septicaemic plague (deprecated); Septicaemic plague NOS (deprecated); actinomycotic septicaemia (deprecated); anaerobic septicaemia (deprecated); anthrax septicaemia (deprecated); gangrenous septicaemia (deprecated); gram-negative septicaemia NOS (deprecated); group d streptococcal septicaemia (deprecated); listerial septicaemia (deprecated); pneumococcal septicaemia (deprecated); pyaemia (deprecated); salmonella septicaemia (deprecated); septic plague (deprecated); septicaemia due to anaerobes (deprecated); septicaemia due to coagulase-negative staphylococcus (deprecated); septicaemia due to haemophilus influenzae [h. influenzae] (deprecated); septicaemia due to streptococcus group A (deprecated); septicaemia due to streptococcus group B (deprecated); septicaemic colibacillosis (deprecated); septicaemic plague without mention of septic shock (deprecated); staphylococcal septicaemia NOS (deprecated); staphylococcus aureus septicaemia NOS (deprecated); streptococcaemia (deprecated); streptococcal septicaemia (deprecated); streptococcus pyogenes septicaemia (deprecated)
MA15.1,Fungaemia,,,,,Fungaemia; fungemia; Candidaemia; candida septicaemia (deprecated); candidal septicaemia (deprecated)
MA16,"Cytological findings in blood, blood-forming organs, or the immune system",,,,,
MA16.0,Abnormality of red blood cells,,,,Acquired polycythaemia; anaemias; polycythaemia: NOS; polycythaemia: benign (familial); Polycythaemia neonatorum; Polycythaemia vera,
MA16.00,"Haemolysis, not elsewhere classified",,,,"Postpartum coagulation defects; Delayed or excessive haemorrhage following abortion, ectopic or molar pregnancy; Intrapartum haemorrhage with coagulation defect; HELLP syndrome; Neonatal haemolysis due to systemic bacterial infection with or without concomitant diffuse intravascular coagulation","Haemolysis, not elsewhere classified; autoimmune haemolysis; haemolysis NOS"
MA16.1,Abnormality of white blood cells,,,,Neutrophilia,
MA16.10,Decreased white blood cell count,,,,,Decreased white blood cell count; decreased blood leukocyte number; hypoleukocytosis (deprecated); leukopenia; low white blood cell count; low white cell count; Plasmocytopenia; Plasmacytopenia
MA16.11,Elevated white blood cell count,,,,,Elevated white blood cell count; high white blood cell count; increased white blood cell count; leukocytosis; Plasmacytosis; Leukaemoid reaction; Leukaemoid reaction NOS; Basophilic leukaemoid reaction; Lymphocytic leukaemoid reaction; Monocytic leukaemoid reaction; Myelocytic leukaemoid reaction; Neutrophilic leukaemoid reaction; Basophilia; basophilism; Bandaemia; Bandaemia without diagnosis of specific infection; neutrophilia with excess immature forms without diagnosis of specific infection
MA17,"Histological findings in blood, blood-forming organs, or the immune system",,,,,"Histological findings in blood, blood-forming organs, or the immune system"
MA18,Certain clinical findings of blood chemistry,,,,"abnormality of fluid, electrolyte or acid-base balance; asymptomatic hyperuricaemia; Neonatal hypoglycaemia; specific findings indicating disorder of: amino-acid metabolism; specific findings indicating disorder of: carbohydrate metabolism; specific findings indicating disorder of: lipid metabolism",
MA18.0,Elevated blood glucose level,,,,"Syndrome of infant of a diabetic mother, type 1 or 2, nongestational, insulin dependent; Neonatal diabetes mellitus; Diabetes mellitus in pregnancy; Syndrome of infant of mother with gestational diabetes; Postprocedural hypoinsulinaemia",
MA18.00,Abnormal glucose tolerance test,,"Greater than normal levels of glucose found in laboratory examination of the blood to check how the body breaks down (metabolizes) blood sugar. Positive findings may indicate diabetes or Cushing diseases, among other things.",,,Abnormal glucose tolerance test; abnormal carbohydrate tolerance test; impaired glucose tolerance test
MA18.1,Abnormal level of blood mineral,,,Abnormal blood level of mineral NEC,Neonatal hypomagnesaemia; nutritional mineral deficiency,Abnormal level of blood mineral; Abnormal blood level of mineral NEC; Abnormal blood level of cobalt; Abnormal blood level of copper; Abnormal blood level of iron; Abnormal blood level of magnesium; Abnormal blood level of zinc
MA18.2,Abnormal arterial blood-gas level,,,,,"Abnormal arterial blood-gas level; Abnormal blood gas level, NOS; Arterial blood gas analysis, abnormal; Arterial blood pH less than or equal to 7.00; Base deficit greater than or equal to 12mmol/L"
MA18.3,Abnormal coagulation profile,,,,,Abnormal coagulation profile; raised INR - [international normalized ratio]; subtherapeutic INR; supratherapeutic INR
MA18.4,Low haemoglobin,,,,Low affinity haemoglobin,Low haemoglobin
MA19,Certain abnormalities of plasma proteins,,,,"Disorders of plasma-protein metabolism, not elsewhere classified",
MA19.0,Abnormality of albumin,,,,,Abnormality of albumin
MA19.1,Abnormality of alphafetoprotein,,,,,Abnormality of alphafetoprotein
MA19.2,Abnormality of globulin,,,,,Abnormality of globulin; Hyperglobulinaemia
MA1A,Elevated erythrocyte sedimentation rate or abnormality of plasma viscosity,,,,,Elevated erythrocyte sedimentation rate or abnormality of plasma viscosity
MA1A.0,Elevated erythrocyte sedimentation rate,,,,,Elevated erythrocyte sedimentation rate; elevated sedimentation rate; increased erythrocyte sedimentation rate; increased red blood cell sedimentation rate; raised ESR - [erythrocyte sedimentation rate]
MA1A.1,Abnormal plasma viscosity,,,,,Abnormal plasma viscosity; blood hyperviscosity; hyperviscosity NOS; hyperviscosity syndrome
MA50,Abnormal results of thyroid function studies,,,,,Abnormal results of thyroid function studies; abnormal thyroid function studies; nonspecific abnormal results of function study of thyroid; thyroid function tests abnormal
MA51,Abnormal results of other endocrine function studies,,,,Abnormal glucose tolerance test,Abnormal results of other endocrine function studies
MA80,Speech or language disturbances,,"Speech or language disturbances, not classified elsewhere include dysphasia and aphasia, dysarthria and anarthria, and other speech or language disturbances.",,Developmental speech or language disorders; Autism spectrum disorder; Speech dysfluency,
MA80.0,Aphasia,,,,Developmental speech or language disorders,Aphasia; aphasic; aphasic disturbance; Conduction aphasia; Central aphasia; Amnestic aphasia; nominal aphasia; Global aphasia; Cortical aphasia; Expressive-receptive aphasia; Paraphasia; Pictorial aphasia; Semantic aphasia; Syntactic aphasia; Syntactical aphasia
MA80.1,Dysphasia,,A cognitive disorder marked by an impaired ability to comprehend or express language in its written or spoken form. This condition is caused by diseases which affect the language areas of the dominant hemisphere. Clinical features are used to classify the various subtypes of this condition.,,Developmental speech or language disorders; progressive isolated aphasia,Dysphasia; loss of power of expression or comprehension; Alalia; Aphemia; Semantic dysphasia; syntactic difficulties; syntactic impairment; Dysnomia; Global dysphasia; Expressive dysphasia
MA80.2,Dysarthria,,,,Developmental speech or language disorders,
MA80.20,Anarthria,,,,,Anarthria
MA81,Speech dysfluency,,"Speech dysfluency is characterised by the frequent or pervasive disruption of the rhythmic flow of speech that arises subsequent to the developmental period (i.e., adult onset) and is outside the limits of normal variation and results in reduced intelligibility and significantly affects communication. It can involve repetitions of sounds, syllables or words, prolongations, word breaks, blockage of production, excessive use of interjections, and rapid short bursts of speech.",,Developmental language disorder; Developmental speech or language disorders; Developmental speech fluency disorder; Dysarthria; Selective mutism; childhood onset stammering; childhood onset stuttering; childhood onset cluttering; childhood-onset speech fluency disorder,Speech dysfluency; speech impediment NOS; Adult onset cluttering; Adult onset stammering; Adult onset stuttering
MA82,Voice disturbances,,"Voice disturbances include dysphonia, aphonia, hypernasality and hyponasality, and other voice disturbances.",,,
MA82.0,Aphonia,,"Aphonia is the inability to produce voice. It is considered more severe than dysphonia. Like dysphonia, aphonia can be caused by voice strain or overuse, injury, by structural laryngeal anomalies or by dystonic neurological disorders.",Loss of voice,Dissociative disorders,Aphonia; Loss of voice; absence of voice; complete voice loss; organic aphonia; unable to phonate; unable to produce voice; unable to vocalize
MA82.1,Dysphonia,,Difficulty and/or pain in phonation or speaking.,,Developmental speech or language disorders; Developmental speech fluency disorder,
MA82.10,Hoarseness,,,,,Hoarseness
MA82.2,Nasality,,"Nasality (or resonance) refers to the quality of the voice that is determined by the balance of sound vibration in the oral, nasal, and pharyngeal cavities during speech. Abnormal resonance can occur when there is obstruction in one of the cavities, causing hyponasality, or when there is velopharyngeal dysfunction, causing hypernasality. This category should only be assigned when hyponasality or hypernasality is outside the limits of normal variation and results in reduced intelligibility and significantly affects communication.",,,Nasality; Hypernasality; Hyponasality
MB20,"Symptoms, signs or clinical findings involving consciousness",,"Symptoms, signs, and clinical findings indicative of a disturbance in the state or quality of awareness of oneself and the environment, alertness, or clarity of the wakeful state.",,newborn uremic coma; Delirium; Psychomotor retardation,"Symptoms, signs or clinical findings involving consciousness"
MB20.0,Stupor,,Total or nearly total lack of spontaneous movement and marked decrease in reactivity to environment.,Semicoma,Catatonia; Delirium,Stupor; Semicoma; stuporous
MB20.1,Coma,,"Acute state lasting more than one hour and usually less than a month. The comatose patient is unresponsive, lying with their eyes closed and cannot be aroused even by vigorous and noxious stimuli. Motor responses to noxious stimulation are limited to reflexive behaviour. Etiologies include but are not limited to traumatic, anoxic, infectious, neoplastic, vascular, inflammatory and metabolic brain injuries.",,Diabetic coma; Hepatic coma; Neonatal coma; Nondiabetic hypoglycaemic coma; chronic uremic coma,"Coma; Coma, NOS; Unconsciousness, NOS; comatose; exanimation; unconsciousness; Glasgow Coma Scale, eyes opening; Glasgow Coma Scale, eyes opening, never; Glasgow Coma Scale, eyes open, never; Glasgow Coma Scale, eyes opening, score 1; coma scale, eyes open, score 1; coma scale, eyes opening, score 1; Glasgow Coma Scale, eyes opening, to pressure; Glasgow Coma Scale, eyes opening, to pain; Glasgow Coma Scale, eyes opening, to pressure, score 2; coma scale, eyes open, to pain; coma scale, eyes open, to pain, score 2; Glasgow Coma Scale, eyes opening, to sound; Glasgow Coma Scale, eyes open to sound; Glasgow Coma Scale, eyes open, score 3; coma scale, eyes open, to sound, score 3; coma scale, eyes opening, to sound, score 3; Glasgow Coma Scale, eyes opening, spontaneously; coma scale, eyes open, spontaneous, score 4; coma scale, eyes opening, spontaneous, score 4; Glasgow Coma Scale, eyes opening, not testable; coma scale, eyes open, not testable, score NT; coma scale, eyes opening, not testable, score NT; Glasgow Coma Scale, best verbal response; Glasgow Coma Scale, best verbal response, none; coma scale, best verbal response, none, score 1; Glasgow Coma Scale, best verbal response, sounds; Glasgow Coma Scale, best verbal response, incomprehensible words or sounds; Glasgow Coma Scale, best verbal response, sounds, score 2; coma scale, best verbal response, incomprehensible words or sounds; coma scale, best verbal response, incomprehensible words or sounds, score 2; Glasgow Coma Scale, best verbal response, words; Glasgow Coma Scale, best verbal response, inappropriate words; Glasgow Coma Scale, best verbal response, words, score 3; coma scale, best verbal response, inappropriate words, score 3; coma scale, best verbal response, words, score 3; Glasgow Coma Scale, best verbal response, confused; Glasgow Coma Scale, best verbal response, confused conversation; coma scale, best verbal response, confused conversation; coma scale, best verbal response, confused conversation, score 4; coma scale, best verbal response, confused, score 4; Glasgow Coma Scale, best verbal response, oriented; coma scale, best verbal response, oriented, score 5; Glasgow Coma Scale, best verbal response, not testable; coma scale, best verbal response, not testable, score NT; Glasgow Coma Scale, best motor response; Glasgow Coma Scale, best motor response, none; coma scale, best motor response, none, score 1; flaccid response; Glasgow Coma Scale, best motor response, extension; coma scale, best motor response, extension, score 2; decerebrate posture; Glasgow Coma Scale, best motor response, abnormal flexion; coma scale, best motor response, abnormal flexion to pain, score 3; decorticate posture; Glasgow Coma Scale, best motor response, normal flexion; coma scale, best motor response, flexion withdrawal to pain; coma scale, best motor response, flexion withdrawal to pain, score 4; Glasgow Coma Scale, best motor response, localising; coma scale, best motor response, localises to pain; coma scale, best motor response, localises to pain, score 5; coma scale, best motor response, localising, score 5; Glasgow Coma Scale, best motor response, obeys commands; coma scale, best motor response, obeys commands, score 6; Glasgow Coma Scale, best motor response, not testable; coma scale, best motor response, not testable, score NT"
MB20.2,Clouding of consciousness,,"An impairment in the clarity of consciousness characterised by impaired ability to comprehend aspects of the environment or the self in relation to the environment, inattention, and abnormalities in thought processes, comprehension. It is typically accompanied by subjective experience of mental clouding described as feeling ‘foggy’. Clouding of consciousness is a common form of cognitive disturbance in Delirium, but it is not synonymous with Delirium because Delirium includes additional diagnostic requirements.",,Delirium,Clouding of consciousness; Clouded state; brain fog; mental fog; Subsyndromal delirium
MB21,"Symptoms, signs or clinical findings involving cognition",,"Symptoms, signs, and clinical findings indicative of a disturbance in mental abilities and processes related to attention, memory, judgment, reasoning, problem solving, decision making, or comprehension, or the integration of these functions.",,,
MB21.0,Age-associated cognitive decline,,"A normative (non-pathological) deterioration of higher cortical functions such as thinking, reasoning, comprehension, calculation, learning, language, and judgment.",,,"Age-associated cognitive decline; Age related cognitive decline; Age-associated memory impairment; Ageing-related cognitive decline; Senile degeneration of brain, not elsewhere classified; senile brain degeneration; senile degeneration of brain"
MB21.1,Amnesia,,"An inability to recall past experiences, especially where recall is to be expected.",,Dissociative disorders,
MB21.10,Anterograde amnesia,,"An inability to recall past experiences, especially where recall is to be expected, occurring after an event (psychological or physical) presumed to be responsible for the amnesia.",,,Anterograde amnesia; antegrade amnesia
MB21.11,Retrograde amnesia,,"An inability to recall past experiences, especially where recall is to be expected, preceding an event (psychological or physical) presumed to be responsible for the amnesia.",,,Retrograde amnesia
MB21.12,Transient global amnesia,,A time-limited episode (lasting up to two days) of short-term memory loss without other signs or symptoms of neurological impairment.,,,"Transient global amnesia; Transient global amnesia, course of resolution unspecified; Transient global amnesia, complete resolution within 1 to 24 hours; Transient global amnesia, complete resolution within less than 1 hour"
MB21.2,Anosognosia,,"A lack of awareness or failure to recognize one's own illness, symptoms, or functional deficits, considered to be an aspect of the illness.",,,Anosognosia
MB21.3,Confabulation,,"The filling of memory gaps with fabricated, distorted, or misinterpreted memories about oneself or the world, without the conscious intention to deceive.",,,Confabulation
MB21.4,Disorientation,,"Impairment in or loss of awareness of the position of the self in relation to place, time, situation, or other persons. In severe cases, the sense of personal identity may also be lost.",,,Disorientation; mental confusion NOS
MB21.5,Distractibility,,Difficulty focusing on tasks; attention is easily diverted by extraneous stimuli.,,,Distractibility
MB21.6,Impaired abstract thinking,,"The inability to use concepts and to make and understand generalizations, such as the identifying the properties or pattern shared by a variety of specific items or events.",,,Impaired abstract thinking
MB21.7,Impaired executive functioning,,"Impairment in higher-level cognitive abilities, such as planning, sequencing, concept formation, abstracting, and decision-making.",,,Impaired executive functioning
MB21.8,Impaired judgment,,"Deficit in the capacity to make sound, reasoned, and responsible decisions.",,,Impaired judgment
MB21.9,Perseveration,,"Persistent repetition of previously used words, phrases, or details that are not responsive to the demands of the situation.",,,Perseveration
MB21.A,Poor concentration,,Difficulty focusing attention and sustaining the mental energy necessary to accomplish a task or goal.,,,Poor concentration
MB21.B,Racing thoughts,,Subjective perception of accelerated thought processes.,,,Racing thoughts
MB22,Symptoms or signs involving motivation or energy,,"Symptoms and signs involving motivation (the process that initiates, guides, and maintains goal-oriented behaviours) or energy (the strength and vitality required for sustained physical or mental activity).",,,
MB22.0,Avolition,,"A general lack of drive, or lack of motivation to pursue meaningful goals (e.g., as evidenced by limited participation in work, school, or socializing with others).",,,Avolition
MB22.1,Decreased libido,,Decreased sexual desire or sexual activity compared with the patient's usual levels of sexual interest and functioning.,,,Decreased libido
MB22.2,Demoralization,,"Loss of confidence in one's ability to cope, with associated feelings of helplessness, hopelessness, and discouragement.",,,Demoralization
MB22.3,Hopelessness,,Little or no belief in a positive future.,,,Hopelessness
MB22.4,Increased energy,,"Increased physical or mental resources for activity, typically characterised by increased capacity for work and greater efficiency in responding to stimuli.",,,Increased energy
MB22.5,Increased goal-directed activity,,"Increased planning of and participation in multiple activities (e.g. sexual, occupational, political, religious), compared to the individual's typical level of activity.",,,Increased goal-directed activity; behaviour of overactivity; overactivity
MB22.6,Increased libido,,Increased sexual desire or sexual activity compared with the patient's usual levels of sexual interest and functioning.,,,Increased libido
MB22.7,Tiredness,,"Feeling of reduced alertness and an accompanying decrease in mental acuity, in some cases resulting in an impulse or tendency to fall asleep.",,,Tiredness
MB23,Symptoms or signs involving appearance or behaviour,,,,Insufficient intake of food or water due to self neglect,
MB23.0,Aggressive behaviour,,"Actions intended to threaten or hurt another person or to damage property that may be physical, verbal, or symbolic (e.g., acting against the other person's interests). Aggressive behaviour may be appropriate and self-protective, or inappropriate, hostile, and destructive.",,,Aggressive behaviour; Violent behaviour; physical violence
MB23.1,Antisocial behaviour,,"Behaviour in which the basic rights of others or major age-appropriate societal norms, rules, or laws, are violated.",,,Antisocial behaviour; Child or adolescent antisocial behaviour
MB23.2,Avoidance behaviour,,"The act of keeping away from circumstances, situations, or stimuli that cause anxiety or other negative emotions in the individual.",,,Avoidance behaviour
MB23.3,Bradyphrenia,,Slowness of thoughts or fatigability of initiative,,,Bradyphrenia
MB23.4,Compulsions,,"Repetitive behaviours or rituals (e.g., washing, checking) or mental acts (e.g., repeating words silently) that the individual feels driven to perform in response to an obsession, according to rigid rules, or to achieve a sense of ‘completeness’.",,Obsessive-compulsive disorder,Compulsions; obsessive compulsive behaviour
MB23.5,Coprolalia,,"Involuntary swearing or the involuntary utterance of obscene words or socially inappropriate and derogatory remarks, often in Tourette syndrome.",,Tourette syndrome,Coprolalia
MB23.6,Disorganised behaviour,,"Behaviour including posture, gait, and other activity that is unpredictable or not goal-directed (e.g., shouting at strangers on the street).",,,Disorganised behaviour; inexplicable behaviour; strange behaviour
MB23.7,Disheveled appearance,,"Untidy or unkempt appearance reflecting a lack of attention to one or more aspects of hygiene, grooming, or dress.",,,Disheveled appearance
MB23.8,Disruptive behaviour,,"Behaviour that causes disorder and turmoil in others or one's environment (e.g., angry outbursts, arguments, disobedience).",,Disruptive behaviour or dissocial disorders,Disruptive behaviour
MB23.9,Echolalia,,"The automatic repetition of vocalizations, words, or phrases uttered by another person, which may be immediate or delayed (e.g., repetition of phrases earlier heard on television), without meaningful communicative function. Echolalia is a common feature of communication abnormalities in Autism spectrum disorder, but may also occur in other Mental, behavioural or neurodevelopmental disorders and certain neurological conditions, among children with severe visual impairment, and occasionally in typically developing children. Echolalia does not include repetition as a normal feature of language acquisition in early childhood development.",,Autism spectrum disorder; Developmental language disorder,Echolalia
MB23.A,"Excessive crying of child, adolescent, or adult",,"Episodes of crying for several hours a day for more than several days a week for several weeks in an otherwise healthy child, adolescent, or adult.",,,"Excessive crying of child, adolescent, or adult"
MB23.C,Increased sociability,,"Decrease or loss of normal social inhibitions manifested in increased impulses to be with and talk to other people, including overfamiliarity, compared to the individual's typical level of activity.",,,Increased sociability
MB23.D,Mutism,,A lack of verbal output that may be generalised or restricted to specific situations.,,,Mutism; muteness
MB23.E,Non-suicidal self-injury,,"Intentional self-inflicted injury to the body, most commonly cutting, scraping, burning, biting, or hitting, with the expectation that the injury will lead to only minor physical harm.",,,Non-suicidal self-injury
MB23.F,Odd or peculiar appearance,,"Grooming, clothing, or other aspects of personal appearance that are eccentric, unusual, or peculiar, and inconsistent with cultural or subcultural norms.",,,Odd or peculiar appearance; bizarre appearance; bizarre personal appearance; inappropriate appearance; odd appearance
MB23.G,Odd or peculiar behaviour,,"Behaviour including posture and gait that is eccentric, unusual, or peculiar, and is inconsistent with cultural or subcultural norms.",,,Odd or peculiar behaviour
MB23.H,Panic attack,,"A discrete episode of intense fear or apprehension accompanied by the rapid and concurrent onset of a number of characteristic symptoms. These symptoms may include, but are not limited to, palpitations or increased heart rate, sweating, trembling, sensations of shortness of breath, feelings of choking, chest pain, nausea or abdominal distress, feelings of dizziness or lightheadedness, chills or hot flushes, tingling or lack of sensation in extremities (i.e., paresthesias), depersonalization or derealization, fear of losing control or going mad, and fear of imminent death. Panic attacks can appear out of the blue or can be triggered by particular situations.",,recurrent panic attacks; Panic disorder,Panic attack
MB23.J,Poor personal hygiene,,"Unwillingness or inability to maintain a level of personal cleanliness that is in keeping with the standards of the person's culture, society, or setting, such as not washing or brushing one's teeth.",,,Poor personal hygiene; Very low level of personal hygiene
MB23.K,Poverty of speech,,A general lack of the unprompted content and elaboration normally seen in speech that is attributed to poverty of thought. It is one of the negative symptoms of Schizophrenia.,,,Poverty of speech; Alogia; Paucity of speech
MB23.L,Pressured speech,,"Speech in which the person feels undue pressure to get the words out. The person’s speech is usually rapid, loud, and emphatic and may be difficult or impossible to interrupt. Frequently, the person talks without any social stimulation and may continue to talk even though no one is listening.",,Schizophrenia or other primary psychotic disorders; Bipolar or related disorders,Pressured speech
MB23.M,Psychomotor agitation,,"Excessive motor activity, usually manifested by purposeless behaviours such as fidgeting, shifting, fiddling, inability to sit or stand still, wringing of the hands, etc.",,,Psychomotor agitation
