Code,title,Fully Specified Name,Description,Inclusions,Exclusions,Index Terms
BA04.1,Isolated diastolic secondary hypertension,,,,,Isolated diastolic secondary hypertension
BA04.2,Isolated systolic secondary hypertension,,,,,Isolated systolic secondary hypertension
BA20,Idiopathic hypotension,,,,,Idiopathic hypotension; permanent idiopathic hypotension
BA21,Orthostatic hypotension,,,,Shy-Drager syndrome,Orthostatic hypotension; Primary orthostatic hypotension; chronic orthostatic hypotension; postural hypotension
BA40,Angina pectoris,,,Angina NOS; Anginal syndrome; Ischaemic chest pain,Prinzmetal angina; spasm induced angina; angina inversa; variant angina; angiospastic angina; Otocephaly,
BA40.0,Unstable angina,,,Preinfarction syndrome; worsening effort angina,,Unstable angina; Intermediate coronary syndrome; Preinfarction syndrome; UA - [unstable angina]; acute coronary insufficiency; angina at rest; angina decubitus; anginal chest pain at rest; crescendo angina; crescendo angina pectoris; de novo effort angina pectoris; impending infarction; myocardial preinfarction syndrome; preinfarction angina; preinfarctional angina pectoris; unstable angina pectoris; unstable angina pectoris syndrome; unstable anginal attack; unstable cardiac angina; unstable chest angina; unstable heart angina; worsening angina; worsening effort angina
BA40.1,Stable angina,,,,,Stable angina; walk-through angina
BA41,Acute myocardial infarction,,"The term acute myocardial infarction (MI) should be used when there is evidence of myocardial necrosis in a clinical setting consistent with acute myocardial ischemia. Under these conditions any one of the following criteria meets the diagnosis for MI;
Detection of a rise and/or fall of cardiac biomarker values with at least one value above the 99th percentile upper reference limit and with at least one of the following;
a. Symptoms of ischaemia.
b. New or presumed new significant ST-segment-T wave (ST-T) changes or new left bundle branch block (LBBB)in the electrocardiogram (ECG).
c. Development of pathologic Q waves in the electrocardiogram (ECG).
d. Imaging evidence of new loss of viable myocardium or new regional wall motion abnormality.
e. Identification of an intracoronary thrombus by angiography or autopsy.


Infarction of any myocardial site, occurring within 4 weeks (28 days) from onset of a previous infarction (WHO)",,Old myocardial infarction; Certain current complications following acute myocardial infarction; Subsequent myocardial infarction; postmyocardial infarction syndrome,
BA41.0,Acute ST elevation myocardial infarction,,"ST elevation myocardial infarction (STEMI) is an acute myocardial infarction with developing ST elevation in two contiguous leads of the electrocardiogram (ECG). The criteria of ST elevation are as follows: New ST elevation at the J point in two contiguous leads where these cut points apply: 0.2 millivolt (mV) in men > 40 years, > 0.25mV in men < 40 years, and > 0.15 mV in women.",,,"Acute ST elevation myocardial infarction; Acute ST segment elevation myocardial infarction; S-T elevated myocardial infarction; ST elevation MI [myocardial infarction]; ST elevation myocardial infarction; STEMI - [ST elevation myocardial infarction]; Acute ST elevation myocardial infarction, anterior wall; AWMI - [anterior wall myocardial infarction]; anterior STEMI; Acute ST elevation myocardial infarction, anterior wall, with right ventricular involvement; Acute transmural myocardial infarction of anterior wall; acute transmural infarction of anterior wall NOS; anterior transmural myocardium infarction; transmural anterior myocardial infarct; transmural anterior myocardial infarction; transmural anterior myocardium infarct; Acute anteroapical transmural or STEMI infarction; Acute anteroseptal transmural or STEMI infarction; Acute anteroapical transmural infarction; Acute anterolateral ST elevation myocardial infarction; anterolateral STEMI; Acute ST elevation myocardial infarction, inferior wall; Acute St elevation myocardial infarction, inferior wall, with right ventricular involvement; Acute transmural myocardial infarction of inferior wall; acute inferior wall transmural infarction NOS; Acute transmural or STEMI infarction of diaphragmatic wall; Acute inferolateral transmural or STEMI infarction; Acute inferoposterior transmural or STEMI infarction; Acute ST elevation myocardial infarction, other site; Acute ST elevation myocardial infarction, other site, with right ventricular involvement; Acute transmural myocardial infarction of other sites; Septal transmural myocardial infarction; Acute septal transmural infarction NOS; Transmural myocardial infarction of posterior wall; acute true posterior transmural infarction; Acute apical-lateral transmural or STEMI infarction; Acute basal-lateral transmural or STEMI infarction; Acute lateral wall transmural or STEMI infarction; acute high lateral transmural infarction; transmural infarction of lateral wall NOS; Acute posterobasal transmural or STEMI infarction; Acute posterolateral transmural or STEMI infarction; Acute posteroseptal transmural or STEMI infarction; Acute transmural myocardial infarction of unspecified site; ST elevation myocardial infarction [STEMI] NOS; Transmural myocardial infarction NOS; transmural myocardial infarct; transmural myocardial infarction; transmural myocardium infarct; transmural myocardium infarction"
BA41.1,Acute non-ST elevation myocardial infarction,,,,,"Acute non-ST elevation myocardial infarction; Acute non ST segment elevation myocardial infarction; NSTEMI - [non ST elevation myocardial infarction]; non S-T elevated myocardial infarction; non STEMI - [non ST elevation myocardial infarction]; non q wave myocardial infarction; non systolic time elevation myocardial infarction; Acute non ST elevation myocardial infarction, anterior wall; Acute non ST elevation myocardial infarction, anterior wall, with right ventricular involvement; Acute non ST elevation myocardial infarction, inferior wall; acute inferior infarction; Acute non ST elevation myocardial infarction, inferior wall, with right ventricular involvement; Acute non ST elevation myocardial infarction, other site; Acute non ST elevation myocardial infarction, other site, with right ventricular involvement"
BA42,Subsequent myocardial infarction,,"Infarction of any myocardial site, occurring within 4 weeks (28 days) from onset of a previous infarction",extension of myocardial infarction; recurrent myocardial infarction,specified as chronic or with a stated duration of more than 4 weeks (more than 28 days) from onset,
BA42.0,"Subsequent myocardial infarction, ST elevation myocardial infarction",,"Extension or recurrent myocardial infarction. This category should be assigned for infarction of any myocardial site, occurring within 4 weeks (28 days) from onset of a previous infarction. This most commonly results from total occlusion of the culprit coronary artery.",,,"Subsequent myocardial infarction, ST elevation myocardial infarction; subsequent ST segment elevation myocardial infarction; subsequent STEMI - [ST elevation myocardial infarction]; Subsequent myocardial infarction, ST elevation myocardial infarction, anterior wall; subsequent STEMI- [ST elevation myocardial infarction], anterior wall; Subsequent myocardial infarction, ST elevation myocardial infarction, inferior wall; subsequent STEMI- [ST elevation myocardial infarction], inferior wall; Subsequent myocardial infarction, ST elevation myocardial infarction, miscellaneous specified site; subsequent STEMI- [ST elevation myocardial infarction], miscellaneous specified site"
BA42.1,"Subsequent myocardial infarction, non-ST elevation myocardial infarction",,"Extension or recurrent myocardial infarction. For morbidity coding, this category should be assigned for infarction of any myocardial site, occurring within 4 weeks (28 days) from onset of a previous infarction. This most commonly results from severe obstruction, but not total occlusion, of the culprit coronary artery.",,,"Subsequent myocardial infarction, non-ST elevation myocardial infarction; Subsequent NSTEMI; subsequent non ST segment elevation myocardial infarction; Subsequent myocardial infarction, non-ST elevation myocardial infarction, anterior wall; Subsequent NSTEMI, anterior wall; Subsequent myocardial infarction, non-ST elevation myocardial infarction, inferior wall; Subsequent NSTEMI, inferior wall; Subsequent myocardial infarction, non-ST elevation myocardial infarction, other site; Subsequent NSTEMI, other site"
BA43,Coronary thrombosis not resulting in myocardial infarction,,Superimposed thrombus associated with plaque rupture or erosion which does not obstruct the coronary flow to cause myocardial infarction.,Embolism of coronary artery or vein not resulting in myocardial infarction; Occlusion of coronary artery or vein not resulting in myocardial infarction; Thromboembolism of coronary artery or vein not resulting in myocardial infarction,,Coronary thrombosis not resulting in myocardial infarction; Embolism of coronary artery or vein not resulting in myocardial infarction; Occlusion of coronary artery or vein not resulting in myocardial infarction; Thromboembolism of coronary artery or vein not resulting in myocardial infarction; aborted myocardial infarction; arteria coronaria thrombosis not resulting in infarction; artery coronaria embolism not resulting in infarction; cardiac thrombosis not resulting in infarction; coronary blood clot not resulting in infarction; coronary embolism not resulting in infarction; coronary occlusion not resulting in infarction; coronary thromboembolism not resulting in infarction; embolism of heart not resulting in infarction; endocardial thrombosis not resulting in infarction; intramural thrombosis not resulting in infarction; parietal thrombosis not resulting in infarction; thrombosis of coronary artery not resulting in infarction
BA50,Old myocardial infarction,,"Past myocardial infarction diagnosed by electrocardiogram (ECG) or other special investigation, but currently presenting no symptoms.",healed myocardial infarction,,"Old myocardial infarction; healed myocardial infarction; myocardial scar; myocardial scarring; old MI - [myocardial infarction]; past myocardial infarction; previous myocardial infarction; Old myocardial infarction, dated back 29 days but less than 1 year from onset; Old myocardial infarction dated back 29 days but less than 4 months from onset; Old myocardial infarction dated back 1 year or more from onset"
BA51,Ischaemic cardiomyopathy,,"Ischaemic cardiomyopathy has been defined as left ventricular systolic dysfunction with one or more of the following: a history of prior myocardial revascularisation or myocardial infarction, more than 75% stenosis in the left main stem or left anterior descending artery, or two vessels or more with a greater than 75% stenosis. It consists of a spectrum of pathophysiological states that relate to perfusion contraction matching and mismatching, including myocardial infarction, stunning, hibernation and scarring.",,,
BA51.0,Dilated cardiomyopathy due to congenital anomaly of coronary artery,,"Dilated cardiomyopathy due to a congenital anomaly of one or more coronary arteries, such as anomalous left coronary artery from pulmonary artery (ALCAPA), coronary ostial stenosis or atresia, right ventricular dependent coronary circulation in pulmonary atresia with an intact ventricular septum. It is a form of ischaemic cardiomyopathy causing systolic ventricular dysfunction that relates to a spectrum of perfusion contraction matching and mismatching, including myocardial infarction, stunning, hibernation and scarring.",,,Dilated cardiomyopathy due to congenital anomaly of coronary artery
BA52,Coronary atherosclerosis,,"Atherosclerosis is the build up inside the coronary arteries of cholesterol, fatty acids, calcium, fibrous connective tissue and cells (mostly macrophages), referred to as plaque. The effect of this is to reduce the blood flow through the coronary arteries to heart muscle and when marked results in heart damage often with symptoms such as chest pain.",coronary artery atheroma; coronary artery atherosclerosis; coronary artery ostial stenosis due to atherosclerosis; coronary artery sclerosis,,
BA52.0,Coronary atherosclerosis of native coronary artery,,"Atherosclerotic lesions, or atherosclerotic plaques of native coronary artery.",Coronary atherosclerosis without significant ischaemia of native coronary artery,,"Coronary atherosclerosis of native coronary artery; Atherosclerotic heart disease, of native coronary artery; Coronary atherosclerosis without significant ischaemia of native coronary artery"
BA52.1,Coronary atherosclerosis of autologous bypass graft,,"Atherosclerotic lesions, or atherosclerotic plaques of autologous bypass graft.",Coronary atherosclerosis of autologous bypass graft without significant ischaemia,,
BA52.10,Coronary atherosclerosis of arterial autologous bypass graft,,,,,Coronary atherosclerosis of arterial autologous bypass graft
BA52.11,Coronary atherosclerosis of venous autologous bypass graft,,,,,Coronary atherosclerosis of venous autologous bypass graft
BA52.2,Coronary atherosclerosis of non-autologous bypass graft,,"Atherosclerotic lesions, or atherosclerotic plaques of non-autologous bypass graft.",Coronary atherosclerosis without significant ischaemia of non-autologous bypass graft,,"Coronary atherosclerosis of non-autologous bypass graft; Atherosclerotic heart disease, of nonautologous bypass graft; Coronary atherosclerosis without significant ischaemia of non-autologous bypass graft"
BA60,Certain current complications following acute myocardial infarction,,"Secondary conditions which may occur in the course after the heart attack. They include pericarditis, arrhythmia, cardiogenic shock, heart failure, ventricular rupture, ventricular aneurysm (with thrombus) and recurrent infarction.",,"the listed conditions, when: concurrent with acute myocardial infarction; the listed conditions, when: not specified as current complications following acute myocardial infarction",
BA60.0,Dressler syndrome,,"A condition of postmyocardial infarction (1 to 8 weeks), characterised by a set of associated symptom, including malaise, fever, pericardial discomfort, leukocytosis, an elevated sedimentation rate, and a pericardial effusion. Patients with this syndrome usually demonstrate localised fibrous pericarditis containing polymorphonuclear leukocytes.",Postmyocardial infarction syndrome,,Dressler syndrome; Postmyocardial infarction syndrome; post-myocardial infarction syndrome; postmyocardial infarction pericarditis
BA60.1,Other pericarditis as current complication following acute myocardial infarction,,"An inflammation of the pericardium that can produce chest pain, which occurs as early as the first day and as late as 6 weeks after acute myocardial infarction. The pain of pericarditis radiates to either trapezius ridge. Transmural myocardial infarction is responsible for local pericardial inflammation. Transient pericardial friction rubs are relatively common in patients with transmural infarction within the first 48 hours. An acute fibrinous pericarditis occurs commonly after transmural infarction, whereas the risk of haemorrhagic pericarditis is increased by anticoagulation.",,,"Other pericarditis as current complication following acute myocardial infarction; Early infarct-associated pericarditis; Pericarditis as current complication following acute myocardial infarction, with effusion; Pericarditis as current complication following acute myocardial infarction, without effusion"
BA60.2,Ventricular aneurysm as current complication following acute myocardial infarction,,"A discrete dyskinetic area of the left ventricular wall with a broad neck after acute myocardial infarction. The wall of the true aneurysm is thinner than the rest of the left ventricle; it is usually composed of fibrous tissue and necrotic muscle, occasionally mixed with viable myocardium. In contrast, pseudoaneurysms are composed of organised hematoma and pericardium and lack any elements of the original myocardial wall.",,,Ventricular aneurysm as current complication following acute myocardial infarction; postinfarction ventricular aneurysm; ventricular aneurysm following acute myocardial infarction
BA60.3,Ventricular septal defect as current complication following acute myocardial infarction,,"A mechanical rupture of the interventricular septum after ST elevation myocardial infarction resulting in the left-to-right shunt to deteriorate hemodynamic, which confers a high 30-day mortality. Rupture of the septum with an anterior infarction tends to be apical in location, whereas inferior infarctions are associated with perforation of the basal septum.",,,Ventricular septal defect as current complication following acute myocardial infarction; VSD - [ventricular septal defect] following acute myocardial infarction; postinfarction ventricular septal defect; ventricular septal defect following acute myocardial infarction
BA60.4,Cardiac rupture as current complication following acute myocardial infarction,,"A tearing of acutely infarcted tissue after acute myocardial infarction, which may involve the papillary muscles, interventricular septum, or free wall of either ventricle.",,,Cardiac rupture as current complication following acute myocardial infarction
BA60.5,Pulmonary embolism as current complication following acute myocardial infarction,,A pulmonary embolism that resulted from thrombi in the veins of the lower extremities (e.g. after prolonged periods of bed rest) or mural thrombi overlying an area of right ventricular infarction after acute myocardial infarction.,,Mural thrombus as current complication following acute myocardial infarction,Pulmonary embolism as current complication following acute myocardial infarction
BA60.6,Rupture of papillary muscle or chordae tendineae as current complication following acute myocardial infarction,,,Mitral valve insufficiency due to acute myocardial infarction,,Rupture of papillary muscle or chordae tendineae as current complication following acute myocardial infarction; Mitral valve insufficiency due to acute myocardial infarction; Mitral valve insufficiency due to acute myocardial infarction with papillary muscle or chordal rupture
BA60.7,Mural thrombus as current complication following acute myocardial infarction,,"A blood clot formed on the endoventricle or endoatirium, usually overlying dyskinetic or akinetic area of the ventricular infarction after acute myocardial infarction.",,Pulmonary embolism as current complication following acute myocardial infarction,Mural thrombus as current complication following acute myocardial infarction; Atrial thrombus as current complication following acute myocardial infarction; Ventricular thrombus as current complication following acute myocardial infarction
BA60.8,Arrhythmia as current complication following acute myocardial infarction,,A large and heterogeneous group of conditions in which the heart beats with an irregular or abnormal rhythm that can complicate the course of patients with acute myocardial infarction.,,,Arrhythmia as current complication following acute myocardial infarction
BA60.9,"Cardiogenic shock, unrelated to mechanical complications, as current complication following acute myocardial infarction",,"The most severe clinical expression of left ventricular failure and is associated with extensive damage to the left ventricular myocardium after acute myocardial infarction, unrelated to a mechanical defect such as ventricular septal or papillary muscle rupture. Shock is defined as systolic blood pressure (BP) < 90 mmHg and organ hypoperfusion.",,,"Cardiogenic shock, unrelated to mechanical complications, as current complication following acute myocardial infarction"
BA81,Coronary artery aneurysm,,Coronary dilatation which exceeds the diameter of normal adjacent segments or the diameter of the patient's largest coronary vessel by 1.5 times.,,Mucocutaneous lymph node syndrome; Congenital coronary arterial aneurysm,Coronary artery aneurysm
BA81.0,Coronary artery aneurysm with perforation,,,,,Coronary artery aneurysm with perforation
BA81.1,Coronary artery aneurysm with rupture,,,,,Coronary artery aneurysm with rupture; ruptured coronary aneurysm
BA81.2,Coronary artery aneurysm without mention of perforation or rupture,,,,,Coronary artery aneurysm without mention of perforation or rupture; Atherosclerotic coronary artery aneurysm; arteriosclerotic coronary aneurysm; arteriosclerotic coronary artery aneurysm; Fibromuscular dysplastic coronary artery aneurysm; Mycotic coronary artery aneurysm; Poststenotic coronary artery aneurysm; Aneurysmal lesion of coronary artery; aneurysm of coronary vessel; coronary aneurysm NOS; coronary artery ectasia; giant coronary artery aneurysm
BA82,Coronary artery dissection,,"Coronary artery dissection results from a tear in the inner layer of the coronary artery, the tunica intima. This allows blood to penetrate and cause an intramural hematoma in the central layer, the tunica media, and restriction in the size of lumen.",spontaneous coronary artery dissection,"Injury or harm arising from a procedure, not elsewhere classified; Injury of blood vessels of thorax",Coronary artery dissection; spontaneous coronary artery dissection; Acute coronary artery dissection; Chronic coronary artery dissection
BA83,"Coronary artery fistula, acquired",,"Abnormal communication between a coronary artery and a cardiac chamber or major vessels, acquired after coronary or heart surgery, coronary angioplasty, rupture or coronary artery aneurysm or injury to the heart.",,,"Coronary artery fistula, acquired; acquired coronary arteriovenous fistula; arteriovenous coronary fistula; Iatrogenic coronary artery fistula"
BA84,Chronic total occlusion of coronary artery,,"A chronic total occlusion of coronary artery is defined as the complete obstruction of a coronary artery or coronary arteries, exhibiting a TIMI flow score of zero or one, with an occlusion duration of greater than 3 months.",,Acute myocardial infarction,Chronic total occlusion of coronary artery; complete occlusion of coronary artery; total occlusion of coronary artery
BA85,Coronary vasospastic disease,,"The term coronary vasospastic disease refers to a sudden, intense vasoconstriction of an epicardial coronary artery that causes vessel occlusion or near occlusion. Although it may be involved in other coronary syndromes, it represents the usual cause of variant angina.",,,
BA85.0,Silent coronary vasospastic disease,,The feature of this is the frequency of asymptomatic ischemic episodes in coronary vasospastic disease.,,,Silent coronary vasospastic disease
BA86,Coronary microvascular disease,,,,,Coronary microvascular disease; nonobstructive coronary heart disease; Microvascular angina; CMD -[coronary microvascular disease]; cardiac syndrome X
BB00,Pulmonary thromboembolism,,,,"Diseases of the circulatory system complicating pregnancy, childbirth or the puerperium; Complications following abortion, ectopic or molar pregnancy",
BB00.0,Acute pulmonary thromboembolism,,"Acute pulmonary thromboembolism is defined as a partial or complete occlusion of a pulmonary arterial branch with the abrupt onset of related symptoms, such as dyspnoea, tachypnoea, chest pain, cough and blood-tinged sputum. However, acute pulmonary embolism may also occur in the absence of any symptoms.",,,Acute pulmonary thromboembolism; acute pulmonary embolism; Subacute pulmonary thromboembolism
BB00.1,Chronic pulmonary thromboembolism,,"Chronic pulmonary thromboembolism is defined as a partial or complete occlusion of at least one major pulmonary arterial branch in the presence of a mean pulmonary artery pressure 25mmHg at rest, and normal left ventricular filling pressures, despite effective coagulation over at least three months.",,,Chronic pulmonary thromboembolism; Chronic pulmonary thromboembolism without pulmonary hypertension
BB01,Pulmonary hypertension,,Pulmonary hypertension (PH) is a haemodynamic and pathophysiological condition defined as an increase in mean pulmonary arterial pressure (PAP) 25 mmHg at rest as assessed by right heart catheterization. PH can be found in multiple clinical conditions.,,,
BB01.0,Pulmonary arterial hypertension,,"Pulmonary arterial hypertension is a clinical condition characterised by the presence of pre-capillary pulmonary hypertension in the absence of other causes of pre-capillary pulmonary hypertension, such as due to lung diseases, chronic thromboembolic pulmonary hypertension, or other rare diseases. It includes different forms that share a similar clinical picture and virtually identical pathological changes of the lung microcirculation.",primary pulmonary hypertension; Idiopathic pulmonary arterial hypertension,,Pulmonary arterial hypertension; Arrillaga Ayerza syndrome; PAH - [pulmonary arterial hypertension]; primary pulmonary hypertension; Idiopathic pulmonary arterial hypertension; Familial pulmonary arterial hypertension; heritable pulmonary arterial hypertension; Familial pulmonary arterial hypertension due to BMPR2 mutations; Familial pulmonary arterial hypertension due to ALK1 or endoglin mutations; Familial pulmonary arterial hypertension of unknown origin; Pulmonary arterial hypertension induced by drugs or toxins; Pulmonary arterial hypertension associated with other conditions; APAH - [Associated pulmonary arterial hypertension]; Pulmonary arterial hypertension associated with connective tissue diseases; Pulmonary arterial hypertension associated with HIV infection; Pulmonary arterial hypertension associated with portal hypertension; Pulmonary arterial hypertension associated with congenital heart disease; Eisenmenger syndrome; Pulmonary arterial hypertension associated with congenital systemic-to-pulmonary shunt; Pulmonary arterial hypertension associated with schistosomiasis; Pulmonary arterial hypertension associated with other aetiologies; Pulmonary veno-occlusive disease; Pulmonary capillary haemangiomatosis
BB01.1,Pulmonary hypertension due to left heart disease,,,,,Pulmonary hypertension due to left heart disease; Pulmonary hypertension due to systolic systemic ventricular dysfunction; Pulmonary hypertension due to diastolic systemic ventricular dysfunction; Pulmonary hypertension due to left-sided valvular heart disease
BB01.2,Pulmonary hypertension due to lung disease or hypoxia,,,,,Pulmonary hypertension due to lung disease or hypoxia; Pulmonary hypertension due to chronic obstructive pulmonary disease; Pulmonary hypertension due to interstitial lung disease; Pulmonary hypertension due to other pulmonary diseases with mixed restrictive and obstructive patterns; Pulmonary hypertension due to sleep-disordered breathing; Pulmonary hypertension due to alveolar hypoventilation disorders; Pulmonary hypertension due to chronic exposure to high altitude; Pulmonary hypertension due to developmental abnormalities
BB01.3,Chronic thromboembolic pulmonary hypertension,,Chronic thromboembolic pulmonary hypertension (CTEPH) is characterised by the persistence of thromboemboli in the form of organised tissue obstructing the pulmonary arteries. The consequence is an increase in pulmonary vascular resistance (PVR) resulting in pulmonary hypertension (PH) and progressive right heart failure.,,,Chronic thromboembolic pulmonary hypertension; CTEPH - [chronic thromboembolic pulmonary hypertension]; Pulmonary hypertension with chronic thromboembolism
BB01.4,Pulmonary hypertension with multifactorial mechanism,,,,,Pulmonary hypertension with multifactorial mechanism; Pulmonary hypertension in haematological disorders; Pulmonary hypertension due to myeloproliferative disorders; Pulmonary hypertension due to splenectomy; Pulmonary hypertension in systemic disorders; Pulmonary hypertension in sarcoidosis; Pulmonary hypertension in Langerhans cell histiocytosis; Pulmonary hypertension in lymphangioleiomyomatosis; Pulmonary hypertension in neurofibromatosis; Pulmonary hypertension in vasculitis; Pulmonary arterial hypertension associated with chronic haemolytic anaemia
BB01.5,Cor pulmonale,,"Cor pulmonale refers to the altered structure and/or impaired function of the right ventricle that results from pulmonary hypertension associated with diseases of the lung, upper airway, or chest wall.",,,Cor pulmonale
BB02,Certain specified diseases of pulmonary vessels,,"This definition includes Arteriovenous fistula of pulmonary vessels, Aneurysm of pulmonary artery and Other specified diseases of pulmonary vessels.",,,Certain specified diseases of pulmonary vessels
BB02.0,Arteriovenous fistula of pulmonary vessels,,,,,Arteriovenous fistula of pulmonary vessels; acquired arteriovenous pulmonary aneurysm; arteriovenous pulmonary shunt; Aortopulmonary fistula
BB02.1,Aneurysm of pulmonary artery,,Aneurysm of pulmonary artery is an abnormal dilatation of part of the pulmonary artery,,,
BB02.10,Aneurysm of pulmonary artery with perforation,,,,,Aneurysm of pulmonary artery with perforation
BB02.11,Aneurysm of pulmonary artery with rupture,,,,,Aneurysm of pulmonary artery with rupture
BB02.12,Aneurysm of pulmonary artery without mention of perforation or rupture,,,,,Aneurysm of pulmonary artery without mention of perforation or rupture
BB02.2,Rupture of pulmonary vessels,,This is defined as the tearing apart of the pulmonary vessels allowing blood to escape outside.,,,Rupture of pulmonary vessels
BB02.3,Acquired pulmonary arterial tree abnormality,,A postnatal pathological change in form or function of the pulmonary arterial tree.,,,Acquired pulmonary arterial tree abnormality; Acquired discontinuity of pulmonary arteries; Acquired left pulmonary artery stenosis; Postprocedural left pulmonary artery stenosis; Acquired pulmonary arterial dissection; Acquired pulmonary trunk stenosis; Acquired right pulmonary artery stenosis
BB03,Acquired pulmonary venous abnormality,,A postnatal pathological change in form or function of one or more pulmonary veins.,,,
BB03.0,Acquired pulmonary venous obstruction,,A postnatal pathologic condition of one or more pulmonary vein(s) in which flow is impeded or blocked due to narrowing or atresia.,,,Acquired pulmonary venous obstruction; Acquired pulmonary vein atresia; acquired pulmonary venous atresia; Acquired pulmonary vein stenosis; acquired pulmonary venous stenosis
BB20,Acute pericarditis,,Acute pericarditis is defined as pericardial inflammation of no more than 1 to 2 weeks duration.,acute pericardial effusion,Acute rheumatic pericarditis,
