Code,title,Fully Specified Name,Description,Inclusions,Exclusions,Index Terms
AA41.0,Cauliflower ear,,"Cauliflower ear is the end result of fibrosis of the skin and soft tissues of the pinna following a traumatic subperichondrial haematoma, usually due to trauma. It manifests as permanent swelling and deformity of the ear, described as resembling a cauliflower. It is found most commonly amongst men involved in contact sports such as boxing, wrestling, martial arts and rugby football.",,,Cauliflower ear; Chronic haematoma of pinna; Deformity of pinna following traumatic perichondrial haematoma; boxer ear; prizefighter ear; wrestler ear
AA42,Impacted cerumen,,Impacted cerumen is the presence of occlusive aural wax in the external ear canal. Wax may cause tinnitus or otalgia and removal may be required to allow adequate otoscopic examination and/or alleviate symptoms.,,,Impacted cerumen; Impacted wax in ear
AA80,Acute serous or mucoid otitis media,,Acute serous or mucoid otitis media is a collection of non-infected fluid in the middle ear that has developed as a result of a upper respiratory infection.,,,Acute serous or mucoid otitis media; Acute or subacute secretory otitis media; Acute or subacute serous otitis media
AA81,Acute nonserous nonsuppurative otitis media,,,,Otitic barotrauma,"Acute nonserous nonsuppurative otitis media; acute and subacute nonsuppurative otitis media, NOS; Acute and subacute allergic otitis media; Acute and subacute sanguinous otitis media; Acute or subacute exudative otitis media; Acute or subacute otitis media with effusion; Acute or subacute seromucinous otitis media; Acute or subacute transudative otitis media; Subacute mucoid otitis media"
AA82,Chronic serous or mucoid otitis media,,"Chronic serous or mucoid otitis media is probably the most common form of sub-acute middle ear disease found in the developed world. It typically lingers following otitis media, when the fluid in the ear, formed by the infection, does not clear spontaneously. The tympanic membrane is intact but the middle ear is liquid- fluid filled. This presumably puts the middle ear at risk for further infection and often worsens hearing by about 30 dB. This is most frequently found in children and can interfere with language acquisition and learning.",,,"Chronic serous or mucoid otitis media; Chronic serous or mucoid otitis media with effusion; Chronic serous or mucoid otitis media with nonpurulent effusion; Seromucinous otitis media; chronic nonsuppurative otitis media with serous effusion; chronic serous or mucoid exudative otitis media; chronic serous or mucoid transudative otitis media; seromucinous chronic otitis media; Chronic mucoid otitis media; chronic mucinous otitis media; chronic mucoid otitis media, simple or unspecified; chronic mucoid otitis media, unspecified ear; simple chronic mucoid otitis media; Glue ear; serous glue ear; Chronic secretory otitis media; chronic serous secretory otitis media; otitis media with serous effusion; simple chronic serous otitis media; Chronic transudative otitis media; Catarrhal chronic otitis media; catarrhal tubotympanitis; chronic tubotympanic catarrh; tubotympanal catarrh"
AA83,Noninfected otitis media with effusion,,,,,Noninfected otitis media with effusion
AA90,Acute suppurative otitis media,,Acute suppurative otitis media is defined as an inflammation of the middle ear which erupts suddenly and passes quickly. It is characteristic to have a middle-ear infection behind a reddened eardrum.,,,Acute suppurative otitis media; acute or subacute purulent otitis media; acute or subacute suppurative otitis media; Acute abscess of middle ear; acute abscess of ear NOS; Temporal pyramidal apex syndrome
AA91,Chronic suppurative otitis media,,,,,
AA91.0,Chronic tubotympanic suppurative otitis media,,"Having a tympanic membrane perforation for at least three months, chronic suppurative otitis media has traditionally been classified into safe and unsafe type. Chronic tubotympanic suppurative otitis media is considered ""safe"" (meaning it is unlikely to become a worse problem for the patient) if it involves a central perforation of the pars tensa with the inflammatory process affecting the mucosa of the middle ear cleft.",Benign chronic suppurative otitis media; Chronic tubotympanic disease,,Chronic tubotympanic suppurative otitis media; Benign chronic suppurative otitis media; Chronic tubotympanic disease
AA91.1,Chronic atticoantral suppurative otitis media,,Chronic suppurative otitis media has traditionally been classified into safe and unsafe type. Chronic atticoantral suppurative otitis media which is unsafe type is typified by a marginal perforation of the posterosuperior pars tensa or pars flaccida.,Chronic atticoantral disease,,Chronic atticoantral suppurative otitis media; Chronic atticoantral disease; chronic atticoantral disorder; persistent mucosal disease; Chronic atticoantral disease with posterior or superior marginal perforation of ear drum; Persistent mucosal disease with posterior or superior marginal perforation of ear drum
AA91.2,Other chronic suppurative otitis media,,"This involves a perforation (hole) in the tympanic membrane and active bacterial infection within the middle ear space for several weeks or more. There may be enough pus that it drains to the outside of the ear (otorrhea), or the purulence may be minimal enough to only be seen on examination using a binocular microscope.",,,Other chronic suppurative otitis media; Chronic otitis media with purulent effusion; Chronic purulent otitis media; Chronic purulent secretory otitis media
AB00,Acute otitis media,,,,,Acute otitis media; AOM - [acute otitis media]; acute otitis media NOS
AB01,Chronic otitis media,,,,,Chronic otitis media; chronic otitis media NOS
AB10,Disorders of Eustachian tube,,,,,
AB10.0,Diverticulum of Eustachian tube,,,,,Diverticulum of Eustachian tube
AB10.1,Patulous Eustachian tube,,,,,Patulous Eustachian tube
AB10.2,Eustachian salpingitis,,,,,Eustachian salpingitis; Eustachian tube inflammation; Eustachian tube salpingitis; otosalpingitis; rhinosalpingitis; salpingitis of ear; tubotympanitis; Eustachian catarrh; Eustachian tube infection
AB10.3,Obstruction of Eustachian tube,,,Compression of Eustachian tube; Stricture of Eustachian tube,,Obstruction of Eustachian tube; Compression of Eustachian tube; Eustachian tube narrowing; Eustachian tube stenosis; Stricture of Eustachian tube; blocked Eustachian tube
AB11,Mastoiditis or related conditions,,,,,Mastoiditis or related conditions
AB11.0,Acute mastoiditis,,"Rapid onset inflammation of the mastoid bone, located in the skull just behind the ear. It is often a complication of otitis media.",,,Acute mastoiditis; Abscess of mastoid; Abscess of bone of mastoid; Acute mastoiditis with neck abscess; Citelli abscess of mastoid; bezold abscess of mastoid; Empyema of mastoid; Mastoid pyocele
AB11.1,Chronic mastoiditis,,Persistent or recurrent inflammation of the space in the mastoid bone. It is often a complication of otitis media.,,,Chronic mastoiditis; chronic mastoiditis with opacification of mastoid; Chronic suppurative mastoiditis; Fistula of mastoid; Postaural mastoid fistula; postaural fistula; postauricular fistula; Retroauricular fistula; Caries of mastoid; mastoid necrosis
AB11.2,Petrositis,,,,,Petrositis; inflammation of petrous bone; osteitis of petrous bone; osteomyelitis of petrous bone; Acute inflammation of petrous bone; Chronic inflammation of petrous bone; Caries of petrous bone
AB11.3,"Mastoiditis, unspecified as acute or chronic",,,,,"Mastoiditis, unspecified as acute or chronic; mastoiditis NOS; Mastoiditis in infectious or parasitic diseases classified elsewhere"
AB12,Cholesteatoma of middle ear,,,,Cholesteatoma of external auditory canal; Recurrent cholesteatoma of postmastoidectomy cavity,Cholesteatoma of middle ear; cholesteatoma NOS; cholesterolosis of middle ear; cholesterosis of ear; cholesterosis of middle ear; epidermoid cholesteatoma; epidermosis of ear; epidermosis of middle ear; middle ear granuloma; Congenital cholesteatoma of middle ear; Acquired cholesteatoma of middle ear; Cholesteatoma of mastoid; Cholesteatoma tympani
AB13,Perforation of tympanic membrane,,,,Traumatic rupture of ear drum,
AB13.0,Central perforation of tympanic membrane,,"A temporary or persistent opening in the central portion of the tympanic membrane. Clinical signs depend on the size, location, and associated pathological condition.",,,Central perforation of tympanic membrane; central perforation of tympanum; pars tensa central perforation; tympanic membrane central perforation
AB13.1,Attic perforation of tympanic membrane,,,Perforation of pars flaccida,,"Attic perforation of tympanic membrane; Perforation of pars flaccida; attic perforation of tympanic membrane, unspecified ear; attic perforation of tympanum; pars flaccida; pars flaccida tympanic membrane perforation; tympanic membrane attic perforation"
AB13.2,Other marginal perforations of tympanic membrane,,,,,Other marginal perforations of tympanic membrane
AB14,Acute myringitis,,"Myringitis is the inflammation of the tympanic membrane, often involving painful blisters on the tympanic membrane. It can develop as self-maintained primary disease of the TM (primary myringitis) or as an effect of an inflammatory process of adjacent tissues of the external or middle ear (secondary myringitis). Myringitis may be accompanied by hearing impairment and a sensation of congestion and earache. It is generally a viral or bacterial infection and may occur with otitis media. After 3 weeks, acute myringitis becomes subacute and, within 3 months, chronic.",Acute tympanitis,Acute myringitis with otitis media,Acute myringitis; Acute tympanitis; Bullous myringitis; myringitis bullosa; Myringitis bullosa haemorrhagica
AB15,Chronic myringitis,,Persistent or recurrent inflammation of the tympanic membrane.,Chronic tympanitis,Chronic myringitis with otitis media,Chronic myringitis; Chronic tympanitis; chronic myringitis without mention of otitis media
AB16,Tympanosclerosis,,Tympanosclerosis is a scarring process with a remarkable variability in its localization within the middle ear. It can lead to conductive hearing loss.,,,Tympanosclerosis; TS - [tympanosclerosis]; Tympanic membrane sclerosis
AB17,Adhesive middle ear disease,,,Adhesive otitis,glue ear,Adhesive middle ear disease; Adhesive otitis; adhesive disorder of middle ear; adhesive otitis media; chronic adhesive otitis media; fibrotic adhesive otitis media
AB18,Discontinuity or dislocation of ear ossicles,,,,,Discontinuity or dislocation of ear ossicles; Discontinuity of ear ossicles; Dislocation of ear ossicles
AB19,Acquired abnormalities of ear ossicles not related to discontinuity or dislocation,,,,,Acquired abnormalities of ear ossicles not related to discontinuity or dislocation; Absence of incus; Ankylosis of ear ossicles; Auditory ossicles caries; caries of ear ossicles; Partial loss of ear ossicles; Auditory ossicles loss; loss of ear ossicles; Auditory ossicles necrosis; necrosis of ear ossicles
AB1A,Polyp of middle ear,,,,,
AB1A.0,Aural polyp,,,,,Aural polyp; otic polyp
AB1B,Middle ear cicatrix,,,,,Middle ear cicatrix
AB30,Acute vestibular syndrome,,"A clinical syndrome of acute-onset, continuous vertigo, dizziness, or unsteadiness lasting days to weeks, and generally including features suggestive of new, ongoing vestibular system dysfunction (e.g., vomiting, nystagmus, severe postural instability). There may also be symptoms or signs suggesting cochlear or central nervous system dysfunction. Acute vestibular syndrome usually connotes a single, monophasic event, often caused by a one-time disorder, but it may instead punctuate a relapsing-and-remitting or stepwise, progressive illness course. Disorders typically presenting this syndrome include vestibular neuritis, acute labyrinthitis, traumatic vestibulopathy, demyelinating disease with vestibular involvement, and strokes affecting central or peripheral vestibular structures.",,,
AB30.0,Vestibular neuritis,,"Vestibular neuritis (also known as vestibular neuronitis) may be described as acute, sustained dysfunction of the peripheral vestibular system with secondary nausea, vomiting, and vertigo. Important negative features include aural fullness and hearing loss.",,,Vestibular neuritis; vestibular neuronitis
AB30.1,Labyrinthitis,,Labyrinthitis is an inflammatory disorder of the inner ear (labyrinth) producing disturbances of balance and hearing to varying degrees. It can be caused by bacterial or viral infections and autoimmune processes.,,,"Labyrinthitis; inner ear inflammation; labyrinth hyperaemia; otitis interna; Circumscribed labyrinthitis; Diffuse labyrinthitis; Focal labyrinthitis; Inner ear infection, not elsewhere classified; Vestibulitis of ear; vestibulitis; Perilabyrinthitis; Purulent labyrinthitis; labyrinthine suppuration; suppurative labyrinthitis"
AB31,Episodic vestibular syndrome,,"A clinical syndrome of transient vertigo, dizziness, or unsteadiness lasting seconds to hours, occasionally days, and generally including features suggestive of temporary, short-lived vestibular system dysfunction (e.g., nausea, nystagmus, sudden falls). There may also be symptoms or signs suggesting cochlear or central nervous system dysfunction. Episodic vestibular syndrome usually connotes multiple, recurrent events caused by an episodic disorder with repeated spells (triggered or spontaneous), but may initially present after the first event.",,,
AB31.0,Meniere disease,,"Meniere Disease (MD) is a chronic progressive inner ear disease, with endolymphatic hydrops. It is characterised by recurrent attacks of debilitating spontaneous vertigo lasting from 20 minutes to up to 12 hours, accompanied by a sense of fullness and tinnitus in the affected ear, and ipsilateral fluctuating sensorineural hearing loss (SNHL) in the low or low and middle frequencies. There may be nystagmus during attacks and falls are frequent. When known, etiology should be added.",Labyrinthine hydrops,,Meniere disease; Labyrinthine hydrops; Ménière syndrome; Ménière vertigo; idiopathic endolymphatic hydrops; labyrinth hydrops; labyrinthine vertigo; Familial Meniere disease
AB31.1,Vestibular migraine,,"Recurrent attacks of moderate to severe vestibular symptoms lasting from 5 minutes to 72 hours in patients with a past or ongoing history of migraine headaches. Vestibular symptoms are usually spontaneous and positional vertigo, head motion-induced and visual vertigo as well as head motion-induced dizziness with nausea. Attacks of vestibular symptoms may occur together or independently of migraine symptoms like headache, photophobia, phonophobia or visual aura.",,,Vestibular migraine; Migraine related vestibulopathy; Migrainous vertigo
AB31.2,Benign positional paroxysmal vertigo,,Benign paroxysmal positional vertigo is defined as an abnormal sensation of motion that is elicited by certain critical provocative physical positions of the patient (e.g. becoming dorsal recumbent). The provocative positions usually trigger specific eye movements (e.g. nystagmus). The character and direction of the nystagmus is specific to the part of the inner ear affected and the underlying pathophysiology.,,,Benign positional paroxysmal vertigo; BPPV - [benign positional paroxysmal vertigo]; benign paroxysmal nystagmus; Benign positional paroxysmal vertigo posterior canal; Benign positional paroxysmal vertigo lateral canal
AB31.3,Superior canal dehiscence syndrome,,"Superior canal dehiscence syndrome (SCDS) occurs when thin or dehiscent bone over the superior semicircular canal, best demonstrated on CT, allows pressure transmission between the canal and the intracranial space. Vertigo and nystagmus may occur when the canal is stimulated by loud sounds or changes in middle ear or intracranial pressure. Hyperacusis to bone-conducted sounds can cause conductive hearing loss, pulsatile tinnitus, or autophony (hearing one’s own body sounds as loud or distorted). While the bony defect may be congenital, head trauma can be the final step that opens a functionally mobile labyrinthine window.",,,Superior canal dehiscence syndrome
AB31.4,Disembarkment syndrome,,"Disembarkment syndrome, or Mal de debarquement (MdD) occurs when habituation to unfamiliar motion patterns like traveling on a boat, train, or airplane, becomes resistant to re-adaption on return to stable conditions. It results in an illusion of self motion typically described as rocking, bobbing, or swaying. Brief periods of MdD (hours) are common in healthy individuals, this otherwise natural phenomenon can become persistent in some individuals.",,,Disembarkment syndrome; Mal de débarquement; Sickness of disembarkment
AB31.5,Autoimmune inner ear disease,,Autoimmune inner ear disease (AIED) is a clinical syndrome of bilateral sensorineural hearing loss (SNHL) >30dB at one or more frequencies progressing over a period of 3-90 days. Progression of SNLH >15dB at one frequency or >10dB in two frequencies in at least one ear should be demonstrated. Vestibular symptoms may be present in 50% of patients and systemic autoimmune disease (SAD) coexists in 30% of patients.,,,Autoimmune inner ear disease
AB31.6,Vestibular paroxysmia,,"Vestibular paroxysmia (VP) is characterised by recurrent spells of vertigo or dizziness, lasting seconds to minutes, often many times a day. Attacks usually occur spontaneously but may occasionally be induced by changes of head position (which then needs to be distinguished from benign paroxysmal positioning vertigo). Possible accompanying symptoms are short attacks of tinnitus or changes in hearing. In the attack-free interval mild to moderate impairments of vestibular or audiological function may be found. Neurovascular cross-compression of the eighth nerve is the assumed mechanism.",,,Vestibular paroxysmia
AB31.7,Vertiginous syndromes,,,,,Vertiginous syndromes; vertiginous disorder
AB32,Chronic vestibular syndrome,,"A clinical syndrome of chronic vertigo, dizziness, or unsteadiness lasting months to years and generally including features suggestive of persistent vestibular system dysfunction (e.g., oscillopsia, nystagmus, gait unsteadiness). There may also be symptoms or signs suggesting cochlear or central nervous system dysfunction. Chronic vestibular syndrome often connotes a progressive, deteriorating course, but sometimes instead reflects a stable, incomplete recovery after an acute vestibular event, or persistent, lingering symptoms between episodic vestibular events.",,,
AB32.0,Persistent Postural-Perceptual Dizziness,,"Persistent non-vertiginous dizziness, unsteadiness, or both lasting three months or more. Symptoms are present most days, often increasing throughout the day, but may wax and wane. Momentary flares may occur spontaneously or with sudden movement. Affected individuals feel worst when upright, exposed to moving or complex visual stimuli, and during active or passive head motion. These situations may not be equally provocative. Typically, the disorder follows occurrences of acute or episodic vestibular or balance-related problems. Symptoms may begin intermittently, and then consolidate. Gradual onset is uncommon.",,,Persistent Postural-Perceptual Dizziness; Chronic subjective dizziness; Phobic postural vertigo; Space and motion discomfort; Visual vertigo
AB32.1,Chronic unilateral idiopathic vestibulopathy,,,,,Chronic unilateral idiopathic vestibulopathy
AB32.2,Persistent unilateral vestibulopathy after vestibular neuronitis,,,,,Persistent unilateral vestibulopathy after vestibular neuronitis
AB32.3,Unilateral vestibulopathy due to schwannoma,,,,,Unilateral vestibulopathy due to schwannoma
AB32.4,Unilateral vestibulopathy after medical intervention,,,,,Unilateral vestibulopathy after medical intervention
AB32.5,Chronic bilateral vestibulopathy,,"Bilateral vestibulopathy (BVP) results from impaired vestibular function of both inner ears. It is clinically characterised by postural imbalance and unsteadiness of gait that worsens in darkness and on uneven ground, head or body movement-induced oscillopsia. If known, the etiology should be added to the diagnosis.",,,Chronic bilateral vestibulopathy; Bilateral vestibular failure; Bilateral vestibular loss; Chronic idiopathic bilateral vestibulopathy; Chronic bilateral vestibulopathy due to ototoxic agents; Chronic bilateral vestibulopathy due to bilateral schwannoma; Chronic bilateral vestibulopathy after meningitis
AB33,Otosclerosis,,"Otosclerosis is a genetically mediated metabolic bone disease that affects the otic capsule and stapes. It is an autosomal dominant disorder with varying penetrance and expressivity. Usually symptomatic hearing loss from otosclerosis develops early in the third decade of life, although onset in the teenage years does occur.",otospongiosis,,"Otosclerosis; otospongiosis; Otosclerosis involving oval window, nonobliterative; nonobliterative otosclerosis; Otosclerosis involving oval window, obliterative; obliterative otosclerosis; Cochlear otosclerosis; Otosclerosis involving round window; Otosclerosis involving otic capsule"
AB34,Disorders of vestibular function,,,,vertigo: NOS; vertigo: epidemic,
AB34.0,Idiopathic bilateral vestibulopathy,,"This results as the culmination of damage done to both inner ears and causes problems in vision, hearing and motor coordination.",,,Idiopathic bilateral vestibulopathy
AB34.1,Other peripheral vertigo,,,,,Other peripheral vertigo; Peripheral vertigo NOS; Auditory vertigo; Aural vertigo; Lermoyez syndrome; Otogenic vertigo
AB35,Labyrinthine fistula,,"Labyrinthine fistula is a condition in which an abnormal communication is present between the perilymphatic space of the inner ear and the middle ear (usually at or adjacent to the round or oval window). The manifestations of this disease vary in severity and complexity, commonly ranging from very mild to incapacitating.",,,Labyrinthine fistula; Perilymphatic fistula; inner ear fistula; labyrinth fistula; Semicircular canal fistula
AB36,Labyrinthine dysfunction,,,,,Labyrinthine dysfunction; labyrinthine disorder NOS; labyrinthine loss of function; labyrinthine syndrome; nonfunctioning labyrinth; Hypersensitivity of labyrinth; Hypofunction of labyrinth; Labyrinth imbalance; Labyrinth irritation
AB37,Noise effects on inner ear,,"Noise toxicity can cause hearing loss, either transient or permanent, and impairment. Noise-induced hearing loss typically begins in the high-pitched frequency range of human voices communication.",Noise-induced hearing loss,,Noise effects on inner ear; Noise-induced hearing loss; acoustic trauma; boilermaker's deafness; noise induced deafness
AB50,Congenital hearing impairment,,"Both dominant and recessive genes exist which can cause mild to profound impairment. If a family has a dominant gene for deafness it will persist across generations because it will manifest itself in the offspring even if it is inherited from only one parent. If a family had genetic hearing impairment caused by a recessive gene it will not always be apparent as it will have to be passed onto offspring from both parents. Hearing impairment is sustained before the acquisition of language, which occurs due to a congenital condition.",,,
AB50.0,Congenital conductive hearing loss,,,,,Congenital conductive hearing loss
AB50.1,Congenital sensorineural hearing loss,,,,,Congenital sensorineural hearing loss
AB50.2,Congenital mixed conductive and sensorineural hearing loss,,,,,Congenital mixed conductive and sensorineural hearing loss
AB51,Acquired hearing impairment,,"Loss of hearing that occurs sometime the course of life and is not present at birth. The hearing impairment is sustained after the acquisition of language, which can occur due to disease, trauma, or as a side-effect of a medicine. Conductive hearing loss may occur as a result of a problem in the outer or middle ear such as an obstruction (cerumen, foreign body), damage to the ossicles, middle ear infections, and/or perforation of the tympanic membrane. Sensorineural hearing loss is a type of hearing loss in which the root cause lies in the vestibulocochlear nerve (Cranial nerve VIII), the inner ear, or central processing centres of the brain. Mixed conductive and sensorineural hearing loss refers to a mix of both conductive and sensorineural hearing loss.",,"Deaf mutism, not elsewhere classified; deafness NOS; noise-induced hearing loss; Ototoxic hearing loss; Sudden idiopathic hearing loss",
AB51.0,Acquired conductive hearing loss,,"Conductive hearing loss occurs when there is a problem conducting sound waves anywhere along the route through the outer ear, tympanic membrane (eardrum), or middle ear (ossicles), bilateral.",,,Acquired conductive hearing loss; conduction deafness
AB51.1,Acquired sensorineural hearing loss,,"Sensorineural hearing loss is a type of hearing loss in which the root cause lies in the vestibulocochlear nerve (Cranial nerve VIII), the inner ear, or central processing centres of the brain.",,,Acquired sensorineural hearing loss; SNHL - [sensorineural hearing loss]
AB51.2,Acquired mixed conductive and sensorineural hearing loss,,"Conductive hearing loss occurs when there is a problem conducting sound waves anywhere along the route through the outer ear, tympanic membrane (eardrum), or middle ear (ossicles). Sensorineural hearing loss is a type of hearing loss in which the root cause lies in the vestibulocochlear nerve (Cranial nerve VIII), the inner ear, or central processing centres of the brain. This diagnosis refers to a mix of both conductive and sensorineural hearing loss.",,,Acquired mixed conductive and sensorineural hearing loss; mixed conductive and sensorineural deafness
AB52,Deafness not otherwise specified,,,,,Deafness not otherwise specified; HI - [hearing impairment]; HL - [hearing loss]; deaf; hearing defect; hearing impairment; hearing loss; hearing loss NOS; impaired hearing NOS; High frequency deafness; Low frequency deafness; Complete deafness; Partial deafness; decreased hearing; difficulty hearing; hearing diminished; hearing problem; Central hearing loss; central hearing impairment
AB53,Ototoxic hearing loss,,,,,Ototoxic hearing loss; deafness due to ototoxicity; ototoxic deafness
AB54,Presbycusis,,"The term presbycusis refers to sensorineural hearing impairment in elderly individuals. Characteristically, presbycusis involves bilateral high-frequency hearing loss associated with difficulty in speech discrimination and central auditory processing of information.",Presbyacusia,,Presbycusis; Presbyacusia; age-related hearing loss; hard of hearing; senile deafness
AB55,Sudden idiopathic hearing loss,,,,,Sudden idiopathic hearing loss; Sudden hearing loss NOS; sudden deafness
AB56,Hereditary hearing loss,,,,Congenital hearing impairment; Acquired hearing impairment,Hereditary hearing loss; genetic hearing loss; hereditary deafness
AB57,Auditory synaptopathy or neuropathy,,Normal outer hair cell function but lacking synchrony of neural transmission of auditory information due to damage of inner hair cells or their synapses or of the spiral ganglion cells or of the auditory nerve,,,Auditory synaptopathy or neuropathy; AD - [auditory dyssynchrony]; ANSD - [auditory neuropathy spectrum disorder]
AB70,Otalgia or effusion of ear,,,,Otitis media; Chronic primary orofacial pain; Chronic secondary headache or orofacial pain,Otalgia or effusion of ear
AB70.0,Otorrhoea,,,,Otorrhagia; leakage of cerebrospinal fluid through ear,Otorrhoea; discharge from ear; drainage from external ear canal; ear discharge present
AB70.1,Otorrhagia,,,,traumatic otorrhagia - code by type of injury,Otorrhagia; bleeding from ear; haemorrhage from the ear
AB70.2,Otalgia,,Pain in one or both ears.,,Chronic primary orofacial pain; Chronic secondary headache or orofacial pain,Otalgia; ear ache; ear neuralgia; earache symptom; pain in ear; Mastoid pain; mastoidalgia
AB71,Degenerative or vascular disorders of ear,,,,Presbycusis,Degenerative or vascular disorders of ear
AB72,Disorders of acoustic nerve,,,Disorder of 8th cranial nerve,,
AB72.0,Acoustic neuritis,,,,,Acoustic neuritis; auditory nerve neuritis; eighth cranial nerve neuritis; vestibulocochlearis nerve neuritis; Acoustic neuritis in infectious and parasitic diseases
AB73,Atrophy ear,,,,,Atrophy ear
AB90,Recurrent cholesteatoma of postmastoidectomy cavity,,,,,Recurrent cholesteatoma of postmastoidectomy cavity; cholesteatoma of postmastoidectomy cavity; recurrent cholesteatoma postmastoidectomy; residual cholesteatoma postmastoidectomy
AB91,Mucosal cyst of postmastoidectomy cavity,,,,,Mucosal cyst of postmastoidectomy cavity
AB92,Granulation of postmastoidectomy cavity,,,,,Granulation of postmastoidectomy cavity; granuloma of postmastoidectomy cavity; postmastoidectomy cavity granulation tissue
AB93,Chronic inflammation of postmastoidectomy cavity,,,,,Chronic inflammation of postmastoidectomy cavity
