Code,title,Fully Specified Name,Description,Inclusions,Exclusions,Index Terms
EA60,Certain skin disorders attributable to fungal infection,,This group incorporates both localised infection of the skin by fungus (e.g. pityriasis versicolor) and systemic fungal infections with important skin manifestations (e.g. cutaneous cryptococcosis).,,,
EA60.0,Subcutaneous mycoses,,,,,Subcutaneous mycoses
EA60.1,Systemic mycoses affecting skin,,,,,Systemic mycoses affecting skin
EA80,Atopic eczema,,"A chronic inflammatory genetically-determined eczematous dermatosis associated with an atopic diathesis (elevated circulating IgE levels, Type I allergy, asthma and allergic rhinitis). Filaggrin mutations resulting in impaired epidermal barrier function are important in its pathogenesis. Atopic eczema is manifested by intense pruritus, exudation, crusting, excoriation and lichenification. The face and non-flexural areas are often involved in infants; involvement of the limb flexures may be seen at any age. Although commonly limited in extent and duration, atopic eczema may be generalised and life-long.",atopic dermatitis,,
EA80.0,Infantile atopic eczema,,"Infantile atopic eczema is defined as atopic eczema present during the first year of life. It typically first manifests between the ages of 2 and 6 months: approximately 50% of people with atopic eczema first present in infancy. The face and non-flexural areas are commonly affected. The napkin area tends to be relatively spared. Involvement of the limb flexures, as is typical in childhood atopic eczema, is also often seen in infancy.",,,"Infantile atopic eczema; Infantile atopic dermatitis; Infantile atopic eczema, impetiginised; Infantile atopic dermatitis, impetiginised; Infected atopic eczema of the infant"
EA80.1,Childhood atopic eczema,,"Atopic eczema in children and adolescents first presenting or continuing after infancy up to age 19 years. Its prevalence is highest in northern latitudes (e.g. nearly 20% in Norwegian children as compared with 0.7% in Tanzanian children). The sites most characteristically involved are the elbow and knee flexures, sides of the neck, wrists and ankles. As the disease progresses, lichenification (skin thickening) becomes a typical clinical feature, especially in areas that can be easily reached and scratched. Discoid variants are more common in children of African and Asian ancestry.",,,"Childhood atopic eczema; Childhood atopic dermatitis; Childhood atopic eczema, flexural; Childhood atopic dermatitis, flexural; Flexural atopic eczema of the child; Childhood atopic eczema, nummular pattern; Childhood atopic dermatitis, nummular pattern; Discoid atopic eczema of the child; Childhood atopic eczema, chronic lichenified; Childhood atopic dermatitis, chronic lichenified; Lichenified atopic eczema of the child; Childhood atopic eczema, generalised erythematous; Childhood atopic dermatitis, generalised erythematous; Erythrodermic atopic eczema of the child; Childhood atopic eczema, prurigo pattern; Atopic prurigo of the child; Childhood atopic dermatitis, prurigo pattern; Childhood atopic eczema, impetiginised; Childhood atopic dermatitis, impetiginised; Infected atopic eczema of the child"
EA80.2,Adult atopic eczema,,"Atopic eczema in adults (19 years or greater) may persist from childhood, recur in adulthood in individuals with a history of atopic eczema in childhood or, less commonly, may develop de novo in adult life.",,,"Adult atopic eczema; Adult atopic dermatitis; Adult atopic eczema, flexural; Adult atopic dermatitis, flexural; Adult atopic eczema, nummular pattern; Adult atopic dermatitis, nummular pattern; Discoid atopic eczema of the adult; Adult atopic eczema, chronic lichenified; Adult atopic dermatitis, chronic lichenified; Lichenified atopic eczema of the adult; Adult atopic eczema, generalised erythematous; Adult atopic dermatitis, generalised erythematous; Erythrodermic atopic eczema of the adult; Adult atopic eczema, prurigo pattern; Adult atopic dermatitis, prurigo pattern; Atopic prurigo of the adult; Adult atopic eczema, impetiginized; Adult atopic dermatitis, impetiginized; Infected atopic eczema of the adult"
EA81,Seborrhoeic dermatitis and related conditions,,"A group of related inflammatory skin disorders affecting predominantly the scalp, face, upper trunk and flexures and characterised by variable amounts of erythema, scale, inflammation and exudation. It is thought that Malassezia yeasts play an important role in their pathogenesis. Although these disorders are common, they are seen with increased frequency and severity amongst persons infected with HIV.",,Seborrhoea,
EA81.0,Seborrhoeic dermatitis of face,,"Seborrhoeic dermatitis affecting the face, most typically the nasolabial folds and chin.",,Seborrhoea,Seborrhoeic dermatitis of face; Seborrhoeic eczema of face
EA81.1,Seborrhoeic dermatitis of the scalp,,"Seborrhoeic dermatitis of the scalp is characterised by varying degrees of scaling, inflammation, exudation and crusting affecting the scalp. It may occur in isolation or may be accompanied by seborrhoeic dermatitis of other sites. It may be difficult to differentiate from scalp psoriasis. Pityriasis capitis (dandruff) is considered to represent a mild form of seborrhoeic dermatitis of the scalp.",,Seborrhoea; Cradle cap,Seborrhoeic dermatitis of the scalp; Seborrhoeic eczema of scalp; Pityriasis capitis; Dandruff
EA82,Nummular dermatitis,,"Cutaneous eruption otherwise known as discoid eczema characterised by discoid or coin-shaped plaques of eczema. The lesions usually occur on the extensor surfaces of the extremities, but the face and trunk may also be involved. The cause is unknown.",,,"Nummular dermatitis; Discoid eczema; Nummular eczema; Nummular dermatitis, exudative type; Discoid eczema, exudative type; Nummular dermatitis, dry type; Discoid eczema, dry type"
EA83,Lichen simplex or lichenification,,"If a circumscribed area of skin is subjected to repeated rubbing or scratching, localised epidermal thickening or lichenification will ensue. This may occur as a discrete patch within normal skin (lichen simplex) but frequently complicates eczema or other pruritic dermatoses.",,,Lichen simplex or lichenification
EA83.0,Lichen simplex,,"Circumscribed pruritic lichenification of the skin of any origin. If a circumscribed area of skin is subjected to repeated rubbing or scratching, localised epidermal thickening or lichenification will ensue. The nape of the neck, genitalia, perianal area and lateral calf are commonly affected sites.",,Atopic neurodermatitis; Diffuse neurodermatits,
EA83.00,Lichen simplex of vulva,,Circumscribed pruritic lichenification of female external genitalia.,,,Lichen simplex of vulva
EA83.01,Lichen simplex of male genitalia,,Circumscribed pruritic lichenification of male genitalia. The scrotum or the base of the penis are commonly affected sites.,,,Lichen simplex of male genitalia
EA83.02,Perianal lichen simplex,,Circumscribed pruritic lichenification of perianal localisation.,,,Perianal lichen simplex
EA83.1,Secondary lichenification,,Thickening of skin affected by a primary dermatosis as the result of repeated rubbing and scratching.,,,Secondary lichenification
EA84,Asteatotic eczema,,"Asteatotic eczema develops from asteatosis cutis. In the latter cracking and crazing of the epidermal stratum corneum produces a flaky skin with a reticulate erythema beneath the scales. It occurs particularly on the lower legs. It is more common in the elderly and is provoked by a combination of defatting and desiccation of the epidermis. If inflammation progresses then it may become more pruritic and eczematous, asteatotic eczema.",,,Asteatotic eczema; Asteatotic dermatitis; Eczema senilis; Eczéma craquelé; Xerotic eczema
EA85,Dermatitis or eczema of hands or feet,,Dermatitis (eczema) involving the hands and/or feet.,Dermatitis of hands and feet; Eczema of hands and feet,,Dermatitis or eczema of hands or feet; Dermatitis of hands and feet; Eczema of hands and feet
EA85.0,Vesicular dermatitis of hands or feet,,"An eczema of unknown cause affecting principally the palms, soles and sides of the fingers and toes. It is commonly known as pompholyx and is characterised by eruptions of itchy, often multiloculated blisters, which tend to rupture and become secondarily infected. It occurs most commonly in adolescents and young adults. Its relationship to other forms of eczema and to allergic sensitisation, especially to nickel, remains to be adequately elucidated.",,,Vesicular dermatitis of hands or feet; Dyshidrotic eczema; Pompholyx; Vesicular eczema of hands and feet; Vesicular dermatitis of hands; Cheiropompholyx; Dyshidrotic hand eczema; Chronic relapsing vesiculosquamous dermatitis of hands; Chronic relapsing vesiculosquamous eczema of hands; Vesicular dermatitis of feet; Dyshidrotic eczema of feet; Podopompholyx
EA85.1,Hyperkeratotic dermatitis of hands or feet,,"Form of eczema (dermatitis) characterised by highly irritable, scaly, fissured, hyperkeratotic patches on the palms and/or soles. The aetiology is unknown. This disorder takes a chronic course and may be extremely refractory to treatment.",,,Hyperkeratotic dermatitis of hands or feet; Hyperkeratotic eczema of hands and feet; Hyperkeratotic fissured palmar dermatitis; Hyperkeratotic dermatitis of palms; Hyperkeratotic fissured palmar eczema; Hyperkeratotic fissured plantar dermatitis; Hyperkeratotic dermatitis of soles of feet; Hyperkeratotic fissured plantar eczema
EA85.2,Dermatitis of hands,,Dermatitis or eczema involving predominantly the hands.,,,
EA85.20,Atopic eczema of hands,,"Atopic eczema involving predominantly the hands. Individuals with an atopic diathesis are particularly prone to hand eczema. It may be provoked by repeated contact with irritants at work as in hairdressers, cooks and health care workers. It may manifest in a discoid pattern of eczema.",,,Atopic eczema of hands; Atopic hand dermatitis
EA85.3,Dermatitis of feet,,Dermatitis (eczema) involving predominantly the feet.,,,Dermatitis of feet; dermatitis of foot; Infectious dermatitis of the forefeet; Infective eczema of forefeet; Foot eczema; eczema of feet; eczema of foot; feet eczema
EA86,Dermatitis or eczema of lower legs,,"Dermatitis (eczema) affecting the lower legs, most commonly associated with lower limb venous insufficiency, lymphoedema and/or immobility.",,,
EA86.0,Stasis dermatitis of lower legs,,"A chronic eczematous process affecting the skin of the lower legs in association with chronic lower limb lymphoedema and immobility. It is often associated with lipodermatosclerosis. Failure of the normal ""muscle pump"" to aid venous return is an important component in the aetiology. It is common in the morbidly obese. It is characterised by low grade inflammation with variable scaling and desquamation.",,,Stasis dermatitis of lower legs; Gravitational eczema; Hypostatic dermatitis; Stasis eczema
EA87,Dermatitis or eczema of anogenital region,,"Dermatitis (eczema) affecting the external genitalia, crural folds and/or perianal skin.",,,
EA87.0,Dermatitis or eczema of male genitalia,,Dermatitis (eczema) involving male external genital organs.,,,Dermatitis or eczema of male genitalia; Contact dermatitis of male genitalia; Eczema of male genitalia
EA87.1,Dermatitis or eczema of female genitalia,,Dermatitis (eczema) affecting the female external genitalia.,,,Dermatitis or eczema of female genitalia; Contact dermatitis of female genitalia; Vulval contact dermatitis; Vulval eczema; Vulval dermatitis
EA87.2,Dermatitis or eczema of perianal area,,Dermatitis (eczema) involving perianal skin.,,,Dermatitis or eczema of perianal area; Perianal seborrhoeic dermatitis; Perianal eczema; Contact dermatitis of perianal skin; Perianal contact dermatitis
EA88,Miscellaneous specified eczematous dermatoses,,A heterogeneous group of eczematous dermatoses not classified elsewhere.,,,Miscellaneous specified eczematous dermatoses
EA88.0,Infectious dermatitis,,"Infective dermatitis (infective eczematoid dermatitis) is an acute exudative dermatitis developing on normal skin surrounding a focus of suppurative infection. Such foci include infected wounds, suppurating sinuses and acute inflammatory fungal and/or bacterial infection of the toe clefts. The dermatitis may spread well beyond the skin directly affected by the suppuration.",Infective eczematoid dermatitis,,
EA88.00,Human T-cell lymphotropic virus type 1 associated infective dermatitis of childhood,,"An inflammatory dermatitis of childhood which develops in a minority of children with HTLV‐1 infection, acquired usually via breast milk from an infected mother. Although the disease may clear spontaneously in adolescence, there is a high risk of development of Human T-cell lymphotropic virus-associated myelopathy (tropical spastic paraparesis) in later life. The onset is most frequent between the ages of 2 and 3, but it can manifest from as early as a few months of age to late childhood. Sites of predilection include the scalp, ears, eyelids, nostrils, neck, axillae and groin: erosions and crusting are commonly seen.",,,Human T-cell lymphotropic virus type 1 associated infective dermatitis of childhood; HTLV‐1 associated infective dermatitis of childhood; Human T-lymphotropic virus type 1 associated infective dermatitis of childhood
EA88.1,Post traumatic eczema,,"Eczema localised to skin damaged by physical trauma or by chemical or thermal burns. It may appear months or years after the injury has healed, usually with visible scarring.",,,Post traumatic eczema
EA88.2,Disseminated secondary eczema,,"The development of eczematous inflammation at sites distant from the primary site of an eczema or dermatitis. The onset of such dissemination may occur days or weeks after the primary dermatitis. The distribution of the secondary eczema tends to be symmetrical. Venous eczema, allergic contact dermatitis, acute irritant contact dermatitis and infective dermatitis are all potential triggers. The precise aetiopathology is as yet poorly understood.",Eczematid,,Disseminated secondary eczema; Autosensitization dermatitis; Cutaneous autosensitization; Eczematid; autoeczematisation; autosensitisation dermatitis; cutaneous autosensitisation; id reaction; sensitization dermatitis
EA88.3,Secondary eczema,,"An eczematous reaction to the presence of another, usually inflammatory, skin disorder. This may be observed in some forms of psoriasis when the underlying disease may be obscured by a concurrent eczematous reaction.",,,Secondary eczema; Eczema secondary to disorder classified elsewhere
EA88.4,Pityriasis alba,,"A common low grade inflammatory dermatosis of unknown aetiology in which multiple small finely scaling macules appear on the face, and less commonly the shoulders and upper arms, of children. These may initially be mildly erythematous but soon become hypopigmented with fine surface scale. Histopathologically there is a mild subacute spongiotic dermatitis with reduction in melanin. It is more prominent in children with pigmented skin and may give rise to concern about vitiligo.",,,Pityriasis alba
EA89,Generalised eczematous dermatitis of unspecified type,,"Generalised eczema of uncertain, unknown or unspecified aetiology.",,,Generalised eczematous dermatitis of unspecified type; Erythrodermic eczema
EA90,Psoriasis,,"Psoriasis is a common, chronic, relapsing, inflammatory skin disorder characterised by abnormal epidermal keratinization and hyperproliferation. It has a strong genetic component and affects some 2% of the populations of many regions of the world. Up to 10-20% of patients with psoriasis also experience an inflammatory polyarthritis (psoriatic arthritis). Although many people with psoriasis have limited disease, both psoriasis and its associated arthritis often cause major functional and psychosocial disability. The more severe forms of psoriasis are frequently associated with the metabolic syndrome and, as a result, a reduced life expectancy.",,,
EA90.0,Plaque psoriasis,,"The commonest form of psoriasis, which manifests as well-defined red, scaly plaques on the skin. Typical sites of initial involvement are the scalp, the extensor surfaces of the elbows and knees, the lower back and the shins. In severe disease a majority of the skin surface may be involved.",,,Plaque psoriasis; Psoriasis vulgaris; Mild plaque psoriasis; Moderate plaque psoriasis; Severe plaque psoriasis; Chronic plaque psoriasis; Chronic small plaque psoriasis; Discoid psoriasis; Nummular psoriasis
EA90.1,Guttate psoriasis,,"An acute, usually widespread eruption of small (<1cm) papules of psoriasis associated in a majority of cases with preceding streptococcal infection, particularly tonsillitis and streptococcal sore throat. This form of psoriasis is seen typically in children and young adults. If untreated it tends to resolve over a period of four to six months.",,,Guttate psoriasis; Psoriasis guttata; Acute guttate psoriasis; Guttate flare of plaque psoriasis
EA90.2,Unstable psoriasis,,Unstable psoriasis is an inflammatory form of psoriasis which may be the precursor of erythrodermic or generalised pustular psoriasis. It is characterised by intense inflammation around the edges of existing plaques and/or the appearance of multiple small fresh inflammatory papules and plaques. Some patients may have a lifelong tendency to unstable psoriasis. It tends to be difficult to control without resort to systemic therapy.,,,Unstable psoriasis
EA90.3,Erythrodermic psoriasis,,"Erythrodermic psoriasis is a severe generalised inflammatory form of psoriasis characterised by confluent intense erythema involving more than 90% of the skin surface. Erythrodermic psoriasis usually develops from preceding extensive, active plaque psoriasis but may arise de novo. Precipitating or trigger factors include withdrawal of systemic glucocorticosteroids, and, less frequently, abrupt discontinuation of methotrexate, phototherapy burns, or intercurrent infections. Patients may develop hypothermia or high output cardiac failure.",,,Erythrodermic psoriasis
EA90.4,Pustular psoriasis,,Psoriasis characterised by clinically visible pustules. Pustular psoriasis may be localised or generalised and life-threatening.,,,
EA90.40,Generalised pustular psoriasis,,An inflammatory form of psoriasis characterised by the presence of widely distributed areas of visible sterile pustulation.,,,Generalised pustular psoriasis; Acute generalised pustular psoriasis of von Zumbusch; Von Zumbusch disease; Generalised pustular psoriasis of pregnancy; Impetigo herpetiformis
EA90.41,Acropustulosis of Hallopeau,,"An uncommon pustular form of psoriasis which may rarely eventuate into generalised pustular psoriasis. It is characterised by pustules and variable scaling occurring in and around the nails and nail-beds of the fingers and toes. It may cause marked nail destruction and may be associated with a distal interphalangeal joint arthritis, with palmoplantar pustulosis or with plaque psoriasis elsewhere.",,Palmoplantar pustulosis,Acropustulosis of Hallopeau; Acrodermatitis continua of Hallopeau; Acrodermatitis perstans
EA90.42,Palmoplantar pustulosis,,Palmoplantar pustulosis (PPP) is a chronic inflammatory skin condition characterised by crops of sterile pustules on the palms and soles which erupt repeatedly over months or years. The affected areas tend to become red and scaly; cracks may form and these are often painful. It is strongly associated with smoking. It is associated with psoriasis elsewhere on the body in up to 24% of patients though appears to have a genetic profile distinct from psoriasis vulgaris. Interleukin-36 receptor gene polymorphisms are strongly associated with generalised pustular psoriasis and have been detected in a minority of patients with PPP.,Palmoplantar pustular psoriasis,,Palmoplantar pustulosis; PPP - [palmoplantar pustulosis]; Palmoplantar pustular psoriasis; Pustular bacterid; Pustular psoriasis of the palms and soles; Pustulosis palmaris et plantaris; Drug-induced palmoplantar pustulosis; Drug-induced palmoplantar pustular psoriasis; Acute palmoplantar pustular psoriasis; Chronic palmoplantar pustular psoriasis
EA90.5,Psoriasis of specified site or distribution,,"The appearance, management and impact of psoriasis can vary considerably according to its location. Important variants are listed under this heading.",,,Psoriasis of specified site or distribution
EA90.50,Scalp psoriasis,,The scalp is frequently the site of initial presentation and is the commonest anatomical site to be involved by psoriasis. Morphologies range from discrete plaques to total scalp involvement with either thick plaques or scaly non-thickened areas almost identical to seborrhoeic dermatitis. Sites of predilection include the immediate post-auricular area and occiput.,,,Scalp psoriasis
EA90.51,Nail psoriasis,,"Psoriasis of the nails manifests as pitting, roughening, thickening or detachment of the nail plate and in its early stages is accompanied by reddening of the distal nail bed.",,,Nail psoriasis; Psoriatic nail pitting; Psoriatic onycholysis; Psoriatic nail hypertrophy; Psoriatic nail dystrophy
EA90.52,Flexural and intertriginous psoriasis,,"Psoriasis involving flexures (retro-auricular folds, axillae, crural folds) and/or intertriginous areas (groins, under the breasts and, in obese individuals, abdominal apron fold). It may occur on its own or in association with seborrhoeic psoriasis or chronic plaque psoriasis. Plaques are thin, shiny and beef-red in colour with minimal scale. They may become secondarily fissured and/or macerated.",,,Flexural and intertriginous psoriasis; Flexural psoriasis; Intertriginous psoriasis; Inverse psoriasis; Psoriasis inversa
EA90.53,Anogenital psoriasis,,"Psoriasis involving anogenital skin including the vulva, penis or perianal area.",,,Anogenital psoriasis; Penile psoriasis; Vulval psoriasis; Perianal psoriasis; Psoriasis of natal cleft
EA91,Lichen planus,,"Lichen planus is an inflammatory disease of skin and mucous membranes characterised by intense inflammation at the interface between epidermis/epithelium and dermis/corium. Its clinical manifestations vary according to how acutely it develops and to where it attacks. On the skin it typically presents as a symmetrical eruption of itchy, flat-topped pink or purple papules or plaques. Involvement of the scalp or nail matrix can produce permanent loss of hair or nails respectively. Although mucous membrane involvement can be asymptomatic, it can cause significant pain and distress, particularly when it is erosive.",,,
EA91.0,Acute eruptive lichen planus,,An acute generalised form of lichen planus.,,Lichenoid drug eruption,Acute eruptive lichen planus; Eruptive lichen planus; Exanthematic lichen planus
EA91.1,Hypertrophic lichen planus,,A chronic recalcitrant form of lichen planus often localised to the lower legs and ankles and characterised by plaques of markedly thickened skin. It is often extremely pruritic. It can leave permanent pigmentation and scarring.,,,Hypertrophic lichen planus; Lichen planus hypertrophicus
EA91.2,Follicular lichen planus,,"Lichen planus involving the hair follicle rather than the epidermis. It typically involves the scalp but may be seen elsewhere. Clinically it presents as grouped small, slightly scaly erythematous follicular papules.",,,Follicular lichen planus; Lichen planus follicularis; Frontal fibrosing alopecia; Postmenopausal frontal fibrosing alopecia; Lichen planopilaris; Lichen planopilaris of scalp; Cicatricial alopecia due to lichen planus; Graham-Little syndrome; Lassueur-Graham-Little syndrome; Piccardi-Lasseur-Little syndrome
EA91.3,Lichen planus of genital skin and mucous membranes,,Lichen planus of genital mucous membranes tends to be mild in men but may give rise to concern about sexually-transmitted infection. Although it may be asymptomatic in women the severe erosive form may cause mark pain and disability.,,,Lichen planus of genital skin and mucous membranes; Lichen planus of penis; Erosive lichen planus of penis; Erosive lichen planus of vulva or vagina; Mucosal lichen planus of vulva and vagina; Mucosal lichen planus of vulva or vagina; Vulvovaginal gingival syndrome; Lichen planopilaris of vulva; Hypertrophic lichen planus of vulva
EA91.4,Lichen planus and lichenoid reactions of oral mucosa,,"Oral lichenoid reactions represent a common end point in response to extrinsic agents (drugs, allergens), altered self-antigens, or superantigens. Clinical presentation can vary from asymptomatic white reticular striae to painful erythema and erosions. Cutaneous and mucosal involvement of other sites is common. Although oral lichen planus is by definition idiopathic, oral lichenoid reactions may be caused by medications or exogenous agents such as cinnamates and other flavourings.",,,Lichen planus and lichenoid reactions of oral mucosa
EA91.40,Non-erosive lichen planus of oral mucosa,,Oral lichen planus in which the epithelium remains intact.,,,Non-erosive lichen planus of oral mucosa; Reticular oral lichen planus; Papular oral lichen planus; Annular oral lichen planus; Hypertrophic oral lichen planus
EA91.41,Erosive oral lichen planus,,Oral lichen planus in which the epithelium is ulcerated.,,,Erosive oral lichen planus
EA91.42,"Oral lichen planus, unspecified",,Lichen planus of oral mucosa without mention of presence or absence of ulceration.,,,"Oral lichen planus, unspecified"
EA91.43,Lichenoid mucositis,,"Oral lichenoid mucositis is a term describing clinicopathological features of the oral mucosa which represent a common end point in response to extrinsic agents such as drugs or contact allergens, or to presumed altered self-antigens as in lichen planus. Clinical presentation can vary from asymptomatic
white reticular striae to painful erythema and erosions. Idiopathic lichen planus cannot always be distinguished from lichenoid reactions to external agents and in such circumstances it is appropriate to label the changes observed as oral lichenoid mucositis until a more definitive diagnosis can be made.",,,Lichenoid mucositis
EA91.5,Lichen planus of the nails,,"Lichen planus of the nail most commonly presents as nail plate thinning with longitudinal grooving and ridging. Hyperpigmentation, subungual hyperkeratosis, onycholysis, and longitudinal melanonychia can also occur. Rarely, the matrix can be permanently destroyed with prominent pterygium formation. Lichen planus has been linked to childhood idiopathic nail atrophy and may overlap with twenty-nail dystrophy of childhood.",,,Lichen planus of the nails
EA91.6,Subacute lichen planus,,The commonest form of lichen planus affecting the skin. It may be limited to a few papules or plaques but may be widespread. It may continue to extend over months and may remain active over several years.,,,Subacute lichen planus
EA92,Lichenoid dermatoses,,Conditions other than lichen planus in which there is histological damage to the lower epidermis accompanied by a chronic inflammatory infiltrate in the papillary dermis disturbing the interface between the epidermis and dermis.,,,Lichenoid dermatoses; Lichen nitidus; Lichen striatus; Linear lichenoid dermatosis; Keratosis lichenoides chronica; Lichen ruber moniliformis; Nékám disease; Parakeratosis lichenoides striata; Lichenoid dermatitis
EA93,Pityriasis lichenoides,,Pityriasis lichenoides is an uncommon inflammatory skin disease of unknown aetiology. It can range from a relatively mild chronic form to a fulminant form with skin necrosis and severe constitutional symptoms. The disease can last from just weeks to months or years. The chronic form is manifest as multiple small flat asymptomatic scaly papules located predominantly on the trunk and proximal limbs. The acute forms present with the abrupt appearance of multiple papules in the same distribution which rapidly progress to haemorrhagic blisters and ulceration.,Pityriasis lichenoides chronica; Pityriasis lichenoides et varioliformis acuta; Febrile ulceronecrotic Mucha-Habermann disease,,Pityriasis lichenoides; Pityriasis lichenoides chronica; Guttate parapsoriasis; Parapsoriasis guttata [Brocq]; Pityriasis lichenoides et varioliformis acuta; Mucha-Habermann disease; PLEVA - [Pityriasis lichenoides et varioliformis acuta]; Pityriasis lichenoides acuta; Febrile ulceronecrotic Mucha-Habermann disease; FUNMH - [Febrile ulceronecrotic Mucha-Habermann disease]
