Code,title,Fully Specified Name,Description,Inclusions,Exclusions,Index Terms
GA03.1,Cyst of Bartholin gland,,"A condition of the vagina, caused by growth of a flap of skin, occlusion of the Bartholin duct due to mucus, or infection. This condition is characterised by the accumulation of mucus or clear fluid in a closed sac-like structure that forms on (or from) one of the Bartholin glands or its ducts. This condition is commonly asymptomatic, but may become painful if the cyst becomes enlarged or infected.",,,Cyst of Bartholin gland; Bartholin duct cyst; cyst of Bartholin gland duct; vulvovaginal cyst
GA04,Cervicitis,,,,,Cervicitis; inflammation of cervix; inflammation of cervix uteri; Ulcer of cervix with cervicitis; Acute cervicitis; Cellulitis of cervix; Cervical eversion with cervicitis; Chronic cervicitis; Cervical irritation; Cervical metritis; Cervicocolpitis; Ectropion of cervix with cervicitis; Endocervicitis; Endocervix infection; Endotrachelitis; Erosion of cervix with cervicitis; Exocervicitis; Hyperplastic endocervicitis; Hyperplastic endometritis of cervix; Infection of cervix; Nabothian abscess; cervical abscess; Senile cervicitis
GA05,Female pelvic inflammatory diseases,,,,,
GA05.0,Acute female pelvic inflammatory disease,,,,Acute inflammatory disease of uterus,Acute female pelvic inflammatory disease; acute PID - [pelvic inflammatory disease]; acute inflammatory pelvic disease; acute pelvic inflammatory disease NOS; Acute abscess of broad ligament; Acute abscess of parametrium; Acute female pelvic cellulitis; Acute parametritis and pelvic cellulitis
GA05.1,Chronic pelvic inflammatory disease,,,,Chronic inflammatory disease of uterus,Chronic pelvic inflammatory disease; chronic PID - [pelvic inflammatory disease]; chronic female pelvic inflammatory disease; chronic inflammatory pelvic disease; chronic pelvic inflammatory disease of the female pelvic organs or tissues; Chronic parametritis and pelvic cellulitis
GA05.2,Female pelvic peritonitis,,"This is an inflammation of the peritoneum, the thin tissue that lines the inner wall of the abdomen and covers most of the abdominal organs.",,,"Female pelvic peritonitis; Vesico-uterine pouch abscess; Abscess of Douglas' cul-de-sac or pouch; Female chronic pelvic peritonitis; Female acute pelvic peritonitis; acute or unspecified pelvic peritonitis, female"
GA05.3,Tuboovarian abscess,,"End-stage process of acute pelvic inflammatory disease (PID), marked by pelvic mass palpable during bimanual examination. Usually bilateral but can be unilateral.",,Abscess of fallopian tube; Abscess of ovary,Tuboovarian abscess
GA06,Pelvic peritoneal adhesions of unknown or combined origin,,A condition characterised by fibrous bands of scar tissue and abnormal connection between pelvic organs or tissues. This condition may also present with pelvic pain or bowel obstruction.,,,Pelvic peritoneal adhesions of unknown or combined origin; female pelvic adhesions; female pelvic peritoneal adhesions
GA07,Salpingitis or oophoritis,,"Inflammation of the fallopian tube, characterised by a typical inflammatory response (redness and oedema). It is usually manifested by lower abdominal pain and tenderness, fever, increased pulse rate, hypermenorrhoea and/or metrorrhagia. The disorder may resolve or result in fibrosis, hydrosalpinx, pyosalpinx, or cyst formation.",salpingo-oophoritis; tubo-ovarian inflammatory disease,Salpingitis isthmica nodosa; Tuboovarian abscess,
GA07.0,Acute salpingitis or oophoritis,,,,Gonococcal ovarian abscess,Acute salpingitis or oophoritis; acute salpingo-oophoritis; Acute oophoritis; Acute salpingitis; acute endosalpingitis; Acute purulent salpingo-oophoritis; Acute ruptured salpingo-oophoritis; Acute septic salpingo-oophoritis; Acute suppurative salpingo-oophoritis; Acute pyosalpinx
GA07.1,Chronic salpingitis or oophoritis,,,,,Chronic salpingitis or oophoritis; chronic salpingo-oophoritis; Chronic oophoritis; Chronic salpingitis; Chronic purulent salpingo-oophoritis; Chronic ruptured salpingo-oophoritis; Chronic septic salpingo-oophoritis; Chronic suppurative salpingo-oophoritis; Fallopian tube inflammatory cyst; Chronic pyosalpinx
GA10,Endometriosis,,"A condition of the uterus that is frequently idiopathic. This condition is characterised by ectopic growth and function of endometrial tissue outside the uterine cavity. This condition may be associated with remaining vestigial tissue from the wolffian or mullerian duct, or fragments endometrium refluxed backward into the peritoneal cavity during menstruation. This condition may also present with dysmenorrhoea, dyspareunia, nonmenstrual pelvic pain, infertility, alteration of menses, or may be asymptomatic. Confirmation is by laparoscopy and histological identification of ectopic fragments.",,,
GA10.B,Endometriosis of the reproductive system,,,,Endometriosis of the uterus,
GA10.B0,Endometriosis of the uterosacral ligaments,,,,,Endometriosis of the uterosacral ligaments
GA10.B1,Endometriosis of the pelvic side wall,,,,,Endometriosis of the pelvic side wall
GA10.B2,Endometriosis of rectovaginal septum or vagina,,,,,Endometriosis of rectovaginal septum or vagina; Endometriosis of vagina; Endometriosis of rectovaginal septum
GA10.B3,Endometriosis of fallopian tube,,,,,Endometriosis of fallopian tube; adenomyosis of fallopian tube
GA10.B4,Superficial ovarian endometriosis,,"Endometriosis on the ovarian cortex, containing typical or subtle lesions.",,,Superficial ovarian endometriosis; endometriosis of ovary; ovarian endometriosis; ovarian endometriosis NOS
GA10.B5,Deep ovarian endometriosis,,"Ovarian endometriosis cyst containing dark stained blood (chocolate fluid) and lined by a pseudocyst wall covered by ectopic endometrium. This cyst can be subdivided according to its size in the following categories: less than 1 cm, 1-3 cm, > 3 cm",,,Deep ovarian endometriosis; Sampson cyst; Sampson tumour; chocolate cyst; chocolate cyst of ovary; endometrial cyst of ovary; endometrial cystoma of ovary; endometrioid cystadenoma of ovary; endometrioma; endometriotic cyst; endometriotic cyst of ovary; ovarian chocolate cyst; ovarian endometrioma; ovarian endometriotic cyst; Deep endometriosis
GA10.C,Endometriosis of the digestive system,,,,,
GA10.C0,Endometriosis of the gallbladder,,,,,Endometriosis of the gallbladder
GA10.C1,Endometriosis of intestine,,"Endometriosis situated inside the bowel wall at or below the subserosal level, excluding superficial serosal lesions that are still classified as peritoneal endometriosis. Mostly affecting rectosigmoid area, but can be found also in other parts of the bowel system.",,,Endometriosis of intestine; endometriosis of bowel; Endometriosis of small intestine; Endometriosis of large intestine
GA10.C2,Endometriosis of pelvic peritoneum,,"A condition that is frequently idiopathic. This condition is characterised by ectopic growth and function of endometrial tissue extending 5 millimetres or less under the visceral or parietal pelvic peritoneal surface and appearing as black-brown or light red-orange lesions. This condition may be associated with remaining vestigial tissue from the wolffian or mullerian duct, or fragments endometrium refluxed backward into the peritoneal cavity during menstruation. This condition may also present with dysmenorrhoea, dyspareunia, nonmenstrual pelvic pain, infertility, alteration of menses, or may be asymptomatic. Confirmation is by laparoscopy and histological identification of ectopic fragments.",,,Endometriosis of pelvic peritoneum; endometriosis of pelvic peritoneum
GA10.C3,Peritoneal pockets due to endometriosis,,"Peritoneal pockets usually observed in the cul-de-sac, may occur in other parts of the female pelvis, also known as Allen-Masters defect. Can be asymptomatic or harbour microscopic endometriosis.",,,Peritoneal pockets due to endometriosis
GA10.D,Endometriosis of urinary system,,,,,
GA10.D0,Endometriosis of the bladder,,,,,Endometriosis of the bladder
GA10.E,Endometriosis of the circulatory system,,,,,Endometriosis of the circulatory system; Endometriosis of the heart; Endometriosis of pericardium; pericardial endometriosis; pericardial nodules
GA10.F,Endometriosis of the nervous system,,,,,Endometriosis of the nervous system
GA10.G,Thoracic endometriosis,,"Thoracic endometriosis lesions can affect the diaphragm, pleura, lung and bronchi. There may be a greater affinity for the right hemi thorax, and the parenchyma is more commonly affected in the lower lobes. Macroscopically, the endometriotic implants appear as brown–yellow and sometimes red nodules surrounded by neovascularization. Symptoms include: dyspnea, shortness of breath, rapid heartbeat, coughing up blood and a variety of pain patterns to include scapula, chest, ipsilateral neck and shoulder, upper abdominal and epigastric. Thoracic endometriosis may present with catamenial pneumothorax (recurrent pneumothorax occurring within 72 hours of menstruation), haemoptysis in case of bronchial location, haemothorax, pericardial effusions. A diagnosis of thoracic endometriosis is simple when both endometrial stroma and gland are present. In cases of endometriosis with stroma only, a further classification of “aggregated pattern”, in which immunohistochemistry is ER-, PR- and CD10-positive might be necessary for diagnosis.",,Endometriosis of the heart,Thoracic endometriosis; Endometriosis of the thorax; Thoracic endometriosis syndrome; Diaphragm endometriosis; diaphragmatic endometriosis
GA10.H,Endometriosis in cutaneous scar,,,,,Endometriosis in cutaneous scar; endometriosis in scar of skin; Endometriosis of skin; Cutaneous endometriosis; Endometriosis in episiotomy scar; Endometriosis in caesarean scar; Endometriosis in the uterine scar after cesarean section; Post-cesarean scar endometriosis; Endometriosis of abdominal incision scar
GA10.J,Endometriosis-related adhesions,,,,,Endometriosis-related adhesions; Endometriosis-related adnexal adhesions; Endometriosis-related adnexal dense adhesions; Endometriosis-related adnexal filmy adhesions; Endometriosis-related cul-de-sac adhesions; Endometriosis-related cul-de-sac dense adhesions; Endometriosis-related cul-de-sac filmy adhesions
GA11,Adenomyosis,,"A condition of the uterus characterised by endometrial tissue growth in the myometrium, hypertrophy of the myometrium, and heavy or prolonged menstrual bleeding, dysmenorrhoea, dyspareunia, bleeding between menstruation, or infertility; it can also be asymptomatic. Confirmation is by histopathology or ultrasound.",,Leiomyoma of uterus,"Adenomyosis; adenomyosis uteri; endometriosis interna; endometriosis of myometrium; endometriosis, myometrium; internal endometriosis; Endometriosis of uterus"
GA12,Female dyspareunia,,"A symptom of the genital system affecting females, caused by physical determinants. This symptom is characterised by recurrent genital pain or discomfort that occurs before, during, or after sexual intercourse, or superficial or deep vaginal penetration that is related to an identifiable physical cause, not including lack of lubrication. Confirmation is by medical assessment of physical causes.",,Sexual pain-penetration disorder; Male dyspareunia,Female dyspareunia; dyspareunia NOS; female coitalgia; female painful coitus; pain in female genitalia on intercourse; painful coitus; painful intercourse; secondary dyspareunia; Superficial dyspareunia; Deep dyspareunia
GA13,Acquired abnormalities of vulva or perineum,,"Any condition of the vulva and perineum, caused by determinants arising after birth. These conditions are characterised by a malfunction, malformation, or another anomaly of the vulva and perineum.",,,
GA13.0,Polyp of vulva,,,,,Polyp of vulva; polyp of pudendum; vulval polyp; Polyp of labia; labial polyp
GA13.1,Low grade squamous intraepithelial lesion of vulva,,"A condition of the vulva, characterised by lesion of the squamous vulvar intraepithelial cells, leading to unspecified grade or severity of dysplasia and varying degrees of atypia of the cells. This condition is associated with smoking and immunosuppression, or conditions such as human papillomavirus, chronic vulvar irritation, or herpes simplex virus type 2. Confirmation is by tissue biopsy.",,"Genital warts of vulva; Squamous cell carcinoma of vulva; High grade squamous intraepithelial lesion of vulva, HPV-associated; Vulvar intraepithelial neoplasia, HPV-independent",Low grade squamous intraepithelial lesion of vulva; LSIL – [low grade squamous intraepithelial lesion of vulva]; VIN I- [vulvar intraepithelial neoplasia grade I]; VIN [vulvar intraepithelial neoplasia] NOS; dysplasia of vulva NOS; epithelial hyperplasia of labia (deprecated); epithelial hyperplasia of vulva; intraepithelial neoplasia of vulva NOS; mild vulvar dysplasia
GA13.2,Hypertrophy of vulva,,"A condition of the vulva that is frequently idiopathic. This condition is characterised by enlargement or thickening of the tissues of all or part of the female external genitalia, such as the clitoris, labia, vestibule, or glands. This condition may also present with a patchy white discolouration, itching, pain or burning of the skin.",,,Hypertrophy of vulva; hyperplasia of vulva; hypertrophy of vulva NOS; vulval hyperplasia; Hypertrophy of clitoris; acquired clitoromegaly NOS; clitoral hypertrophy; enlarged clitoris; hypertrophic clitoris; Redundant clitoris; Hypertrophy of labia; hyperplasia of labia; labial hypertrophy; Redundant labia; Elongation of labia minora
GA13.3,Vulvar cyst,,"Closed, fluid filled sac located on or in the vulvar tissue.",,,Vulvar cyst; cyst of vulva; Cyst of sebaceous gland of vulva; Cyst of vulvovaginal gland; Implantation cyst of vulva; Implantation dermoid cyst of vulva; Cyst of clitoris; Cyst of labium; labial cyst; Sebaceous labial cyst
GA13.4,Labial agglutination,,"Sign of agglutination of labia minora and/or majora as a result of chronic vulvar inflammation from any cause, usually observed in prepubertal girls.",,,Labial agglutination
GA13.5,Skene duct cyst,,"Cystic dilations of the Skene glands, typically located adjacent to the urethral meatus within the vulvar vestibule. Mostly small and often asymptomatic, they may enlarge urinary obstruction, requiring excision.",,,Skene duct cyst
GA13.6,Vulvar laceration,,"An injury to the vulva, caused by trauma due to childbirth, sexual abuse, or forceful impact. This injury is characterised by tearing of the skin, muscle, or other tissue in the vulvar area.",,,Vulvar laceration
GA13.7,Vulvar haematoma,,"An injury to the vulvar branches of the internal pudendal or inferior rectal arteries, caused by rupture and trauma due to childbirth, sexual abuse, or forceful impact. This injury is characterised by a localised collection of extravasated blood vessels and significant bruising. This injury may also present with an inability to urinate.",,,Vulvar haematoma; hematoma of vulva; vulva hematoma; vulval hematoma; Labia haematoma
GA14,Acquired abnormalities of vagina,,"Any condition of the vagina, caused by determinants arising after birth. These conditions are characterised by pathological changes to the vagina.",,,
GA14.0,Polyp of vagina,,,,,Polyp of vagina; vaginal polyp
GA14.1,Haematocolpos,,"A condition of the vagina, caused by an outflow vaginal obstruction. This condition is characterised by the presence of blood in the vagina.",,,Haematocolpos; Haematocolpos with haematometra; Haematocolpos with haematosalpinx; Haematocolpos with haematometra or haematosalpinx
GA14.2,Vaginal foreign body,,"A condition of the vagina, caused by foreign bodies lodged into the vaginal canal. This condition is characterised by vaginitis, vaginal bleeding, foul-smelling and purulent vaginal discharge, abdominal pain, and supra-pubic pain. This condition may also present with dysuria or infection.",,,Vaginal foreign body
GA14.3,Vaginal haematoma,,"A condition of the vagina, caused by trauma, commonly subsequent to childbirth, sexual abuse, or forceful impact. This condition is characterised by a localised collection of extravasated blood vessels and significant bruising. This condition may also present with pain, swelling, ecchymosis and urinary retention.",,,Vaginal haematoma; traumatic vaginal haematoma
GA14.5,Leukoplakia of vagina,,"A condition of the vagina, caused by hyperkeratinisation of epithelial cells due to human papillomavirus (HPV) infection, chronic trauma, radiotherapy, or premalignant/malignant lesions. This condition is characterised by white, whitish yellow, or grey plaque on the mucosal surfaces in the vagina.",,,Leukoplakia of vagina; leucoplakia of vagina; vaginal leukoplakia
GA14.6,Low grade squamous intraepithelial lesion of vagina,,,,,Low grade squamous intraepithelial lesion of vagina; LSIL of vagina –[ Low grade squamous intraepithelial lesion] of vagina; VaIN I - [vaginal intraepithelial neoplasia grade 1] NOS; Vaginal intraepithelial neoplasia grade I; koilocytic atypia of vagina; koilocytosis of vagina; mild squamous dysplasia of vagina; mild vaginal dysplasia; mild vaginal dysplasia and human papillomavirus
GA15,Acquired abnormalities of cervix uteri,,,,,
GA15.0,Polyp of cervix uteri,,,,,Polyp of cervix uteri; cervical polyp; cervical uterine polyp; polyp of cervix NOS; polyp of uterine cervix; Adenomatous polyp of cervix; Mucous polyp of cervix
GA15.1,Erosion or ectropion of cervix uteri,,"A condition of the cervix uteri, caused by an increase in the total estrogen level in the body. This condition is characterised by protrusion and transformation of the endocervical columnar epithelium to stratified squamous epithelium on the cervix uteri. This condition may also present with non-purulent vaginal discharge, post-coital bleeding, or may be asymptomatic.",,Cervicitis,Erosion or ectropion of cervix uteri; Cervical ectropion; cervical eversion; ectopy of cervix; ectropion of cervix; eversion of cervix; Cervical erosion; erosion of cervix; Laceration causing eversion of cervix uteri; Lipping of cervix; Cervical ulceration; ulcer of cervix; uterine cervix ulcer; Decubitus ulcer of cervix; cervix decubitus; trophic decubitus ulcer of cervix
GA15.2,Nabothian cyst,,,,,Nabothian cyst; follicle of cervix; nabothian follicle; nabothian follicle cyst of cervix; nabothian follicles on cervix; nabothian follicular cyst; nabothian gland cyst or follicle
GA15.3,Old laceration of cervix uteri,,"An injury of the cervix, caused by trauma subsequent to procedures that lacerate the cervix, such as vaginal delivery, induced abortion, or surgery. This condition is characterised by tearing of the cervix uteri tissue.",,Perineal laceration during delivery,Old laceration of cervix uteri; cicatrix of cervix; old cervical tear; old cervix tear; old laceration of cervix; postpartum cicatrix of cervix; Adhesions of cervix uteri; adhesion of cervix; band of cervix; cervical adhesion; Cervicovaginal adhesion
GA15.4,Stricture or stenosis of cervix uteri,,"A condition of the cervix uteri, caused by inflammation, trauma, scarring, or atrophy. This condition is characterised by narrowing of the cervical ostium.",,Obstructed labour due to abnormality of maternal pelvic organs,Stricture or stenosis of cervix uteri; cervical occlusion; cervical stenosis; cervical stricture; occlusion of cervix; pinpoint os; pinpoint os uteri; stenosis of cervix; stricture of os uteri; stricture of cervix; Acquired atresia of cervix uteri; acquired atresia of cervix; atresia of cervix; Contracture of cervix uteri; contracture of cervix; Stenosis of cervix canal; cervical canal occlusion; cervical canal stenosis; cervix canal stenosis
GA15.5,Hypertrophic elongation of cervix uteri,,"A condition of the cervix uteri, caused by uterine prolapse. This condition is characterised by hypertrophy, hyperplasia, elongation or strain to the vaginal or supravaginal parts of the cervix uteri. This condition may also present with dyspareunia or infertility. Confirmation is by pelvic examination to differentiate between vaginal or supravaginal elongation.",,,Hypertrophic elongation of cervix uteri; conical cervix; hypertrophic elongation of cervix
GA15.6,Incompetence of cervix uteri,,"A condition of the cervix uteri, caused by the weakness of the cervical tissue and intrauterine pressure as pregnancy progresses. This condition is characterised by dilation and effacement of the cervix before reaching a term pregnancy. This condition may lead to a miscarriage during the second trimester, or an early preterm birth during the third trimester.",,Fetus or newborn affected by incompetence of cervix uteri; Maternal care for cervical incompetence,Incompetence of cervix uteri; cervical incompetence; cervical os incompetent; incompetence of cervix; patent cervix
GA15.7,Low grade squamous intraepithelial lesion of cervix uteri,,A condition of the cervix uteri caused by chronic infection. This condition is characterised by premalignant transformation and abnormal cell growth and behaviour of the cervical squamous epithelial tissue.,,Cervical Intraepithelial neoplasia grade III; Cervical Intraepithelial neoplasia grade II; High grade squamous intraepithelial lesion of cervix uteri; Carcinoma in situ of cervix uteri,Low grade squamous intraepithelial lesion of cervix uteri; CIN - [cervical intraepithelial neoplasia]; CIN I - [cervical intraepithelial neoplasia grade 1]; Cervical intraepithelial neoplasia grade I; LSIL – [low grade squamous intraepithelial lesion] of cervix uteri; Mild cervical dysplasia or human papillomavirus; cervical dysplasia; cervical dysplasia nos; cervical intraepithelial neoplasia; cervix dysplasia; dysplasia of cervix; intraepithelial neoplasia of cervix; intraepithelial neoplasia of the cervix uteri; mild cervical dysplasia; mild dysplasia of cervix; Anaplasia of cervix; Cervical hyperplasia; hyperplasia of cervix; Cervix dyskeratosis; Cervix hyperkeratosis; Displacement of columnar epithelial of cervix; Epithelial hyperactivity of cervix
GA16,"Acquired abnormalities of uterus, except cervix",,"Any condition of the uterus, caused by determinants arising after birth. These conditions are characterised by a malfunction, malformation, or another anomaly of the uterus (excluding the cervix).",,,
GA16.0,Endometrial glandular hyperplasia,,"A condition of the uterus, caused by chronic, excess oestrogen stimulation due to obesity, anovulation, or oestrogen therapy. This condition is characterised by excessive proliferation of the endometrial gland cells and a greater gland-to-stroma ratio of endometrial cells. This condition may also present with abnormal uterine bleeding, particularly among postmenopausal women and premenopausal women of increasing age. Confirmation is by sampling endometrial tissue through biopsy or dilation and curettage.",,,"Endometrial glandular hyperplasia; Hyperplasia of endometrium NOS; endometrial hyperplasia NOS; endometrial hypertrophy; glandular hyperplasia of endometrium; Simple endometrial glandular hyperplasia, with atypia; Simple endometrial glandular hyperplasia, without atypia; Complex endometrial glandular hyperplasia, with atypia; Complex endometrial glandular hyperplasia, without atypia; Adenomatous hyperplasia of endometrium; adenomatoid endometrial hyperplasia; Glandular-cystic hyperplasia of endometrium; CGH - [cystic glandular hyperplasia of endometrium]; Swiss cheese hyperplasia of the endometrium; Polypoid hyperplasia of endometrium; Hyperplastic endometrial polyp; Cystic hyperplasia of endometrium; endometrial cystic hyperplasia; Hyperplastic endometritis; Postmenopausal endometrial hyperplasia"
GA16.1,Malposition of uterus,,"A condition of the uterus, caused by weakened pelvic ligaments, enlargement of the uterus, scarred pelvic tissue from pregnancy, tumour, menopause, endometriosis, inflammation, or salpingitis. This condition is characterised by a deviation in the position of the uterus from normal.",,Maternal care for other abnormalities of pelvic organs; Obstructed labour due to abnormality of maternal pelvic organs,Malposition of uterus; displacement of uterus; uterine displacement; uterine malposition; version of uterus; Anteversion of uterus; Cervical displacement; Version of cervix uteri; version of cervix; Flexion of cervix uteri; flexion of cervix; Retraction of cervix uteri; retraction of cervix; Torsion of cervix uteri; torsion of cervix; Flexion of uterus; Lateral flexion of uterus; Retroflexion of uterus; Lateral version of uterus; lateroversion of uterus; Retroversion of uterus; retroverted uterus; uterine retroversion; Uterine retraction; Uterine torsion
GA16.2,Intrauterine synechiae,,"Intrauterine adhesions caused by pelvic inflammatory disease, uterine surgery, or complications related to spontaneous, incomplete or induced abortion. May be asymptomatic or associated with amenorrhea or light menstrual bleeding and subfertility.",,,Intrauterine synechiae; Asherman syndrome; Intrauterine adhesions; Postinfective internal adhesion of uterus; Stricture of uterus; Uterine stricture; internal adhesion of uterus; internal band of uterus
GA16.3,Haematometra,,"Presence of blood clots inside the uterus, usually caused by a uterine outflow obstruction.",,haematometra with haematocolpos,Haematometra; intrauterine haemorrhage; Haematosalpinx with haematometra
GA17,Acquired abnormalities of fallopian tube,,"A condition of the fallopian tube, caused by determinants arising after birth. This condition is characterised by a malfunction, malformation, or another anomaly.",,,
GA17.0,Acquired parafimbrial cyst of the fallopian tube,,Cyst located on the fallopian tube at the outside of the fimbrial end.,,,Acquired parafimbrial cyst of the fallopian tube
GA17.1,Fimbrial agglutination,,Agglutination of fimbriae in the presence of an open or closed fallopian tube,,,Fimbrial agglutination
GA17.2,Hydrosalpinx,,"A condition of the fallopian tube, caused by a distal occlusion and the release of purulent material following infection. This condition is characterised by the presence of fluid inside the fallopian tube, and pelvic pressure, pelvic pain, or dyspareunia.",,,Hydrosalpinx
GA17.3,Haematosalpinx,,"A condition of the Fallopian tube, caused by tubal pregnancy, endometriosis, tubal carcinoma, or cryptomenorrhoea. This condition is characterised by bleeding and the presence of blood clots inside the Fallopian tubes, and pelvic pain or uterine bleeding. Confirmation is by imaging.",,haematosalpinx with haematocolpos; haematosalpinx with haematometra,Haematosalpinx; fallopian tube haematoma; haemorrhage of fallopian tube; haemorrhage of oviduct; haemosalpinx
GA17.4,Salpingitis isthmica nodosa,,"A condition of the fallopian tube caused by infection or inflammation. This condition is characterised by bilateral, nodular thickening of the isthmic and proximal ampullary tunica muscularis. This condition may also present with infertility or ectopic pregnancy. Confirmation is by imaging.",,,Salpingitis isthmica nodosa
GA18,Acquired abnormalities of ovary,,"Any condition of the ovary, caused by determinants arising after birth. These conditions are characterised by a malfunction, malformation, or another anomaly of the ovary.",,,
GA18.0,Follicular cyst of ovary,,"A condition of the ovary, caused by a follicular growth or involution due to failure of ovulation. This condition is characterised by the non-neoplastic formation of closed sac-like structures filled with fluid on or in the ovary and lined by layers of granulosa cells. This condition is commonly asymptomatic, but may also present with pelvic pain, irregular menstrual bleeding, dyspareunia, nausea, vomiting, or urgency to urinate. Confirmation is by imaging.",Cyst of graafian follicle,,Follicular cyst of ovary; Cyst of graafian follicle; cystic ovarian follicle; follicle cyst; follicular cystic ovary disease; ovarian follicular cyst; Haemorrhagic follicular cyst of ovary; haemorrhage of graafian follicle cyst; haemorrhagic follicular cyst; Rupture of ovarian follicular cyst; graafian follicle rupture; ovarian follicle rupture; ruptured ovarian graafian follicle
