Code,title,Fully Specified Name,Description,Inclusions,Exclusions,Index Terms
9A60.02,Allergic conjunctivitis,,"Allergic conjunctivitis is an IgE-mediated response due to the exposure of seasonal or perennial allergens in sensitized patients. The allergen-induced inflammatory response of the conjunctiva results in the release of histamine and other mediators. Symptoms consist of redness (mainly due to vasodilation of the peripheral small blood vessels), oedema (swelling) of the conjunctiva, itching, and increased lacrimation (production of tears).",,,Allergic conjunctivitis; Allergen-induced conjunctivitis; Perennial allergic conjunctivitis; Seasonal allergic conjunctivitis; acute allergic conjunctivitis; spring conjunctivitis; Allergic conjunctivitis due to drugs or medicaments; Drug-induced conjunctivitis; conjunctivitis medicamentosa; medicament-induced conjunctivitis
9A60.1,Follicular conjunctivitis,,,,,"Follicular conjunctivitis; Chronic follicular conjunctivitis, chlamydial; Chronic follicular conjunctivitis, toxic"
9A60.2,Cicatrizing conjunctivitis,,,,,"Cicatrizing conjunctivitis; Acute cicatrizing conjunctivitis, Stevens-Johnson's; Acute cicatrizing conjunctivitis, toxic; Acute cicatrizing conjunctivitis, drug-associated; Chronic cicatrizing conjunctivitis, Stevens-Johnson's; Chronic cicatrizing conjunctivitis, ocular cicatricial pemphigoid; Chronic cicatrizing conjunctivitis, toxic; Chronic cicatrizing conjunctivitis, drug associated; Acute toxic conjunctivitis"
9A60.3,Mucopurulent conjunctivitis,,"These are infections of the conjunctiva, containing mucus and pus, by several species such as Haemophilus, Streptococcus, Neisseria, and Chlamydia.",,,
9A60.30,Ulceration of conjunctiva,,,,,Ulceration of conjunctiva; conjunctival ulcer
9A60.31,Abscess of conjunctiva,,,,,Abscess of conjunctiva; conjunctival abscess
9A60.32,Conjunctivitis due to Koch-Weeks bacillus,,,,,Conjunctivitis due to Koch-Weeks bacillus; Koch-Weeks conjunctivitis
9A60.33,Acute epidemic conjunctivitis,,,,,Acute epidemic conjunctivitis; acute contagious conjunctivitis
9A60.4,Blepharoconjunctivitis,,,,,Blepharoconjunctivitis; Angular blepharoconjunctivitis; Canthus abscess
9A60.5,Vernal keratoconjunctivitis,,"Vernal keratoconjunctivitis is a persistent and severe form of ocular allergy that affects children and young adults, usually in warm climates. Vernal keratoconjunctivitis typically appears in boys between the ages of 4–12 years. The typical symptoms are intense itching, tearing, and photophobia. Disease exacerbation can be triggered either by allergen re-exposure or by nonspecific stimuli such as sunlight, wind, and dust. The tarsal form is characterised by irregularly sized hypertrophic papillae, leading to a cobblestone appearance of the upper tarsal plate. The limbal form is characterised by transient, multiple limbal, or conjunctival gelatinous yellow-grey infiltrates superposed with white points or deposits, known as Horner–Trantas dots and papillae at the limbus.",,,Vernal keratoconjunctivitis
9A60.6,"Serous conjunctivitis, except viral",,,,,"Serous conjunctivitis, except viral"
9A61,Certain specified disorders of conjunctiva,,,,keratoconjunctivitis,
9A61.0,Pingueculae,,,,,Pingueculae
9A61.1,Pterygium,,,,Pseudopterygium of conjunctiva,"Pterygium; pterygium of eye; web eye; Amyloid pterygium; Central pterygium of eye; Double pterygium of eye; Peripheral pterygium of eye, stationary; Peripheral pterygium of eye, progressive; Recurrent pterygium of eye"
9A61.2,Pseudopterygium of conjunctiva,,,,,Pseudopterygium of conjunctiva; pseudopterygium
9A61.3,Conjunctival scars,,"These are cicatrices of the mucous membrane that lines the inner surface of the eyelid and the exposed surface of the eyeball that occur due to various reasons such as trauma, infection or allergy.",,,"Conjunctival scars; conjunctival cicatrix; conjunctival scarring; scarring of conjunctiva, unspecified eye; Conjunctival scars, symblepharon; Symblepharon; adhesion of conjunctiva; conjunctival adhesion; Conjunctival scars, Arlt's line; Conjunctival scars, conjunctival fibrosis; Conjunctival granuloma; granuloma of conjunctiva; Pyogenic granuloma of conjunctiva"
9A61.4,Conjunctival vascular disorders,,"Benign cysts which often appear as small, clear, fluid-filled inclusions of conjunctival epithelium whose goblet cells secrete into the cyst and not onto the surface.",,,
9A61.40,Vascular abnormalities of conjunctiva,,,,,Vascular abnormalities of conjunctiva; Conjunctival lymphangiectasia
9A61.5,Conjunctival or subconjunctival haemorrhage,,"A conjunctival haemorrhage is a small haematoma clearly delimited on the conjunctiva itself resulting from a direct blow on the eye. Subconjunctival haemorrhage extends from the orbit, forward and deep to the conjunctiva with no posterior limit.",,,Conjunctival or subconjunctival haemorrhage; Subconjunctival haemorrhage; subconjunctival bleed; Conjunctiva haemorrhage; conjunctival ecchymosis
9A61.6,Conjunctival or subconjunctival degenerations or deposits,,"These are the conjunctival/subconjunctival accumulation of some materials and gradual deterioration with impairment or loss of function, caused by injury, disease, or aging.","Conjunctival concretions; Conjunctival cysts or argyrosis; Conjunctival pigmentations; Conjunctival xerosis, not elsewhere classified",,"Conjunctival or subconjunctival degenerations or deposits; Conjunctival concretions; conjunctival calcification; conjunctival calculus; conjunctival concretion; Conjunctival cysts or argyrosis; Conjunctival argyrosis; Conjunctival pigmentations; Conjunctival melanosis; Conjunctival xerosis, not elsewhere classified; Conjunctival degeneration; Conjunctival deposits"
9A62,Mucous membrane pemphigoid with ocular involvement,,Mucous membrane pemphigoid (MMP) involving the conjunctivae is also known as ocular pemphigoid. This may be confined to the conjunctivae or may be associated with involvement of other sites as well. Its importance lies in its potential to cause loss of vision and it may thus warrant more aggressive therapy than would be considered for MMP of other sites.,,,Mucous membrane pemphigoid with ocular involvement; Cicatricial pemphigoid involving the eye; Ocular cicatricial pemphigoid; Ocular pemphigoid
9A70,Hereditary corneal dystrophies,,The term corneal dystrophy embraces a heterogeneous group of bilateral genetically determined non-inflammatory corneal diseases that are usually restricted to the cornea. The designation is imprecise but remains in vogue because of its clinical value.,,,
9A70.0,Endothelial corneal dystrophy,,,,,"Endothelial corneal dystrophy; dystrophy of corneal endothelium; Posterior corneal dystrophy; Congenital hereditary endothelial dystrophy type 2; Fuchs endothelial corneal dystrophy; FECD - [Fuchs endothelial corneal dystrophy] C1, C2, or C3; Fuchs' corneal dystrophy; Fuchs' endothelial dystrophy; X-linked endothelial corneal dystrophy; XECD - [X-linked endothelial corneal dystrophy] C2"
9A71,Infectious keratitis,,,,,Infectious keratitis; corneal inflammation; Bacterial keratitis; Fungal keratitis; fungal infection of cornea; keratomycosis; mycotic keratitis; Viral keratitis; Parasitic keratitis; Secondary keratitis or keratoconjunctivitis in other infectious diseases; Keratitis and keratoconjunctivitis in other infectious and parasitic diseases classified elsewhere
9A72,Traumatic keratitis,,,,Foreign body in cornea,Traumatic keratitis; Photokeratitis; photophthalmia; snow blindness
9A73,Exposure keratitis,,"This is an exposure condition in which the eye's cornea, the front part of the eye, becomes inflamed. The condition is often marked by moderate to intense pain and usually involves impaired eyesight. May cause feelings of scratching each time individual blinks eye.",,,Exposure keratitis; Exposure keratitis due to exophthalmus; Exposure keratitis due to incomplete eyelid closure; Exposure keratitis due to lid abnormalities
9A74,Neurotrophic keratitis,,,,,"Neurotrophic keratitis; Neurotrophic keratitis, metaherpetic ulcer; Neurotrophic keratitis, post surgical; Diabetic neurotrophic keratitis"
9A75,Autoimmune keratitis,,,,,Autoimmune keratitis; Autoimmune interstitial keratitis; Peripheral ulcerative keratitis
9A76,Corneal ulcer,,"Loss of epithelial tissue from the surface of the cornea due to progressive erosion and necrosis of the tissue. It is often caused by bacterial, fungal, or viral infection.",Central corneal ulcer; Ring corneal ulcer; Corneal ulcer with hypopyon; Marginal corneal ulcer; Mooren's corneal ulcer; Perforated corneal ulcer,,Corneal ulcer; cornea ulcer; corneal ulcer NOS; ulcerative keratitis; Central corneal ulcer; Ring corneal ulcer; Corneal ulcer with hypopyon; hypopyon ulcer; Marginal corneal ulcer; Mooren's corneal ulcer; Mooren ulcer; Mycotic corneal ulcer; fungal ulcer of cornea; Perforated corneal ulcer; corneal perforation; perforation of cornea; Acanthamoeba ulcer of cornea; Bacterial ulcer of cornea; Herpetic ulcer of cornea; Superficial ulcer of cornea; Xerosis of cornea with ulceration
9A77,Corneal scars or opacities,,Corneal opacity occurs when the cornea is scarred by a variety of infectious and inflammatory eye diseases. These scars stop light from passing through the cornea to the retina and may cause the cornea which is normally transparent to appear white or clouded over.,,,
9A77.0,Contact lens-associated corneal infiltrates,,,,,"Contact lens-associated corneal infiltrates; Contact lens-associated corneal infiltrates, hypoxic; Contact lens-associated corneal infiltrates, infectious"
9A77.1,Adherent leukoma,,This is a white tumour of the cornea enclosing a prolapsed adherent iris.,,,Adherent leukoma
9A78,Certain specified disorders of cornea,,,,,Certain specified disorders of cornea
